date,site,lon,lat
1990-06-01,Swiss Camp,-49.29433759592316,69.57412346567536
1991-06-01,Swiss Camp,-49.296817715631,69.57348321402323
1992-06-01,Swiss Camp,-49.29930463018736,69.57284120825696
1993-06-01,Swiss Camp,-49.3017847498952,69.57220095660483
1994-06-01,Swiss Camp,-49.30426486960304,69.57156070495269
1995-06-01,Swiss Camp,-49.30674498931087,69.57092045330054
1996-06-01,Swiss Camp,-49.30923190386723,69.57027844753429
1997-06-01,Swiss Camp,-49.31171202357507,69.56963819588216
1998-06-01,Swiss Camp,-49.31419214328291,69.56899794423002
1999-06-01,Swiss Camp,-49.31667226299075,69.56835769257788
2000-06-01,Swiss Camp,-49.3191591775471,69.56771568681162
2001-06-01,Swiss Camp,-49.32163929725494,69.5670754351595
2002-06-01,Swiss Camp,-49.32411941696278,69.56643518350735
2003-06-01,Swiss Camp,-49.32659953667062,69.56579493185521
2004-06-01,Swiss Camp,-49.32908645122698,69.56515292608896
2005-06-01,Swiss Camp,-49.33156657093481,69.56451267443681
2006-06-01,Swiss Camp,-49.33404669064265,69.56387242278468
2007-06-01,Swiss Camp,-49.33652681035049,69.56323217113254
2008-06-01,Swiss Camp,-49.33901372490685,69.56259016536629
2009-06-01,Swiss Camp,-49.34149384461469,69.56194991371414
2010-06-01,Swiss Camp,-49.34397396432253,69.56130966206202
2011-06-01,Swiss Camp,-49.34645408403037,69.56066941040987
2012-06-01,Swiss Camp,-49.34894099858672,69.56002740464362
2013-06-01,Swiss Camp,-49.35142111829456,69.55938715299148
2014-06-01,Swiss Camp,-49.3539012380024,69.55874690133933
2015-06-01,Swiss Camp,-49.35638135771024,69.5581066496872
2016-06-01,Swiss Camp,-49.35886827226659,69.55746464392095
2017-06-01,Swiss Camp,-49.36134839197443,69.55682439226881
2018-06-01,Swiss Camp,-49.36382851168227,69.55618414061666
2019-06-01,Swiss Camp,-49.36630863139011,69.55554388896454
2020-06-01,Swiss Camp,-49.36879554594647,69.55490188319828
2021-06-01,Swiss Camp,-49.37127566565431,69.55426163154614
2022-06-01,Swiss Camp,-49.37375578536214,69.553621379894
1995-06-01,Crawford Pt. 1,-46.97710395357201,69.88122725652191
1996-06-01,Crawford Pt. 1,-46.97935810530508,69.88089461123256
1997-06-01,Crawford Pt. 1,-46.981606098153634,69.88056287481012
1998-06-01,Crawford Pt. 1,-46.98385409100219,69.88023113838769
1999-06-01,Crawford Pt. 1,-46.986102083850746,69.87989940196525
2000-06-01,Crawford Pt. 1,-46.988356235583815,69.87956675667589
2001-06-01,Crawford Pt. 1,-46.99060422843237,69.87923502025345
2002-06-01,Crawford Pt. 1,-46.99285222128092,69.87890328383101
2003-06-01,Crawford Pt. 1,-46.99510021412947,69.87857154740857
2004-06-01,Crawford Pt. 1,-46.99735436586254,69.87823890211922
2005-06-01,Crawford Pt. 1,-46.9996023587111,69.87790716569677
2006-06-01,Crawford Pt. 1,-47.00185035155965,69.87757542927433
2007-06-01,Crawford Pt. 1,-47.004098344408206,69.87724369285189
2008-06-01,Crawford Pt. 1,-47.006352496141275,69.87691104756254
2009-06-01,Crawford Pt. 1,-47.00860048898983,69.8765793111401
2010-06-01,Crawford Pt. 1,-47.01084848183838,69.87624757471767
2011-06-01,Crawford Pt. 1,-47.01309647468693,69.87591583829521
2012-06-01,Crawford Pt. 1,-47.01535062642,69.87558319300587
2013-06-01,Crawford Pt. 1,-47.01759861926856,69.87525145658343
2014-06-01,Crawford Pt. 1,-47.019846612117114,69.87491972016099
2015-06-01,Crawford Pt. 1,-47.022094604965666,69.87458798373855
2016-06-01,Crawford Pt. 1,-47.024348756698735,69.87425533844919
2017-06-01,Crawford Pt. 1,-47.02659674954729,69.87392360202675
2018-06-01,Crawford Pt. 1,-47.02884474239584,69.87359186560431
2019-06-01,Crawford Pt. 1,-47.03109273524439,69.87326012918187
2020-06-01,Crawford Pt. 1,-47.03334688697747,69.87292748389252
2021-06-01,Crawford Pt. 1,-47.03559487982602,69.87259574747009
2022-06-01,Crawford Pt. 1,-47.037842872674574,69.87226401104763
1995-06-01,NASA-U,-49.492084630159574,73.84205560857393
1996-06-01,NASA-U,-49.49358590817865,73.84199707360234
1997-06-01,NASA-U,-49.49508308434522,73.84193869856239
1998-06-01,NASA-U,-49.496580260511784,73.84188032352243
1999-06-01,NASA-U,-49.49807743667835,73.84182194848248
2000-06-01,NASA-U,-49.499578714697435,73.84176341351089
2001-06-01,NASA-U,-49.501075890864,73.84170503847093
2002-06-01,NASA-U,-49.50257306703057,73.84164666343098
2003-06-01,NASA-U,-49.504070243197134,73.84158828839101
2004-06-01,NASA-U,-49.50557152121621,73.84152975341944
2005-06-01,NASA-U,-49.50706869738278,73.84147137837948
2006-06-01,NASA-U,-49.508565873549344,73.84141300333953
2007-06-01,NASA-U,-49.51006304971591,73.84135462829956
2008-06-01,NASA-U,-49.51156432773499,73.84129609332798
2009-06-01,NASA-U,-49.513061503901554,73.84123771828803
2010-06-01,NASA-U,-49.51455868006812,73.84117934324806
2011-06-01,NASA-U,-49.516055856234686,73.8411209682081
2012-06-01,NASA-U,-49.517557134253764,73.84106243323653
2013-06-01,NASA-U,-49.51905431042033,73.84100405819657
2014-06-01,NASA-U,-49.520551486586896,73.8409456831566
2015-06-01,NASA-U,-49.52204866275346,73.84088730811665
2016-06-01,NASA-U,-49.52354994077254,73.84082877314508
2017-06-01,NASA-U,-49.525047116939106,73.84077039810512
2018-06-01,NASA-U,-49.52654429310567,73.84071202306515
2019-06-01,NASA-U,-49.52804146927224,73.8406536480252
2020-06-01,NASA-U,-49.529542747291316,73.84059511305362
2021-06-01,NASA-U,-49.53103992345788,73.84053673801365
2022-06-01,NASA-U,-49.53253709962445,73.8404783629737
1995-06-01,Humboldt,-56.83065508580913,78.52632429116137
1996-06-01,Humboldt,-56.831162212733226,78.52641137513488
1997-06-01,Humboldt,-56.831667954064635,78.52649822117404
1998-06-01,Humboldt,-56.832173695396044,78.52658506721319
1999-06-01,Humboldt,-56.83267943672745,78.52667191325234
2000-06-01,Humboldt,-56.83318656365155,78.52675899722585
2001-06-01,Humboldt,-56.83369230498296,78.52684584326501
2002-06-01,Humboldt,-56.83419804631438,78.52693268930416
2003-06-01,Humboldt,-56.834703787645786,78.52701953534333
2004-06-01,Humboldt,-56.835210914569885,78.52710661931683
2005-06-01,Humboldt,-56.835716655901294,78.52719346535599
2006-06-01,Humboldt,-56.8362223972327,78.52728031139515
2007-06-01,Humboldt,-56.83672813856411,78.5273671574343
2008-06-01,Humboldt,-56.83723526548821,78.52745424140781
2009-06-01,Humboldt,-56.83774100681963,78.52754108744696
2010-06-01,Humboldt,-56.838246748151036,78.52762793348612
2011-06-01,Humboldt,-56.838752489482445,78.52771477952527
2012-06-01,Humboldt,-56.839259616406544,78.52780186349878
2013-06-01,Humboldt,-56.83976535773795,78.52788870953793
2014-06-01,Humboldt,-56.84027109906936,78.52797555557709
2015-06-01,Humboldt,-56.84077684040078,78.52806240161624
2016-06-01,Humboldt,-56.84128396732488,78.52814948558975
2017-06-01,Humboldt,-56.841789708656286,78.5282363316289
2018-06-01,Humboldt,-56.842295449987695,78.52832317766806
2019-06-01,Humboldt,-56.842801191319104,78.52841002370721
2020-06-01,Humboldt,-56.8433083182432,78.52849710768072
2021-06-01,Humboldt,-56.84381405957461,78.52858395371987
2022-06-01,Humboldt,-56.84431980090603,78.52867079975903
1996-06-01,Tunu-N,-33.98929729327191,78.01606805510161
1997-06-01,Tunu-N,-33.988267574546335,78.0161868285509
1998-06-01,Tunu-N,-33.987237855820766,78.01630560200019
1999-06-01,Tunu-N,-33.98620813709519,78.01642437544947
2000-06-01,Tunu-N,-33.985175597222415,78.01654347430546
2001-06-01,Tunu-N,-33.98414587849685,78.01666224775475
2002-06-01,Tunu-N,-33.98311615977127,78.01678102120404
2003-06-01,Tunu-N,-33.982086441045695,78.01689979465333
2004-06-01,Tunu-N,-33.98105390117293,78.01701889350932
2005-06-01,Tunu-N,-33.98002418244735,78.0171376669586
2006-06-01,Tunu-N,-33.978994463721776,78.01725644040789
2007-06-01,Tunu-N,-33.9779647449962,78.01737521385718
2008-06-01,Tunu-N,-33.97693220512343,78.01749431271317
2009-06-01,Tunu-N,-33.97590248639786,78.01761308616246
2010-06-01,Tunu-N,-33.97487276767228,78.01773185961174
2011-06-01,Tunu-N,-33.973843048946705,78.01785063306103
2012-06-01,Tunu-N,-33.97281050907394,78.01796973191702
2013-06-01,Tunu-N,-33.97178079034836,78.01808850536631
2014-06-01,Tunu-N,-33.970751071622786,78.0182072788156
2015-06-01,Tunu-N,-33.96972135289721,78.01832605226488
2016-06-01,Tunu-N,-33.96868881302444,78.01844515112087
2017-06-01,Tunu-N,-33.96765909429887,78.01856392457016
2018-06-01,Tunu-N,-33.96662937557329,78.01868269801945
2019-06-01,Tunu-N,-33.965599656847715,78.01880147146873
2020-06-01,Tunu-N,-33.96456711697495,78.01892057032472
2021-06-01,Tunu-N,-33.96353739824937,78.01903934377401
2022-06-01,Tunu-N,-33.962507679523796,78.0191581172233
1996-06-01,DYE-2,-46.27719748179302,66.47963396879005
1997-06-01,DYE-2,-46.2778174292963,66.47973697399014
1998-06-01,DYE-2,-46.27843737679957,66.47983997919023
1999-06-01,DYE-2,-46.27905732430285,66.4799429843903
2000-06-01,DYE-2,-46.27967897029244,66.48004627179643
2001-06-01,DYE-2,-46.28029891779572,66.48014927699651
2002-06-01,DYE-2,-46.28091886529899,66.48025228219659
2003-06-01,DYE-2,-46.28153881280227,66.48035528739668
2004-06-01,DYE-2,-46.28216045879186,66.4804585748028
2005-06-01,DYE-2,-46.28278040629513,66.48056158000288
2006-06-01,DYE-2,-46.28340035379841,66.48066458520296
2007-06-01,DYE-2,-46.28402030130169,66.48076759040305
2008-06-01,DYE-2,-46.28464194729128,66.48087087780917
2009-06-01,DYE-2,-46.28526189479455,66.48097388300924
2010-06-01,DYE-2,-46.28588184229783,66.48107688820933
2011-06-01,DYE-2,-46.28650178980111,66.48117989340942
2012-06-01,DYE-2,-46.2871234357907,66.48128318081552
2013-06-01,DYE-2,-46.28774338329397,66.48138618601561
2014-06-01,DYE-2,-46.288363330797246,66.4814891912157
2015-06-01,DYE-2,-46.28898327830053,66.48159219641579
2016-06-01,DYE-2,-46.28960492429012,66.4816954838219
2017-06-01,DYE-2,-46.29022487179339,66.48179848902198
2018-06-01,DYE-2,-46.290844819296666,66.48190149422207
2019-06-01,DYE-2,-46.29146476679995,66.48200449942216
2020-06-01,DYE-2,-46.29208641278953,66.48210778682827
2021-06-01,DYE-2,-46.29270636029281,66.48221079202835
2022-06-01,DYE-2,-46.293326307796086,66.48231379722844
1996-06-01,JAR1,-49.68203519393958,69.49854960472764
1997-06-01,JAR1,-49.68349392965314,69.49830890253729
1998-06-01,JAR1,-49.68495266536669,69.49806820034694
1999-06-01,JAR1,-49.68641140108024,69.49782749815658
2000-06-01,JAR1,-49.68787413332999,69.49758613650816
2001-06-01,JAR1,-49.68933286904355,69.49734543431781
2002-06-01,JAR1,-49.690791604757095,69.49710473212745
2003-06-01,JAR1,-49.69225034047064,69.4968640299371
2004-06-01,JAR1,-49.6937130727204,69.4966226682887
2005-06-01,JAR1,-49.69517180843395,69.49638196609833
2006-06-01,JAR1,-49.6966305441475,69.49614126390797
2007-06-01,JAR1,-49.69808927986105,69.49590056171762
2008-06-01,JAR1,-49.69955201211081,69.49565920006921
2009-06-01,JAR1,-49.701010747824355,69.49541849787886
2010-06-01,JAR1,-49.702469483537904,69.49517779568849
2011-06-01,JAR1,-49.70392821925146,69.49493709349814
2012-06-01,JAR1,-49.70539095150121,69.49469573184973
2013-06-01,JAR1,-49.70684968721476,69.49445502965938
2014-06-01,JAR1,-49.70830842292831,69.49421432746902
2015-06-01,JAR1,-49.70976715864187,69.49397362527866
2016-06-01,JAR1,-49.711229890891616,69.49373226363025
2017-06-01,JAR1,-49.712688626605164,69.4934915614399
2018-06-01,JAR1,-49.71414736231872,69.49325085924954
2019-06-01,JAR1,-49.71560609803227,69.49301015705919
2020-06-01,JAR1,-49.717068830282024,69.49276879541077
2021-06-01,JAR1,-49.71852756599557,69.49252809322041
2022-06-01,JAR1,-49.71998630170913,69.49228739103006
1997-06-01,NASA-E,-30.000140748617458,75.00027945467569
1998-06-01,NASA-E,-29.999357084878696,75.00036773338603
1999-06-01,NASA-E,-29.99857342113993,75.00045601209636
2000-06-01,NASA-E,-29.997787610377227,75.00054453266617
2001-06-01,NASA-E,-29.99700394663846,75.0006328113765
2002-06-01,NASA-E,-29.9962202828997,75.00072109008684
2003-06-01,NASA-E,-29.995436619160934,75.00080936879718
2004-06-01,NASA-E,-29.99465080839823,75.00089788936698
2005-06-01,NASA-E,-29.99386714465947,75.00098616807732
2006-06-01,NASA-E,-29.993083480920703,75.00107444678765
2007-06-01,NASA-E,-29.99229981718194,75.00116272549799
2008-06-01,NASA-E,-29.991514006419234,75.00125124606781
2009-06-01,NASA-E,-29.99073034268047,75.00133952477813
2010-06-01,NASA-E,-29.98994667894171,75.00142780348847
2011-06-01,NASA-E,-29.989163015202944,75.0015160821988
2012-06-01,NASA-E,-29.98837720444024,75.00160460276862
2013-06-01,NASA-E,-29.987593540701475,75.00169288147895
2014-06-01,NASA-E,-29.986809876962713,75.00178116018928
2015-06-01,NASA-E,-29.986026213223948,75.00186943889962
2016-06-01,NASA-E,-29.985240402461244,75.00195795946944
2017-06-01,NASA-E,-29.984456738722482,75.00204623817977
2018-06-01,NASA-E,-29.983673074983717,75.0021345168901
2019-06-01,NASA-E,-29.982889411244955,75.00222279560043
2020-06-01,NASA-E,-29.982103600482247,75.00231131617025
2021-06-01,NASA-E,-29.981319936743485,75.00239959488059
2022-06-01,NASA-E,-29.980536273004724,75.00248787359091
1998-06-01,NASA-SE,-42.500624165806464,66.47981814830864
1999-06-01,NASA-SE,-42.500326358298565,66.47972815279843
2000-06-01,NASA-SE,-42.50002773487968,66.47963791072519
2001-06-01,NASA-SE,-42.499729927371774,66.47954791521498
2002-06-01,NASA-SE,-42.499432119863876,66.47945791970477
2003-06-01,NASA-SE,-42.49913431235597,66.47936792419458
2004-06-01,NASA-SE,-42.49883568893709,66.47927768212132
2005-06-01,NASA-SE,-42.498537881429186,66.47918768661113
2006-06-01,NASA-SE,-42.49824007392128,66.47909769110092
2007-06-01,NASA-SE,-42.49794226641338,66.47900769559071
2008-06-01,NASA-SE,-42.4976436429945,66.47891745351747
