t0,t1,variable,flag,comment,URL_graphic
2015-06-01T00:00:00+00:00,2016-05-01T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,
2009-07-01T00:00:00+00:00,2009-07-01T00:00:00+00:00,ISWR,CHECKME,Manually flagged by bav,
2009-07-01T00:00:00+00:00,2009-07-01T00:00:00+00:00,OSWR,CHECKME,Manually flagged by bav,
2011-02-15T00:00:00+00:00,2011-05-10T00:00:00+00:00,OSWR,CHECKME,Manually flagged by bav,
2011-08-01T00:00:00+00:00,2012-05-10T00:00:00+00:00,OSWR,CHECKME,Manually flagged by bav,
2011-02-15T00:00:00+00:00,2011-05-10T00:00:00+00:00,ISWR,CHECKME,Manually flagged by bav,
2011-02-15T00:00:00+00:00,2011-05-10T00:00:00+00:00,NSWR,CHECKME,Manually flagged by bav,
2011-08-01T00:00:00+00:00,2012-05-10T00:00:00+00:00,NSWR,CHECKME,Manually flagged by bav,
2015-06-01T00:00:00+00:00,2016-05-01T00:00:00+00:00,VW1,CHECKME,Manually flagged by bav,
2011-02-15T00:00:00+00:00,2011-05-10T00:00:00+00:00,HS1,CHECKME,Manually flagged by bav,
2011-08-01T00:00:00+00:00,2012-05-10T00:00:00+00:00,HS1,CHECKME,Manually flagged by bav,
2011-02-15T00:00:00+00:00,2011-05-10T00:00:00+00:00,HS2,CHECKME,Manually flagged by bav,
2011-08-01T00:00:00+00:00,2012-05-10T00:00:00+00:00,HS2,CHECKME,Manually flagged by bav,
2017-05-15T00:00:00+00:00,2018-05-01T00:00:00+00:00,HS1,CHECKME,Manually flagged by bav,
