t0,t1,variable,flag,comment,URL_graphic
1997-05-22T00:00:00+00:00,1998-05-22T00:00:00+00:00,OSWR,NAN,Manually flagged by bav,

2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,ISWR,NAN,Manually flagged by bav,
2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,OSWR,NAN,Manually flagged by bav,
2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,TA1,NAN,Manually flagged by bav,
2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,TA2,NAN,Manually flagged by bav,

2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,DW1,NAN,Manually flagged by bav,
2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,DW2,NAN,Manually flagged by bav,
2011-01-01T00:00:00+00:00,2012-12-31T00:00:00+00:00,DW2,NAN,Manually flagged by bav,

2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,VW1,NAN,Manually flagged by bav,
2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,RH1,NAN,Manually flagged by bav,
2001-06-03T00:00:00+00:00,2002-05-11T00:00:00+00:00,RH2,NAN,Manually flagged by bav,

2005-02-04T00:00:00+00:00,2005-05-15T00:00:00+00:00,RH1,NAN,Manually flagged by bav,

2016-05-01T00:00:00+00:00,2017-06-01T00:00:00+00:00,OSWR,CHECKME,Manually flagged by bav,
2015-05-15T00:00:00+00:00,2016-05-15T00:00:00+00:00,TA3,CHECKME,Manually flagged by bav,
2015-05-15T00:00:00+00:00,2016-05-15T00:00:00+00:00,TA1,CHECKME,Manually flagged by bav,
2018-02-15T00:00:00+00:00,2018-05-05T00:00:00+00:00,P,CHECKME,Manually flagged by bav,

2017-08-21T00:00:00+00:00,2018-05-05T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
