t0,t1,variable,flag,comment,URL_graphic
2012-02-01T00:00:00+00:00,2013-06-01T00:00:00+00:00,TA3,CHECKME,Manually flagged by bav,
2012-02-01T00:00:00+00:00,2013-06-01T00:00:00+00:00,RH1,CHECKME,Manually flagged by bav,

1998-04-12T00:00:00+00:00,1998-11-15T00:00:00+00:00,TA3,CHECKME,manually flagged by bav,
2001-06-07T00:00:00+00:00,2001-06-08T00:00:00+00:00,TA4,CHECKME,manually flagged by bav,

2015-09-29T00:00:00+00:00,2019-07-01T00:00:00+00:00,HW1,CHECKME,manually flagged by bav,
2016-08-29T00:00:00+00:00,2019-01-01T00:00:00+00:00,HW1,CHECKME,manually flagged by bav,

2011-06-05T00:00:00+00:00, 2019-05-22T00:00:00+00:00, DW2, NAN, bav,
2013-03-14T00:00:00+00:00, 2019-05-22, DW1, NAN, bav,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/96
2013-03-14T00:00:00+00:00, , VW1, NAN, bav,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/96
2012-12-05T00:00:00+00:00, 2013-02-01T00:00:00+00:00, VW2, NAN, bav,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/96
2019-05-22T00:00:00+00:00, , DW1, NAN, bav,https://github.com/GEUS-Glaciology-and-Climate/GC-Net-level-1-data-processing/issues/96

2011-06-05T00:00:00+00:00, , TS9, NAN, bav,
2011-06-05T00:00:00+00:00, , TS10, NAN, bav,
