t0,t1,variable,flag,comment,URL_graphic
1997-05-08T17:00:00+00:00,1997-04-20T00:00:00+00:00,AirPressurehPa,CHECKME,Manually flagged by bav,
2000-09-28T08:00:00+00:00,2008-07-03T00:00:00+00:00,AirPressurehPa,CHECKME,Manually flagged by bav,
2009-05-10T23:00:00+00:00,2009-05-20T00:00:00+00:00,SnowHeight2m,CHECKME,Manually flagged by bav,
2007-04-28T23:00:00+00:00,2007-07-14T00:00:00+00:00,SnowHeight2m,CHECKME,Manually flagged by bav,
2010-05-12T19:00:00+00:00,2010-09-16T00:00:00+00:00,AirTemperature1C,CHECKME,Manually flagged by bav,
2010-05-12T19:00:00+00:00,2010-09-16T00:00:00+00:00,AirTemperature2C,CHECKME,Manually flagged by bav,
2014-05-24T10:00:00+00:00,2019-01-01T00:00:00+00:00,RelativeHumidity1Perc,CHECKME,Manually flagged by bav,
2014-05-24T10:00:00+00:00,2019-01-01T00:00:00+00:00,RelativeHumidity2Perc,CHECKME,Manually flagged by bav,
1996-01-01T10:00:00+00:00,1999-06-01T00:00:00+00:00,RelativeHumidity2Perc,CHECKME,Manually flagged by bav,
2017-05-23T00:00:00+00:00,2017-05-26T00:00:00+00:00,SnowHeight1m,CHECKME,Manually flagged by bav,
2017-05-23T00:00:00+00:00,2017-05-26T00:00:00+00:00,SnowHeight2m,CHECKME,Manually flagged by bav,
1999-05-25T00:00:00+00:00,1999-05-28T00:00:00+00:00,SnowHeight1m,CHECKME,Manually flagged by bav,
1999-05-25T00:00:00+00:00,1999-05-28T00:00:00+00:00,SnowHeight2m,CHECKME,Manually flagged by bav,
2005-05-15T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature1,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature2,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature3,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature4,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature5,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature6,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature7,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature8,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature9,CHECKME,Manually flagged by bav,
2008-06-05T00:00:00+00:00,2019-01-01T00:00:00+00:00,IceTemperature10,CHECKME,Manually flagged by bav,
1997-04-15T00:00:00+00:00,1997-06-05T00:00:00+00:00,IceTemperature7,CHECKME,Manually flagged by bav,
1997-04-15T00:00:00+00:00,1997-06-05T00:00:00+00:00,IceTemperature8,CHECKME,Manually flagged by bav,
1997-04-15T00:00:00+00:00,1997-06-05T00:00:00+00:00,IceTemperature9,CHECKME,Manually flagged by bav,
1997-04-15T00:00:00+00:00,1997-06-05T00:00:00+00:00,IceTemperature10,CHECKME,Manually flagged by bav,
2007-06-28T00:00:00+00:00,2007-07-05T00:00:00+00:00,IceTemperature4,CHECKME,Manually flagged by bav,
