t0,t1,variable,flag,comment,URL_graphic
2009-01-01T00:00:00+00:00,2017-01-01T00:00:00+00:00,P,CHECKME,Manually flagged by bav,
2017-02-01T00:00:00+00:00,2018-05-01T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,
2017-02-01T00:00:00+00:00,2018-05-09T00:00:00+00:00,TA3,CHECKME,Manually flagged by bav,
2018-05-04T00:00:00+00:00,2018-05-24T00:00:00+00:00,TA4,CHECKME,Manually flagged by bav,


2010-07-15T00:00:00+00:00,2010-12-01T00:00:00+00:00,HW1,CHECKME,Manually flagged by bav,
2010-07-15T00:00:00+00:00,2011-09-24T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
2013-02-05T00:00:00+00:00,2013-03-17T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
2017-12-26T00:00:00+00:00,2018-04-01T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
2019-01-01T00:00:00+00:00,2019-04-10T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
