t0,t1,variable,flag,comment,URL_graphic
2002-01-06T19:00:00+00:00,2002-01-07T05:00:00+00:00,TA1,CHECKME,Manually flagged by bav,
2017-12-11T00:00:00+00:00,2019-07-01T00:00:00+00:00,TA3,CHECKME,Manually flagged by bav,
2011-01-01T00:00:00+00:00,2012-05-25T00:00:00+00:00,TA4,CHECKME,Manually flagged by bav,

2011-01-01T00:00:00+00:00,2016-07-01T00:00:00+00:00,P,CHECKME,Manually flagged by bav,
2017-08-01T00:00:00+00:00,2018-12-31T00:00:00+00:00,P,CHECKME,Manually flagged by bav,
2011-01-01T00:00:00+00:00,2012-05-09T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,
2017-12-12T00:00:00+00:00,2018-05-23T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,


2009-04-01T00:00:00+00:00,2009-04-24T21:00:00+00:00,HW1,NAN,Manually flagged by bav,
2009-04-01T00:00:00+00:00,2009-04-25T01:00:00+00:00,HW2,NAN,Manually flagged by bav,

2013-09-01T00:00:00+00:00,2014-05-21T00:00:00+00:00,HW1,CHECKME,Manually flagged by bav,
2016-11-14T00:00:00+00:00,2018-07-01T00:00:00+00:00,HW1,CHECKME,Manually flagged by bav,

2015-10-10T00:00:00+00:00,2016-02-14T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
2016-09-04T00:00:00+00:00,2017-05-02T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,
2017-10-07T00:00:00+00:00,2018-05-19T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,

2017-01-01T00:00:00+00:00,2017-04-09T00:00:00+00:00,ISWR,CHECKME,Manually flagged by bav,

2022-01-01T00:00:00+00:00,,DW1,CHECKME,Manually flagged by bav,
2022-01-01T00:00:00+00:00,,DW2,CHECKME,Manually flagged by bav,

2010-01-01T00:00:00+00:00,,TS1 TS2 TS3,NAN,Manually flagged by bav,
2013-05-26T00:00:00+00:00,,^TS[^_]+$,NAN,Manually flagged by bav,

1995-01-01T00:00:00+00:00,1999-05-21T00:00:00+00:00,^TS[^_]+$,CHECKME,Manually flagged by bav,
2006-04-26T00:00:00+00:00,2007-04-28T00:00:00+00:00,^TS[^_]+$,CHECKME,Manually flagged by bav,

2002-01-01T00:00:00+00:00, ,NR, NAN, unrealisitic values (bav),

# lower boom buried, one sonic ranger at the upper boom and another one at the top of the station
2022-09-24T00:00:00+00:00, ,TA1 TA3 RH1 VW1 DW1 VW2 DW2, NAN, lower boom buried (bav),




