t0,t1,variable,flag,comment,URL_graphic
2003-01-01T00:00:00+00:00,2011-05-23T00:00:00+00:00,RH1,CHECKME,Manually flagged by bav,
2003-01-01T00:00:00+00:00,2011-05-01T00:00:00+00:00,RH2,CHECKME,Manually flagged by bav,

2011-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,TA1,CHECKME,Manually flagged by bav,
2011-01-01T00:00:00+00:00,2015-01-01T00:00:00+00:00,TA2,CHECKME,Manually flagged by bav,

2010-01-01T00:00:00+00:00, ,VW1,CHECKME,Manually flagged by bav,

2011-06-01T00:00:00+00:00, 2011-07-04T00:00:00+00:00,HW1,CHECKME,Manually flagged by bav,
2011-06-01T00:00:00+00:00, 2012-05-25T00:00:00+00:00,HW2,CHECKME,Manually flagged by bav,

