"TOA5","0","CR1000","59715","CR1000.Std.26","CPU:GOES Swiss Camp 10 m tower 2017 witot radar.CR1","55545","Table046"
"TIMESTAMP","RECORD","LoggerID","Year","Day_of_Year","Hour","sw_in_Avg","sw_ref_Avg","net_rad_Avg","tc_air_Avg","t_air1_Avg","t_air2_Avg","rh_Avg(1)","rh_Avg(2)","U_Avg(1)","U_Avg(2)","Dir_Avg(1)","Dir_Avg(2)","pressure_Avg","SD_1_Avg","SD_2_Avg","tc_air_Max","tc_air_Min","U_Max(1)","U_Max(2)","Battery"
"2017-05-21 18:00:00",23,0,2017,141,18,6.553,4.883,1.727,-3.093,-3.005,-2.353,75.93,72.99,3.045,3.551,15.5,308.2,587.6,2.146,2.132,-2.717,-3.374,3.776,4.221,15.13
"2017-05-21 19:00:00",24,0,2017,141,19,5.751,4.235,2.686,-3.183,-3.161,-2.296,76.61,72.7,2.602,3.2,22.98,285.1,587.2,2.146,2.132,-2.844,-3.429,3.182,3.887,15.02
"2017-05-21 20:00:00",25,0,2017,141,20,4.868,3.51,2.543,-3.206,-3.171,-2.434,76.64,73.63,2.507,3.276,30.77,337.7,586.7,2.147,2.134,-2.849,-3.767,2.835,3.567,14.85
"2017-05-21 21:00:00",26,0,2017,141,21,3.924,2.776,1.602,-4.399,-4.315,-3.154,80.4,75.53,2.283,3.214,296.2,325.8,586.3,2.151,2.138,-3.712,-4.941,3.09,4.273,14.68
"2017-05-21 22:00:00",27,0,2017,141,22,3.189,2.211,0.991,-4.86,-4.934,-3.848,79.63,75.66,2.281,3.407,153.4,334.8,585.7,2.155,2.141,-4.474,-5.113,3.195,4.469,14.45
"2017-05-21 23:00:00",28,0,2017,141,23,2.655,1.811,0.399,-5.15,-5.318,-4.05,80.5,75.76,2.154,3.134,25.66,118.7,585.2,2.157,2.142,-4.567,-5.55,3.188,3.757,14.31
"2017-05-22 00:00:00",29,0,2017,142,0,1.406,0.919,-2.392,-5.128,-5.318,-4.268,79.08,74.63,1.984,2.8,17.02,244.8,584.5,2.16,2.143,-4.498,-5.904,2.391,3.319,14.16
"2017-05-22 01:00:00",30,0,2017,142,1,0.652,0.423,-4.007,-6.314,-6.481,-5.177,79.56,74.62,2.08,2.774,25.3,190.5,584,2.165,2.148,-5.142,-8.14,2.711,3.469,14
"2017-05-22 02:00:00",31,0,2017,142,2,0.315,0.221,-3.532,-7.71,-8.03,-6.256,82.9,76.7,2.204,2.842,40.91,72.89,583.3,2.171,2.154,-7.117,-8.53,3.031,3.672,13.87
"2017-05-22 03:00:00",32,0,2017,142,3,0.15,0.117,-2.33,-7.392,-7.691,-6.216,83.3,77.45,1.575,2.327,41.26,21.34,582.8,2.167,2.151,-6.802,-8.06,2.104,2.947,13.75
"2017-05-22 04:00:00",33,0,2017,142,4,0.093,0.072,-1.787,-6.668,-6.972,-5.67,83.7,77.04,1.743,2.376,28.57,142.8,582.1,2.161,2.147,-5.975,-7.215,2.509,3.214,13.65
"2017-05-22 05:00:00",34,0,2017,142,5,0.083,0.066,-1.993,-7.22,-7.425,-6.653,84.8,79.35,2.61,3.219,14.73,341.6,581.6,2.163,2.15,-6.141,-8.97,3.848,4.613,13.56
"2017-05-22 06:00:00",35,0,2017,142,6,0.208,0.163,-1.942,-8.27,-8.62,-7.86,85.8,80.7,1.814,2.337,73.34,132.3,581.1,2.167,2.155,-7.66,-8.85,3.26,3.868,13.5
"2017-05-22 07:00:00",36,0,2017,142,7,0.485,0.38,-0.525,-8.24,-8.59,-7.663,94.8,88.3,1.126,1.642,145,111,580.7,2.165,2.156,-7.898,-8.87,2.012,2.28,13.54
"2017-05-22 08:00:00",37,0,2017,142,8,0.875,0.687,-0.563,-7.289,-7.537,-6.494,90.5,83.9,0.44,0.55,127.8,100.4,580.5,2.162,2.15,-6.783,-7.91,1.712,1.967,13.7
"2017-05-22 09:00:00",38,0,2017,142,9,1.166,0.914,-0.713,-6.931,-7.151,-5.895,89.1,81.8,0.417,0.47,126.7,135.2,580.1,2.161,2.148,-6.334,-7.347,1,1.202,13.91
"2017-05-22 10:00:00",39,0,2017,142,10,1.857,1.451,-0.413,-6.445,-6.533,-5.365,85.6,79.5,0.707,0.817,271.4,243.1,580,2.16,2.147,-5.86,-7.114,1.594,1.653,14.26
"2017-05-22 11:00:00",40,0,2017,142,11,2.72,2.117,0.33,-6.03,-6.097,-4.399,78.64,71.56,0.636,0.655,212.9,241.5,579.8,2.159,2.147,-4.09,-7.132,1.686,1.764,14.62
"2017-05-22 12:00:00",41,0,2017,142,12,3.636,2.823,0.118,-4.998,-5.074,-3.352,79.75,72.36,1.023,1.141,148.6,152.5,579.4,2.156,2.143,-3.689,-5.9,2.378,2.6,14.78
"2017-05-22 13:00:00",42,0,2017,142,13,4.01,3.116,0.214,-4.315,-4.438,-3.735,81,76.62,2.894,3.283,103.9,259.9,579,2.152,2.139,-3.239,-5.44,3.9,4.345,14.83
"2017-05-22 14:00:00",43,0,2017,142,14,4.32,3.374,-0.326,-3.037,-3.106,-2.24,78.43,74.17,2.242,2.585,23.64,251.7,578.6,2.148,2.134,-2.554,-3.617,3.345,3.685,14.85
"2017-05-22 15:00:00",44,0,2017,142,15,5.551,4.315,-0.001,-3.779,-3.694,-2.483,82.5,77.18,1.808,2.164,221.6,191.4,578.2,2.151,2.138,-1.468,-4.572,2.992,3.286,14.98
"2017-05-22 16:00:00",45,0,2017,142,16,6.3,4.849,1.25,-4.767,-4.739,-4.009,81.9,78.29,3.188,3.605,78.56,321.8,577.9,2.158,2.145,-4.245,-5.164,4.371,4.867,14.99
"2017-05-22 17:00:00",46,0,2017,142,17,6.084,4.674,0.905,-5.282,-5.131,-3.874,80.1,75.25,1.946,2.12,105.9,244.7,577.9,2.161,2.149,-3.397,-5.808,3.953,4.292,14.84
"2017-05-22 18:00:00",47,0,2017,142,18,5.653,4.334,1.121,-6.505,-6.473,-5.695,85.8,81.4,3.249,3.563,327.3,295,578.3,2.165,2.152,-4.781,-7.119,4.756,4.946,14.8
"2017-05-22 19:00:00",48,0,2017,142,19,5.702,4.377,0.555,-6.779,-6.728,-5.767,86.1,80.5,2.441,2.681,201.6,325.1,578.8,2.168,2.155,-6.299,-7.113,3.267,3.482,14.82
"2017-05-22 20:00:00",49,0,2017,142,20,3.744,2.876,0.111,-6.534,-6.623,-5.824,88.1,83.1,2.084,2.268,74.26,226.5,579.1,2.168,2.161,-6.195,-6.887,3.835,3.998,14.62
"2017-05-22 21:00:00",50,0,2017,142,21,2.698,2.078,0.504,-6.937,-7.147,-6.678,90,85.8,3.095,3.356,151.9,119.3,579.4,2.17,2.173,-6.596,-7.34,4.828,5.05,14.53
"2017-05-22 22:00:00",51,0,2017,142,22,1.956,1.509,0.586,-7.614,-7.826,-7.474,90.1,85.8,3.79,4.016,159.9,127,579.6,2.173,2.178,-7.06,-8.02,5.155,5.351,14.44
"2017-05-22 23:00:00",52,0,2017,142,23,1.194,0.924,0.381,-8.07,-8.35,-7.968,90.2,85.5,3.026,3.177,163.7,129.9,579.8,2.176,2.187,-7.753,-8.28,4.724,4.822,14.29
"2017-05-23 00:00:00",53,0,2017,143,0,0.698,0.54,0.109,-8.24,-8.53,-7.997,90.3,85.4,1.38,1.464,146.1,114.4,579.8,2.177,2.187,-8.05,-8.42,2.96,3.103,14.15
"2017-05-23 01:00:00",54,0,2017,143,1,0.359,0.278,-0.668,-8.44,-8.73,-8.27,90.6,85.6,1.358,1.516,72.65,43.03,579.5,2.179,2.199,-8.06,-9.31,2.391,2.535,14.01
"2017-05-23 02:00:00",55,0,2017,143,2,0.275,0.173,-1.947,-10.51,-10.78,-9.42,88.5,84.6,1.849,1.988,23.43,113.9,579.1,2.195,2.198,-9.05,-11.74,2.267,2.502,13.88
"2017-05-23 03:00:00",56,0,2017,143,3,0.202,0.153,-1.341,-10.79,-11.17,-9.14,88.2,84.3,1.377,1.739,35.23,21.99,578.8,2.197,2.197,-10.09,-11.73,1.914,2.509,13.78
"2017-05-23 04:00:00",57,0,2017,143,4,0.153,0.114,-1.422,-8.83,-9.23,-6.997,90.5,85.7,0.701,1.384,50.65,51.4,578.6,2.186,2.625,-8.13,-10.25,0.947,1.744,13.66
"2017-05-23 05:00:00",58,0,2017,143,5,0.2,0.16,-0.858,-9.13,-9.3,-7.452,89.3,84.1,1.46,2.268,55.08,41.03,578.4,2.189,2.811,-8.25,-10.1,2.385,3.783,13.59
"2017-05-23 06:00:00",59,0,2017,143,6,0.343,0.28,-0.87,-9.47,-9.83,-7.306,89.2,84,1.75,3.001,94.1,68.76,578.3,2.189,2.185,-8.72,-10.21,2.287,3.574,13.56
"2017-05-23 07:00:00",60,0,2017,143,7,0.799,0.596,-0.446,-8.53,-8.77,-7.134,88.8,80.6,2.258,3.153,100.7,68.86,578.5,2.185,2.175,-6.87,-9.87,4.397,6.109,13.64
"2017-05-23 08:00:00",61,0,2017,143,8,1.733,1.321,-0.207,-7.864,-7.994,-6.522,87.7,81.3,2.281,3.488,105.7,71.78,578.4,2.183,2.173,-6.939,-8.49,3.182,4.501,13.86
"2017-05-23 09:00:00",62,0,2017,143,9,2.711,2.183,-1.958,-6.637,-6.708,-5.056,87.1,79.65,2.408,3.838,98.8,68.64,578.4,2.178,2.168,-5.797,-7.569,3.058,4.665,14.19
"2017-05-23 10:00:00",63,0,2017,143,10,3.484,2.836,-5.44,-5.529,-5.589,-4.389,87.1,80.5,2.69,4.039,95.6,60.73,578.3,2.174,2.164,-4.953,-5.84,3.195,4.88,14.56
"2017-05-23 11:00:00",64,0,2017,143,11,4.467,3.577,-9.43,-4.397,-4.495,-3.228,86.3,79.28,1.881,3.045,83.3,55.17,578.2,2.172,2.159,-3.814,-5.048,2.829,4.24,14.67
"2017-05-23 12:00:00",65,0,2017,143,12,5.134,4.085,-14.23,-3.378,-3.557,-1.821,82.3,73.15,1.613,2.789,100.9,72.97,578.2,2.172,2.155,-2.748,-4.029,2.724,3.43,14.87
"2017-05-23 13:00:00",66,0,2017,143,13,5.824,4.602,-15.98,-2.223,-2.337,-1.154,81.2,75.39,3.627,4.561,133.5,103,578.1,2.166,2.152,-1.581,-2.889,5.357,6.429,15.27
"2017-05-23 14:00:00",67,0,2017,143,14,6.667,5.223,-14.25,-1.243,-1.291,-0.511,81,76.52,4.818,5.689,146.5,113.5,578.2,2.161,2.143,-0.674,-1.635,5.847,6.579,15.27
"2017-05-23 15:00:00",68,0,2017,143,15,7.026,5.459,-8.98,-0.439,-0.423,0.161,79.67,76.52,5.423,6.387,149.7,116.5,578.2,2.16,2.132,-0.172,-0.688,7.147,8.03,15.28
"2017-05-23 16:00:00",69,0,2017,143,16,7.133,5.416,-2.667,0.072,0.108,0.749,79.48,76.25,5.013,6.063,147.5,113.2,578.3,2.144,2.128,0.411,-0.195,6.501,7.357,15.25
"2017-05-23 17:00:00",70,0,2017,143,17,6.849,5.074,1.281,0.444,0.488,1.063,78.25,75.09,5.212,6.299,154.9,120.9,578.4,2.147,2.132,0.621,0.251,6.298,7.468,15.23
"2017-05-23 18:00:00",71,0,2017,143,18,6.466,4.676,3.423,0.591,0.597,1.332,78.39,74.79,3.345,4.19,156.5,123.5,578.5,2.148,2.13,0.735,0.52,5.325,6.468,15.11
"2017-05-23 19:00:00",72,0,2017,143,19,5.75,4.095,4.788,0.949,0.954,1.79,82.1,78.37,3.404,4.531,150,115.3,578.5,2.146,2.132,1.093,0.729,4.338,5.625,15
"2017-05-23 20:00:00",73,0,2017,143,20,4.882,3.414,4.15,0.927,0.925,1.882,82.7,78.54,3.253,4.437,145,110.9,578.6,2.145,2.132,1.082,0.635,4.155,5.285,14.86
"2017-05-23 21:00:00",74,0,2017,143,21,3.975,2.735,2.634,0.734,0.654,1.984,82.7,77.2,3.252,4.618,128.4,97.6,578.6,2.143,2.134,0.919,0.578,3.835,5.253,14.66
"2017-05-23 22:00:00",75,0,2017,143,22,3.041,2.058,1.234,0.343,0.264,1.758,83.7,77.63,2.58,3.983,124.1,91.5,578.6,2.146,2.141,0.764,0.003,3.574,4.959,14.4
"2017-05-23 23:00:00",76,0,2017,143,23,2.157,1.411,-0.583,0.015,-0.125,1.492,84.5,77.72,2.3,3.737,119.1,86.7,578.6,2.148,2.145,0.478,-0.275,3.214,4.567,14.23
"2017-05-24 00:00:00",77,0,2017,144,0,1.486,0.922,-2.501,-0.272,-0.461,1.118,84.4,77.92,1.946,3.331,117.6,81.4,578.6,2.149,2.147,0.16,-0.587,2.907,4.364,14.12
"2017-05-24 01:00:00",78,0,2017,144,1,0.73,0.454,-4.019,-0.548,-0.785,0.378,83.7,78.21,2.051,3.079,101.2,70.52,578.6,2.15,2.147,0.023,-1.213,2.888,3.855,13.97
"2017-05-24 02:00:00",79,0,2017,144,2,0.199,0.14,-3.977,-1.36,-1.62,-0.696,83.9,78.94,2.371,3.574,96.8,71,578.6,2.152,2.149,-0.397,-2.1,4.554,6.298,13.83
"2017-05-24 03:00:00",80,0,2017,144,3,0.15,0.118,-3.818,-2.222,-2.41,-1.507,80.1,74.65,4.787,6.599,108.5,76.53,578.2,2.155,2.152,-1.771,-2.609,5.749,7.239,13.72
"2017-05-24 04:00:00",81,0,2017,144,4,0.175,0.132,-3.483,-2.889,-3.152,-2.323,79.82,74.31,4.659,6.286,104.4,72.55,578.1,2.158,2.155,-2.571,-3.128,5.789,7.487,13.63
"2017-05-24 05:00:00",82,0,2017,144,5,0.197,0.155,-2.977,-2.703,-2.937,-2.196,77.48,72.09,5.743,7.57,110.6,77.07,577.9,2.157,2.154,-2.449,-2.973,6.612,8.26,13.55
"2017-05-24 06:00:00",83,0,2017,144,6,0.28,0.228,-3.992,-3.351,-3.565,-2.675,75.58,69.88,5.525,7.473,110.5,76.86,577.8,2.159,2.157,-2.794,-3.76,6.644,8.4,13.52
"2017-05-24 07:00:00",84,0,2017,144,7,0.898,0.706,-4.351,-3.199,-3.366,-2.445,73.3,68.23,5.187,6.897,110.2,77.01,577.8,2.158,2.157,-2.842,-3.471,6.945,8.59,13.6
"2017-05-24 08:00:00",85,0,2017,144,8,1.736,1.402,-3.724,-2.774,-2.87,-2.087,73.42,69.07,6.913,8.78,113.7,81.9,577.7,2.16,2.156,-2.251,-3.278,8.54,10.21,13.87
"2017-05-24 09:00:00",86,0,2017,144,9,2.557,2.059,-2.109,-1.971,-2.025,-1.376,75.84,71.91,7.326,9.14,117.8,84.4,577.6,2.165,2.153,-1.165,-2.371,8.92,10.67,14.24
"2017-05-24 10:00:00",87,0,2017,144,10,2.955,2.338,-1.611,-0.772,-0.819,-0.175,76.99,73.02,6.989,8.68,127,94.3,577.8,2.162,2.148,-0.297,-1.271,8.48,10.09,14.5
"2017-05-24 11:00:00",88,0,2017,144,11,3.84,3.012,-1.889,0.008,-0.026,0.65,77.52,73.44,6.631,8.14,132.8,101,578,2.147,2.144,0.903,-0.466,8.33,9.57,14.71
"2017-05-24 12:00:00",89,0,2017,144,12,4.771,3.732,-3.855,0.943,0.997,1.645,75.6,71.75,6.578,8.03,140.5,107,578.1,2.147,2.141,1.358,0.37,8.58,9.96,14.98
"2017-05-24 13:00:00",90,0,2017,144,13,6.202,4.767,-3.709,1.476,1.57,2.33,72.5,68.41,6.803,8.41,138,104.1,578.5,2.146,2.138,1.757,1.17,8.59,10.07,15.12
"2017-05-24 14:00:00",91,0,2017,144,14,6.48,4.885,-2.922,1.574,1.663,2.599,74.11,69.44,5.76,7.253,134.5,99.6,578.9,2.142,2.133,1.762,1.436,6.729,8.22,15
"2017-05-24 15:00:00",92,0,2017,144,15,7.118,5.229,0.446,1.865,1.973,2.818,71.86,67.41,5.822,7.242,141.7,108.7,579.1,2.142,2.129,2.141,1.436,7.187,8.87,15.23
"2017-05-24 16:00:00",93,0,2017,144,16,5.356,3.864,0.764,1.456,1.502,2.126,73.66,69.66,6.93,8.5,152.4,117.8,579.2,2.147,2.132,1.81,1.049,8.29,9.95,14.86
"2017-05-24 17:00:00",94,0,2017,144,17,5.023,3.59,2.52,1.123,1.107,1.683,75.4,71.34,7.134,8.69,155.6,123.6,579.5,2.149,2.133,1.234,0.958,8.77,10.04,15.01
"2017-05-24 18:00:00",95,0,2017,144,18,5.383,3.805,3.449,1.253,1.246,1.843,75.1,70.82,6.725,8.29,154.2,121.4,579.8,2.15,2.134,1.617,0.93,7.807,9.33,14.96
"2017-05-24 19:00:00",96,0,2017,144,19,5.621,3.925,5.17,1.376,1.406,2.077,75.59,71.24,5.734,7.119,155.9,121.8,580.1,2.154,2.134,1.62,1.162,7.33,8.77,14.96
"2017-05-24 20:00:00",97,0,2017,144,20,4.26,2.91,3.307,1.206,1.14,1.94,76.67,72.26,5.511,6.882,150.5,116,580.2,2.156,2.136,1.454,0.393,7.997,8.3,14.77
"2017-05-24 21:00:00",98,0,2017,144,21,3.146,2.174,2.131,-1.903,-1.87,-1.531,89.6,86.2,5.494,6.243,184.5,152.1,580.6,2.16,2.147,0.751,-2.931,7.526,8.17,14.53
"2017-05-24 22:00:00",99,0,2017,144,22,1.967,1.424,1.855,-2.58,-2.728,-2.479,95.4,90.5,5.959,6.506,172.9,140.3,581.1,2.161,2.15,-2.326,-2.8,6.925,7.637,14.4
"2017-05-24 23:00:00",100,0,2017,144,23,1.444,1.044,1.523,-2.481,-2.72,-2.457,96.1,90.8,6.753,7.731,170.5,137.3,581.2,2.162,2.097,-2.19,-2.691,7.827,9.3,14.3
"2017-05-25 00:00:00",101,0,2017,145,0,0.739,0.54,0.732,-2.581,-2.853,-2.643,96.4,91,7.181,8.11,174.2,140.5,581.6,2.162,2.145,-2.373,-2.786,9.25,9.31,14.13
"2017-05-25 01:00:00",102,0,2017,145,1,0.383,0.282,0.355,-2.407,-2.703,-2.408,96.6,91.2,5.938,5.841,172.4,139.1,582.2,2.161,2.172,-2.287,-2.54,8.45,8.07,13.99
"2017-05-25 02:00:00",103,0,2017,145,2,0.156,0.116,-0.011,-2.649,-2.913,-2.618,96.4,91,4.553,5.164,165,129.7,582.5,2.162,2.108,-2.376,-2.894,6.024,7.076,13.85
"2017-05-25 03:00:00",104,0,2017,145,3,0.072,0.056,-1.505,-4.03,-4.273,-3.718,95.6,89.7,2.772,3.319,129.3,96.2,582.7,2.167,2.177,-2.851,-4.862,3.678,4.253,13.74
"2017-05-25 04:00:00",105,0,2017,145,4,0.066,0.054,-1.074,-4.694,-4.943,-3.927,93.8,89.5,2.742,4.035,116.3,87.1,582.7,2.17,2.179,-4.406,-5.007,3.672,4.88,13.64
"2017-05-25 05:00:00",106,0,2017,145,5,0.111,0.083,-0.472,-4.944,-5.173,-3.977,92.3,89,2.689,3.912,125.4,92.5,582.9,2.171,2.105,-4.584,-5.188,3.325,4.828,13.56
"2017-05-25 06:00:00",107,0,2017,145,6,0.56,0.38,1.245,-5.386,-5.541,-3.972,89.2,87,2.549,3.769,121.4,90.2,583,2.174,1.979,-4.815,-5.729,3.43,4.815,13.55
"2017-05-25 07:00:00",108,0,2017,145,7,1.197,0.83,2.089,-5.457,-5.639,-4.279,85.5,82.1,3.074,4.406,111.5,86.2,583.1,2.174,2.167,-5.231,-5.737,3.535,5.116,13.64
"2017-05-25 08:00:00",109,0,2017,145,8,1.779,1.397,1.824,-5.099,-5.268,-3.973,82.3,76.93,2.892,4.377,108.2,85.2,583.3,2.173,2.164,-4.737,-5.397,3.587,5.142,13.83
"2017-05-25 09:00:00",110,0,2017,145,9,2.573,2.038,0.45,-4.378,-4.579,-3.344,79.8,75.04,2.508,3.901,111.6,82.8,583.2,2.17,2.161,-3.844,-4.814,3.175,4.769,14.1
"2017-05-25 10:00:00",111,0,2017,145,10,3.577,2.795,-0.708,-3.426,-3.567,-2.384,78.54,74.21,2.321,3.534,114.9,79.87,583.2,2.167,2.157,-2.816,-3.899,2.894,4.41,14.4
"2017-05-25 11:00:00",112,0,2017,145,11,4.509,3.472,-3.585,-2.147,-2.239,-1.32,78.01,73.89,3.229,4.283,117.5,82.7,583.2,2.162,2.152,-1.368,-2.822,4.109,5.331,14.62
"2017-05-25 12:00:00",113,0,2017,145,12,5.377,4.08,-7.686,-0.756,-0.816,0.125,77.06,73.38,3.255,4.068,120.7,86.9,583.2,2.157,2.147,-0.15,-1.362,4.181,4.88,14.91
"2017-05-25 13:00:00",114,0,2017,145,13,6.125,4.578,-5.012,0.269,0.21,1.447,76.67,73.24,2.881,3.685,124,90.2,583.3,2.154,2.143,0.684,-0.161,3.861,4.704,15.19
"2017-05-25 14:00:00",115,0,2017,145,14,6.683,4.922,-2.296,0.913,0.866,2.318,75.33,69,2.245,3.171,115,83.1,583.3,2.155,2.141,1.211,0.602,3.208,4.057,15.24
"2017-05-25 15:00:00",116,0,2017,145,15,7.003,5.087,1.496,1.41,1.406,3.072,74.98,66.31,2.374,3.382,122,89,583.3,2.149,2.14,1.683,1.171,2.855,3.789,15.25
"2017-05-25 16:00:00",117,0,2017,145,16,7.074,5.03,4.208,1.85,1.811,3.792,73.86,64.52,1.62,2.561,122.6,86.7,583,2.158,2.141,2.45,1.489,2.594,3.502,15.2
"2017-05-25 17:00:00",118,0,2017,145,17,6.908,4.808,5.112,2.496,2.517,4.806,71,62.35,1.167,1.769,123.6,89.5,582.9,2.154,2.142,2.868,2.252,2.025,2.509,15.18
"2017-05-25 18:00:00",119,0,2017,145,18,6.495,4.436,5.919,2.564,2.682,4.431,70.57,64.77,1.198,1.633,73.71,52.69,582.7,2.156,2.148,3.527,2.189,2.084,2.718,15.09
"2017-05-25 19:00:00",120,0,2017,145,19,5.804,3.937,6.487,2.866,3.085,4.601,69.58,65.09,0.97,1.166,34.13,48.79,582.6,2.161,2.151,3.435,2.31,1.699,1.953,14.98
"2017-05-25 20:00:00",121,0,2017,145,20,4.99,3.34,6.359,2.256,2.532,4.163,72.99,67.14,1.616,1.853,181.3,218.2,582.5,2.162,2.159,3.563,0.966,2.672,3.443,14.87
