"TOA5","22","CR1000","31412","CR1000.Std.18","CPU:ARGOS 2014 PET.CR1","46772","Table046"
"TIMESTAMP","RECORD","LoggerID","Year","Day_of_Year","Hour","sw_in_Avg(1)","sw_ref_Avg","net_rad_Avg","tc_air_Avg(1)","tc_air_Avg(2)","t_air_Avg(1)","t_air_Avg(2)","rh_Avg(1)","rh_Avg(2)","U_Avg(1)","U_Avg(2)"
"TS","RN","","","","","","","","","","","","","","",""
"","","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg"
"2016-03-09 15:00:00",11762,22,2016,69,15,0.35,0.291,-0.573,"NAN","NAN",-29.63,-29.62,68.83,67.81,3.879,9.6
"2016-03-09 16:00:00",11763,22,2016,69,16,0.428,0.338,-0.549,"NAN","NAN",-29.71,-29.7,69.54,68.63,4.038,9.28
"2016-03-09 17:00:00",11764,22,2016,69,17,0.456,0.347,-0.54,"NAN","NAN",-29.52,-29.52,68.69,67.73,4.478,8.79
"2016-03-09 18:00:00",11765,22,2016,69,18,0.401,0.307,-0.57,"NAN","NAN",-29.51,-29.49,68,66.89,4.04,9.39
"2016-03-09 19:00:00",11766,22,2016,69,19,0.304,0.226,-0.577,"NAN","NAN",-29.36,-29.32,67.55,66.4,4.649,8.43
"2016-03-09 20:00:00",11767,22,2016,69,20,0.176,0.125,-0.577,"NAN","NAN",-29.69,-29.64,66.79,65.48,4.863,8.48
"2016-03-09 21:00:00",11768,22,2016,69,21,0.078,0.041,-0.577,"NAN","NAN",-30.21,-30.13,68.12,66.85,4.284,9.08
"2016-03-09 22:00:00",11769,22,2016,69,22,0.044,0.007,-0.576,"NAN","NAN",-30.15,-30.07,67.28,65.87,5.104,8.26
"2016-03-09 23:00:00",11770,22,2016,69,23,0.036,0.001,-0.538,"NAN","NAN",-30.31,-30.22,67.13,65.69,4.976,8.27
"2016-03-10 00:00:00",11771,22,2016,70,0,0.034,0,-0.554,"NAN","NAN",-30.25,-30.19,68.12,66.75,4.993,8.43
"2016-03-10 01:00:00",11772,22,2016,70,1,0.035,0,-0.578,"NAN","NAN",-30.12,-30.04,67.63,66.14,4.982,8.37
"2016-03-10 02:00:00",11773,22,2016,70,2,0.035,0,-0.578,"NAN","NAN",-30.24,-30.14,68.01,66.59,5.098,8.25
"2016-03-10 03:00:00",11774,22,2016,70,3,0.035,0,-0.579,"NAN","NAN",-30.24,-30.14,67.87,66.43,5.111,8.06
