122,145,2300,.659,1.011,-2.293,-6999,-6999,-10.71,-10.58,43.17,41.93,2.209,2.392,95.2,458.8,2.123,2.409
122,146,0,.532,.795,-3.343,-24.43,-18.24,-18.59,-18.38,70.8,68.94,3.932,4.208,161,757,3.508,3.983
122,146,100,.38,.548,-10.14,-24.52,-19.52,-20.4,-20.12,70.9,68.52,4.097,4.386,155.8,757,3.508,3.996
122,146,200,.489,.384,-5.433,-24.6,-21.03,-21.34,-21.15,70.2,68.51,4.804,5.104,160.1,757,3.527,4.004
122,146,300,.291,.29,-4.154,-24.64,-22.33,-22.78,-22.58,70.9,69.32,4.225,4.511,161.6,757,3.538,4.017
122,146,400,.295,.274,-3.866,-24.71,-23.15,-23.59,-23.45,71.5,69.92,4.497,4.786,158.6,757,3.543,4.024
122,146,500,.322,.33,-4.03,-24.77,-23.56,-23.53,-23.4,71.8,70.3,5.141,5.452,153.2,757,3.543,4.022
122,146,600,.593,.465,-3.792,-24.77,-23.72,-23.38,-23.3,71.1,69.67,5.396,5.698,153.4,757,3.542,4.02
122,146,700,.856,.672,-3.037,-24.78,-23.43,-23.13,-22.94,71,68.82,5.612,5.912,152.7,757,3.54,4.017
122,146,800,1.181,.954,-2.264,-24.75,-22.94,-22.55,-22.59,68.4,67.25,5.763,6.069,150,757,3.536,4.013
122,146,900,1.577,1.304,-1.627,-24.73,-22.25,-21.71,-21.83,66.21,65.25,5.967,6.249,150.4,757,3.532,4.008
122,146,1000,2.017,1.669,-.985,-24.73,-21.16,-20.42,-20.49,64.5,63.22,6.118,6.397,150.7,757,3.523,3.997
122,146,1100,2.462,2.038,-.664,-24.68,-19.87,-19,-18.96,62.94,60.77,6.178,6.419,155.6,758,3.513,3.987
122,146,1200,2.871,2.388,-.496,-24.64,-18.36,-17.22,-17.19,61.11,58.98,5.915,6.131,156.4,758,3.501,3.972
122,146,1300,3.225,2.683,-.349,-24.27,-16.65,-15.6,-15.61,59.45,57.2,6.401,6.638,161.9,758,3.49,3.962
122,146,1400,3.487,2.893,-.487,-24.24,-15.38,-14.5,-14.47,61.25,59.09,6.382,6.624,163.7,758,3.481,3.954
