  138.21    .000    .001 -22.857
  139.00    .000    .001 -25.386
  139.03    .000    .001 -20.928
  139.06    .000    .001 -25.743
  139.09    .000    .001 -23.013
  139.12    .000    .001 -24.137
  139.15    .000    .001 -10.441
  139.18    .000    .001 -16.986
  139.21    .000    .001 -21.924
  140.00    .000    .000 -24.100
  140.03    .000    .000 -21.741
  140.06    .000    .001 -14.820
  140.09    .000    .001 -27.158
  140.12    .000    .000 -22.995
  140.15    .000    .000 -22.323
  140.18    .000    .001 -21.785
  140.21    .000    .000 -22.477
  141.00    .000    .001 -14.684
  141.03    .000    .001  -9.547
  141.06    .000    .001 -28.219
  141.09    .000    .000 -19.830
  141.12    .000    .001 -25.912
  141.15    .000    .001 -23.923
  141.18    .000    .000 -23.647
  141.21    .000    .000 -22.244
  142.00    .000    .001 -25.284
  142.03    .000    .000  -4.100
  142.06    .000    .001 -29.115
  142.09    .000    .000 -30.915
  142.12    .000    .001 -17.582
  142.15    .000    .001  -5.508
  142.18    .000    .001 -24.758
  142.21    .000    .000 -22.106
  143.00    .000    .000-109.918
  143.03    .000    .000-294.506
  143.06    .000    .000-186.615
  143.09    .000    .000-293.686
  143.12    .000    .000-293.686
  143.15    .000    .000-292.053
  143.18    .000    .000-292.868
  143.21    .000    .000-145.422
  144.00    .000    .000-292.868
  144.03    .000    .000-108.410
  144.06    .000    .000-108.659
  144.09    .000    .000-292.868
  144.12    .000    .000-292.868
  144.15    .000    .000-292.868
  144.18    .000    .000-292.868
  144.21    .000    .000-108.162
  145.00    .000    .000-144.674
  145.03    .000    .000-109.664
  145.06    .000    .000-300.308
  145.09    .000    .000-109.918
  145.12    .000    .000-264.175
  145.15    .000    .000-301.986
  145.18    .000    .000-297.807
  145.21    .000    .000-300.308
  146.00    .000    .000-316.631
  146.03    .000    .000-108.410
  146.06    .000    .000-169.822
  146.09    .000    .000-307.934
  146.12    .000    .000-175.373
  146.15    .000    .000-194.920
  146.18    .000    .000-301.146
  146.21    .000    .000-113.564
  147.00    .000    .000-119.668
  147.03    .000    .000-293.686
  147.06    .000    .000-293.686
  147.09    .000    .000-292.868
  147.12    .000    .000-152.777
  147.15    .000    .001-116.005
  147.18    .000    .000-292.868
  147.21    .000    .000-116.005
  148.00    .000    .000-224.253
  148.03    .000    .000-293.686
  148.06    .000    .000-293.686
  148.09    .000    .000-197.061
  148.12    .000    .000-233.763
  148.15    .000    .000-293.686
  148.18    .000    .000-293.686
  148.21    .000    .000-292.868
  149.00    .000    .000-292.868
  149.03    .000    .000-114.639
  149.06    .000    .000-117.957
  149.09    .000    .000-293.686
  149.12    .000    .000-292.868
  149.15    .000    .000-293.686
  149.18    .000    .000-293.686
  149.21    .000    .000-293.686
  150.00    .000    .000-293.686
  150.03    .000    .000-293.686
  150.06    .000    .000-293.686
  150.09    .000    .000-114.369
  150.12    .000    .000-293.686
  150.15    .000    .000-169.822
  150.18    .000    .001-143.931
  150.21    .000    .000-293.686
  151.00    .000    .000-293.686
  151.03    .000    .000-293.686
  151.06    .000    .000-245.739
  151.09    .000    .000-163.607
  151.12    .000    .000-194.920
  151.15    .000    .000-271.638
  151.18    .000    .000-233.763
  151.21    .000    .000-165.354
  152.00    .000    .000-180.649
  152.03    .000    .000-293.686
  152.06    .000    .000-293.686
  152.09    .000    .000-293.686
  152.12    .000    .000-293.686
  152.15    .000    .000-293.686
  152.18    .000    .000-161.881
  152.21    .000    .000-293.686
  153.00    .000    .000-293.686
  153.03    .000    .000-145.798
  153.06    .000    .000-293.686
  153.09    .000    .000-259.076
  153.12    .000    .000-187.631
  153.15    .000    .000-269.377
  153.18    .000    .000-293.686
  153.21    .000    .000-119.381
  154.00    .000    .000-261.249
  154.03    .000    .000-292.868
  154.06    .000    .000-293.686
  154.09    .000    .000-293.686
  154.12    .000    .000-293.686
  154.15    .000    .000-118.240
  154.18    .000    .000-293.686
  154.21    .000    .000-292.868
  155.00    .000    .000-252.668
  155.03    .000    .000-292.868
  155.06    .000    .000-292.868
  155.09    .000    .000-293.686
  155.12    .000    .000-147.314
  155.15    .000    .000-199.774
  155.18    .000    .000-293.686
  155.21    .000    .000-293.686
  156.00    .000    .000-293.686
  156.03    .000    .000-293.686
  156.06    .000    .000-293.686
  156.09    .000    .000-293.686
  156.12    .000    .000-179.192
  156.15    .000    .000-274.682
  156.18    .000    .000-115.183
  156.21    .000    .000-116.281
  157.00    .000    .000-187.122
  157.03    .000    .000-120.538
  157.06    .000    .000-293.686
  157.09    .000    .000-293.686
  157.12    .000    .000-183.604
  157.15    .000    .000-293.686
  157.18    .000    .000-239.008
  157.21    .000    .000-116.558
  158.00    .000    .000-189.166
  158.03    .000    .000-292.868
  158.06    .000    .000-259.076
  158.09    .000    .000-279.314
  158.12    .000    .000-293.686
  158.15    .000    .000-172.572
  158.18    .000    .000-294.506
  158.21    .000    .000-292.868
  159.00    .000    .000-292.868
  159.03    .000    .000-292.868
  159.06    .000    .000-115.456
  159.09    .000    .000-115.456
  159.12    .000    .000-157.663
  159.15    .000    .000-293.686
  159.18    .000    .000-293.686
  159.21    .000    .000-116.005
  160.00    .000    .000-292.868
  160.03    .000    .000-293.686
  160.06    .000    .000-282.446
  160.09    .000    .000-270.882
  160.12    .000    .000-204.763
  160.15    .000    .000-164.915
  160.18    .000    .000-158.496
  160.21    .000    .000-136.766
  161.00    .000    .000-292.868
  161.03    .000    .000-292.868
  161.06    .000    .000-265.651
  161.09    .000    .000-293.686
  161.12    .000    .000-293.686
  161.15    .000    .000-293.686
  161.18    .000    .000-293.686
  161.21    .000    .000-213.384
  162.00    .000    .000-293.686
  162.03    .000    .000-116.558
  162.06    .000    .000-293.686
  162.09    .000    .000-223.634
  162.12    .000    .000-293.686
  162.15    .000    .000-293.686
  162.18    .000    .000-293.686
  162.21    .000    .000-293.686
  163.00    .000    .000-131.042
  163.03    .000    .000-293.686
  163.06    .000    .000-233.763
  163.09    .000    .000-215.749
  163.12    .000    .000-293.686
  163.15    .000    .000-116.836
  163.18    .000    .000-293.686
  163.21    .000    .000-116.836
  164.00    .000    .000-115.183
  164.03    .000    .000-293.686
  164.06    .000    .000-189.681
  164.09    .000    .000-173.966
  164.12    .000    .000-293.686
  164.15    .000    .000-135.048
  164.18    .000    .000-257.637
  164.21    .000    .000-293.686
  165.00    .000    .000-292.868
  165.03    .000    .000-125.329
  165.06    .000    .000-193.860
  165.09    .000    .001-293.686
  165.12    .000    .000-293.686
  165.15    .000    .000-293.686
  165.18    .000    .000-293.686
  165.21    .000    .000-293.686
  166.00    .000    .000-119.381
  166.03    .000    .000-293.686
  166.06    .000    .000-294.506
  166.09    .000    .000-293.686
  166.12    .000    .000-159.755
  166.15    .000    .000-165.795
  166.18    .000    .000-168.018
  166.21    .000    .000-293.686
  167.00    .000    .000-293.686
  167.03    .000    .000-235.063
  167.06    .000    .000-177.271
  167.09    .000    .000-293.686
  167.12    .000    .000-198.141
  167.15    .000    .000-293.686
  167.18    .000    .000-292.868
  167.21    .000    .000-292.868
  168.00    .000    .000-293.686
  168.03    .000    .000-280.876
  168.06    .000    .000-293.686
  168.09    .000    .000-283.234
  168.12    .000    .000-186.109
  168.15    .000    .000-293.686
  168.18    .000    .000-293.686
  168.21    .000    .000-213.384
  169.00    .000    .000-122.900
  169.03    .000    .000-293.686
  169.06    .000    .000-293.686
  169.09    .000    .000-118.808
  169.12    .000    .000-293.686
  169.15    .000    .000-293.686
  169.18    .000    .000-163.173
  169.21    .000    .000-293.686
  170.00    .000    .000-293.686
  170.03    .000    .000-129.098
  170.06    .000    .000-161.027
  170.09    .000    .000-293.686
  170.12    .000    .000-293.686
  170.15    .000    .000-293.686
  170.18    .000    .000-114.369
  170.21    .000    .000-292.868
  171.00    .000    .000-292.868
  171.03    .000    .000-293.686
  171.06    .000    .000-220.565
  171.09    .000    .000-293.686
  171.12    .000    .000-141.369
  171.15    .000    .000-293.686
  171.18    .000    .000-293.686
  171.21    .000    .000-174.434
  172.00    .000    .000-236.370
  172.03    .000    .000-293.686
  172.06    .000    .000-262.708
  172.09    .000    .000-292.053
  172.12    .000    .000-293.686
  172.15    .000    .000-162.310
  172.18    .000    .000-228.639
  172.21    .000    .000-205.890
  173.00   1.134  12.570-237.685
  173.03    .000    .000-294.506
  173.06    .000    .000-256.207
  173.09    .000    .001-294.506
  173.12    .000    .000-294.506
  173.15    .000    .000-179.676
  173.18    .000    .000-296.152
  173.21    .000    .000-296.152
  174.00    .000    .000-155.196
  174.03    .000    .000-282.446
  174.06    .000    .000-213.973
  174.09    .000    .000-294.506
  174.12    .000    .000-294.506
  174.15    .000    .000-212.212
  174.18    .000    .000-296.152
  174.21    .000    .000-301.146
  175.00    .000    .000-273.918
  175.03    .000    .000-135.048
  175.06    .000    .000-201.975
  175.09    .000    .000-295.327
  175.12    .000    .000-161.027
  175.15    .039    .692-299.472
  175.18   2.093   7.010-312.253
  175.21   6.860   7.930-301.986
  176.00   7.770   8.510-266.392
  176.03   7.310   8.060-305.371
  176.06   3.287   8.840-277.762
  176.09    .000    .000-195.453
  176.12    .000    .000-207.024
  176.15    .000    .000-238.346
  176.18    .000    .000-335.685
  176.21    .000    .000-187.631
  177.00    .000    .000-304.521
  177.03    .000    .000-304.521
  177.06    .000    .000-288.815
  177.09    .000    .000-288.011
  177.12    .000    .000-207.593
  177.15    .000    .000-264.175
  177.18    .000    .000-315.751
  177.21    .000    .000-323.762
  178.00    .000    .000-283.234
  178.03    .000    .000-130.389
  178.06    .000    .000-298.638
  178.09    .000    .000-302.829
  178.12    .000    .000-313.997
  178.15    .000    .000-319.287
  178.18    .000    .000-326.477
  178.21    .000    .000-159.755
  179.00    .000    .000-245.057
  179.03    .000    .000-192.806
  179.06    .000    .000-296.152
  179.09    .000    .000-231.827
  179.12    .000    .000-296.978
  179.15    .000    .000-221.175
  179.18    .000    .000-326.477
  179.21    .000    .000-226.121
  180.00    .000    .000-310.518
  180.03    .000    .000-189.681
  180.06    .000    .000-167.570
  180.09    .000    .000-194.920
  180.12    .000    .000-206.456
  180.15    .000    .000-144.674
  180.18    .000    .000-305.371
  180.21    .000    .000-173.500
  181.00    .000    .000-222.401
  181.03    .000    .000-309.654
  181.06    .000    .000-307.077
  181.09    .000    .000-305.371
  181.12    .000    .000-182.613
  181.15    .000    .000-148.079
  181.18    .000    .000-313.997
  181.21    .000    .000-317.514
  182.00    .000    .000-195.987
  182.03    .000    .000-307.934
  182.06    .000    .000-288.011
  182.09    .000    .000-289.621
  182.12    .000    .000-284.818
  182.15    .000    .000-288.011
  182.18    .295   5.119-286.410
  182.21   4.848   9.160-121.416
  183.00   7.550   9.140 -46.272
  183.03   4.100   5.808-286.410
  183.06   4.079   5.127-284.818
  183.09   3.847   4.466-284.818
  183.12   3.766   4.303 -59.205
  183.15   2.559   4.147-284.818
  183.18    .281    .781-286.410
  183.21   1.535   3.286-283.234
  184.00   2.570   3.862-284.818
  184.03   1.829   2.788 -41.913
  184.06   1.868   2.326-262.708
  184.09   2.356   2.670 -30.930
  184.12   2.824   3.228-265.651
  184.15   2.240   2.819 -77.230
  184.18   2.196   2.972-262.708
  184.21   1.406   2.472 -33.928
  185.00   3.313   4.466-258.355
  185.03   2.325   4.061-269.377
  185.06    .000    .000-280.094
  185.09    .334   3.705-276.988
  185.12   4.577   5.762-281.660
  185.15   3.364   4.262-280.876
  185.18   2.623   3.520-283.234
  185.21   2.706   3.428-284.818
  186.00   2.596   3.311 -33.391
  186.03   2.406   2.791 -48.476
  186.06   3.773   4.661-173.500
  186.09   6.346   6.954-141.369
  186.12   6.027   7.190-272.396
  186.15   3.897   4.876-269.377
  186.18   2.206   2.882-271.638
  186.21   2.342   3.252-263.440
  187.00   3.475   5.405 -57.416
  187.03   4.983   5.727-255.495
  187.06   6.458   7.780-254.785
  187.09   8.360   9.850 -52.259
  187.12   9.800  10.420 -51.787
  187.15   9.390  10.630-284.818
  187.18   9.490  10.090-285.613
  187.21   9.080   9.830 -87.041
  188.00  10.010  10.700-181.138
  188.03  12.000  13.650-287.209
  188.06   5.905  13.370-288.815
  188.09    .000    .001-283.234
  188.12   3.791  13.720-113.298
  188.15  12.660  14.320-117.394
  188.18   9.940  10.890-271.638
  188.21   7.650   8.790 -69.190
  189.00   6.334   7.700-242.349
  189.03   5.616   6.247-247.109
  189.06   6.187   6.957-215.155
  189.09   5.444   6.234 -29.674
  189.12   4.923   6.120-225.497
  189.15   6.158   6.530-254.785
  189.18   5.897   6.863-273.156
  189.21   4.193   4.684-265.651
  190.00   3.656   4.154 -41.408
  190.03   4.212   4.809 -53.726
  190.06   5.079   5.461-262.708
  190.09   5.478   6.053 -35.846
  190.12   3.739   5.059-273.918
  190.15   2.864   3.265-272.396
  190.18   4.008   4.953-261.977
  190.21   3.586   4.430-267.880
  191.00   2.986   3.658 -22.683
  191.03   2.218   2.702-264.912
  191.06    .351   1.829-227.376
  191.09    .378   2.243-229.908
  191.12   1.946   2.587-241.007
  191.15   2.083   2.516 -14.798
  191.18   2.457   3.076-226.748
  191.21   3.384   4.551-238.346
  192.00   4.416   4.972-306.223
  192.03   4.248   4.641-216.345
  192.06   5.258   6.494-208.165
  192.09   5.983   6.814 448.335
  192.12   7.320   8.080 -57.933
  192.15   7.220   8.320 -43.089
  192.18   5.710   6.852 -21.194
  192.21   6.045   6.966-109.160
  193.00   7.560   9.250-156.013
  193.03   7.230   8.780-154.385
  193.06   5.019   6.578 744.966
  193.09   2.423   3.633-155.604
  193.12    .400   2.424 662.318
  193.15   2.514   3.581-157.248
  193.18   2.715   3.612-161.881
  193.21    .692   1.788 874.085
  194.00   1.304   2.154-159.334
  194.03   1.399   3.051 719.144
  194.06   2.804   4.113-174.434
  194.09   6.188   8.290 575.727
  194.12   7.680   8.800 694.053
  194.15   4.681   6.658 -32.300
  194.18   2.768   3.925-188.141
  194.21   1.506   2.120 602.372
  195.00   2.488   3.201-185.605
  195.03   4.427   5.986 449.672
  195.06   5.922   6.147 456.406
  195.09   6.750   7.310-191.758
  195.12   6.526   7.180-200.871
  195.15   5.039   5.728-114.639
  195.18   4.565   5.211 617.794
  195.21   4.272   4.652 637.075
  196.00   5.310   6.029-199.774
  196.03   6.527   7.290  51.493
  196.06   6.938   7.540-211.628
  196.09   6.317   6.798-211.047
  196.12   5.896   6.659-203.642
  196.15   4.587   5.374-203.085
  196.18   3.794   4.479 475.696
  196.21   1.907   3.418  13.072
  197.00   3.426   4.815-203.085
  197.03   3.013   4.321-205.326
  197.06   1.240   1.852-205.890
  197.09   2.954   4.367-208.165
  197.12   4.422   5.198 -29.191
  197.15   4.297   4.839-185.102
  197.18   4.226   4.826-212.212
  197.21   2.304   2.990-213.973
  198.00   1.933   2.736-213.384
  198.03   3.141   4.208-214.563
  198.06   3.736   4.344-217.542
  198.09   4.349   4.715-219.957
  198.12   4.354   5.358-223.016
  198.15   3.441   4.124 292.105
  198.18   3.983   4.329 312.525
  198.21   3.885   4.335-217.542
  199.00   4.565   5.957 -47.141
  199.03   4.541   5.019-221.175
  199.06   4.826   5.414 194.128
  199.09   4.172   5.012-231.186
  199.12   4.369   5.220-233.763
  199.15   3.924   5.648 -41.169
  199.18   2.851   3.314-227.376
  199.21   3.471   3.922-225.497
  200.00   4.414   5.333 226.138
  200.03   6.040   6.607-227.376
  200.06   5.776   6.492 133.384
  200.09   6.428   6.944-231.186
  200.12   4.936   5.896-234.412
  200.15   3.252   4.027 174.427
  200.18   1.837   2.356-230.546
  200.21   1.447   1.698-229.273
  201.00   2.004   3.577 214.051
  201.03   5.090   6.379-253.371
  201.06   7.310   8.090-239.673
  201.09   8.540   9.110 -12.398
  201.12   8.330   8.830 -33.084
  201.15   5.869   7.100-243.699
  201.18   4.542   5.268-241.677
  201.21   3.237   3.709-237.685
  202.00   3.704   4.364-153.579
  202.03   3.565   4.644  66.427
  202.06   2.635   4.357  31.227
  202.09   6.737   7.630-254.077
  202.12   6.573   8.240-247.797
  202.15   4.914   5.581-245.739
  202.18   3.236   3.986-242.349
  202.21   2.713   3.333-236.370
  203.00   2.245   2.703 211.843
  203.03   2.595   4.135  79.662
  203.06   1.492   2.284-245.057
  203.09   2.366   2.923-249.872
  203.12   1.942   3.166-246.423
  203.15    .910   1.898-242.349
  203.18   1.498   2.251-237.027
  203.21   2.302   3.029 285.541
  204.00   2.659   3.242-237.027
  204.03   4.087   5.078-249.178
  204.06   5.279   5.906-243.699
  204.09   6.508   7.560-247.109
  204.12   6.232   7.170 -73.114
  204.15   6.480   6.846 108.071
  204.18   4.261   6.115-253.371
  204.21   3.018   3.503-251.966
  205.00   4.932   5.954 -32.276
  205.03   7.090   7.610-259.076
  205.06   7.920   8.750-256.207
  205.09   8.120   8.940  13.990
  205.12   7.190   7.750-256.921
  205.15   5.620   6.900-265.651
  205.18   4.043   5.613 -38.240
  205.21   3.105   3.815-256.207
  206.00   3.755   4.683-259.076
  206.03   4.515   5.587-261.249
  206.06   5.221   6.842  58.807
  206.09   7.090   7.620 -56.808
  206.12   7.510   8.000-261.249
  206.15   6.694   7.500-189.166
