  162.18   5.407   5.579  -4.399
  162.21   4.342   5.469  -5.331
  163.00   4.659   4.976  -7.320
  163.03   5.588   6.439 -12.426
  163.06   6.704   8.230 -13.088
  163.09   6.677   8.330 -11.104
  163.12   5.274   5.977  -7.317
  163.15   3.238   4.536  -1.575
  163.18    .933   1.547  -1.133
  163.21   2.532   3.696  -4.560
  164.00   2.712   3.461  -7.266
  164.03   3.700   4.452  -9.147
  164.06   4.164   4.528  -7.817
  164.09   4.542   5.014  -7.417
  164.12   3.804   5.008  -5.893
  164.15   2.756   3.760  -1.667
  164.18   2.397   3.444  -3.854
  164.21   3.200   4.383  -6.180
  165.00   5.898   8.160 -10.144
  165.03   9.590  10.360 -10.685
  165.06  11.910  13.500 -10.326
  165.09  14.070  15.040  -8.454
  165.12  13.870  14.560  -6.025
  165.15  12.300  13.780  -2.840
  165.18  10.580  11.680    .264
  165.21  10.720  12.030    .734
  166.00  12.950  13.710    .148
  166.03  11.790  13.440    .882
  166.06  11.380  12.750    .517
  166.09  12.350  12.940    .684
  166.12  10.040  12.670    .488
  166.15   6.452   7.830    .283
  166.18   5.068   5.862  -1.803
  166.21   6.797   8.050  -4.717
  167.00   6.781   7.770  -6.150
  167.03   3.977   5.809  -5.536
  167.06   4.730   5.608  -3.984
  167.09   6.926   7.800  -3.984
  167.12   6.687   9.060  -2.165
  167.15   9.060  10.180  -2.406
  167.18   7.600   9.700  -4.604
  167.21   2.064   5.881  -2.406
  168.00   4.499   7.300  -3.405
  168.03   5.390   7.180  -3.466
  168.06   2.575   5.068  -6.096
  168.09   2.060   2.845  -4.126
  168.12   1.056   2.671  -2.971
  168.15   2.102   3.326  -1.207
  168.18   1.876   3.808  -3.380
  168.21   3.211   4.230  -3.841
  169.00   3.856   4.663  -3.898
  169.03   4.468   5.202  -8.862
  169.06   4.681   5.520  -9.100
  169.09   5.397   6.169  -5.237
  169.12   6.439   7.130  -3.669
  169.15   6.452   6.873  -1.179
  169.18   2.060   6.592   -.646
  169.21    .000    .000   -.834
  170.00    .000    .000  -3.267
  170.03   6.178   7.170  -6.464
  170.06   8.290   9.080  -7.539
  170.09   8.370   9.130  -6.749
  170.12   8.710   9.350  -4.126
  170.15   8.400   8.990  -1.767
  170.18   4.734   7.840   -.806
  170.21    .000    .000    .264
  171.00    .098   1.764  -3.898
  171.03   5.605   6.606  -6.724
  171.06   6.768   7.330  -8.452
  171.09   7.340   8.030  -6.852
  171.12   7.170   7.930  -3.120
  171.15   3.727   6.737  -2.138
  171.18    .000    .000  -1.767
  171.21    .000    .000  -1.831
  172.00    .000    .002  -1.520
  172.03   1.882   2.736  -3.146
  172.06   3.015   4.056  -2.012
  172.09   3.538   4.307  -3.319
  172.12   3.351   4.165  -2.822
  172.15   4.226   4.933  -4.853
  172.18   3.816   4.320  -4.351
  172.21   3.531   4.002  -4.126
  173.00   2.245   3.395  -6.254
  173.03   1.911   3.925  -5.724
  173.06   2.219   3.284  -5.963
  173.09   4.247   5.639  -6.412
  173.12   5.534   6.957  -5.182
  173.15   7.580   8.960  -5.045
  173.18   9.300  10.250  -2.734
  173.21   5.720   7.240  -3.345
  174.00   6.649   7.330  -6.568
  174.03   8.410   9.370  -9.029
  174.06   9.270  10.230  -7.789
  174.09  10.030  10.590  -5.073
  174.12  11.550  12.720  -5.045
  174.15  11.210  12.480  -2.699
  174.18   9.470  10.040   -.927
  174.21   9.560   9.920   -.256
  175.00   7.600   9.030  -1.086
  175.03   6.022   6.576  -1.428
  175.06   7.670   9.150  -1.299
  175.09   7.310   8.290   -.740
  175.12   4.435   7.530   -.161
  175.15    .000    .001   -.740
  175.18    .000    .001    .099
  175.21    .000    .001   -.513
  176.00    .000    .001    .586
  176.03    .004    .046    .724
