day_of_year,hour,r1,r2,r3,NR
352,1500,.004,.005,.004,-4.614
352,1600,.004,.007,.005,-4.641
352,1700,.003,.001,.003,-4.603
352,1800,0,0,.002,-4.524
352,1900,0,0,0,-4.491
352,2000,0,0,0,-4.483
352,2100,0,0,0,-4.45
352,2200,0,0,0,-4.456
352,2300,0,0,0,-4.416
353,0,0,0,0,-4.363
353,100,0,0,0,-4.427
353,200,0,0,.001,-4.214
353,300,0,0,.002,-3.954
353,400,0,0,.001,-3.891
353,500,0,0,0,-3.909
353,600,0,0,0,-3.931
353,700,0,0,0,-3.931
353,800,0,0,0,-3.821
353,900,0,0,0,-1.663
353,1000,0,0,.002,-1.018
353,1100,0,0,0,-2.032
353,1200,0,0,0,-1.409
353,1300,0,0,0,-.005
353,1400,0,.001,.002,.157
353,1500,.003,.003,.005,.203
353,1600,.004,.003,.006,.196
353,1700,0,.003,.003,.092
353,1800,0,.002,.002,.402
353,1900,0,.002,0,.275
353,2000,0,.002,0,.149
353,2100,0,.002,0,-2.145
353,2200,0,.002,0,-2.502
353,2300,0,0,0,-1.061
354,0,0,0,0,-.825
354,100,0,0,0,-1.681
354,200,0,0,0,-1.586
354,300,0,0,0,-1.312
354,400,0,0,0,-1.15
354,500,-.002,0,0,-1.021
354,600,-.002,.002,0,-.992
354,700,-.002,.002,0,-.905
354,800,-.001,0,0,-.903
354,900,-.002,0,0,-.916
354,1000,-.001,.001,0,-.935
354,1100,-.001,.002,0,-1.038
354,1200,-.002,.003,0,-1.222
354,1300,.001,.003,0,-1.462
354,1400,.007,.007,.006,-1.745
354,1500,.024,.024,.02,-1.961
354,1600,.029,.03,.025,-2.153
354,1700,.012,.013,.011,-2.24
354,1800,.002,.002,.002,-2.207
354,1900,0,0,0,-2.211
354,2000,-.002,0,0,-2.058
354,2100,-.001,0,0,-2.088
354,2200,-.001,0,0,-2.258
354,2300,-.001,0,0,-2.751
355,0,-.001,.001,0,-2.57
355,100,0,.001,0,-2.833
355,200,0,0,0,-3.124
355,300,0,0,0,-2.921
355,400,0,0,0,-2.992
355,500,0,0,0,-2.788
355,600,0,0,0,-2.655
355,700,0,0,0,-2.625
355,800,0,0,0,-2.235
355,900,0,0,0,-1.624
355,1000,0,0,0,-.765
355,1100,0,0,0,-.669
355,1200,0,0,0,-1.054
355,1300,0,0,0,-1.847
355,1400,.002,0,0,-2.874
355,1500,.005,.007,.006,-2.731
355,1600,.009,.007,.009,-3.06
355,1700,.004,.005,.004,-3.018
355,1800,0,0,0,.867
355,1900,0,0,0,.871
355,2000,0,0,.001,.64
355,2100,0,0,0,.608
355,2200,0,0,0,.466
355,2300,0,0,0,.018
356,0,0,0,0,.516
356,100,0,0,0,-.056
356,200,0,0,0,-.349
356,300,0,0,0,-1.154
356,400,0,0,0,-1.178
356,500,0,0,0,-1.287
356,600,0,0,0,-.909
356,700,0,0,0,-.792
356,800,0,0,0,-.666
356,900,0,0,.001,-.344
356,1000,0,0,0,-.219
356,1100,0,0,0,.11
356,1200,0,0,0,-.104
356,1300,0,0,0,-.092
356,1400,0,.002,.002,-.401
356,1500,.001,.003,.002,-.936
356,1600,.003,.003,.004,-.859
356,1700,0,.003,.003,-.365
356,1800,0,.003,.003,-1.545
356,1900,0,.003,0,-.657
356,2000,0,.002,0,-.603
356,2100,0,.002,0,-1.824
356,2200,0,.001,0,-2.871
356,2300,0,.001,0,-2.387
357,0,0,.001,.002,-1.093
357,100,0,.002,0,-1.18
357,200,0,.002,.002,-1.458
357,300,0,.002,.002,.18
357,400,0,.002,0,.165
357,500,0,.001,0,.173
357,600,0,.002,0,.01
357,700,0,.003,0,-.183
357,800,0,.002,0,-.922
357,900,0,.002,0,-.854
357,1000,0,.002,0,-.11
357,1100,0,.002,0,-.166
357,1200,0,0,0,-.155
357,1300,0,0,0,-.194
357,1400,0,.003,0,-.214
357,1500,.003,.003,.004,-.22
357,1600,.004,.003,.004,-.191
357,1700,0,.003,0,-.409
357,1800,0,.001,0,-.463
357,1900,0,.002,0,-.555
357,2000,0,0,0,-.433
357,2100,0,0,0,-1.476
357,2200,0,0,0,.092
357,2300,0,0,.002,.183
358,0,0,0,.003,.01
358,100,0,0,0,.02
358,200,0,0,0,.034
358,300,0,0,0,0
358,400,0,0,0,-.3
358,500,0,0,0,-.642
358,600,0,0,0,-.821
358,700,0,0,0,-.955
358,800,0,0,0,-1.57
358,900,0,0,.001,-1.115
358,1000,0,0,0,-1.267
358,1100,0,0,0,-1.011
358,1200,0,0,0,-1.794
358,1300,0,0,0,-2.439
358,1400,0,0,.002,-.989
358,1500,.006,.007,.006,-2.71
358,1600,.005,.006,.006,-.923
358,1700,0,.002,.002,.068
358,1800,0,.001,0,-.445
358,1900,0,.002,.002,-1.273
358,2000,0,.002,0,-2.829
358,2100,0,.002,0,-1.811
358,2200,0,.002,0,-1.89
358,2300,0,.002,.001,-1.596
359,0,0,.002,.002,-1.96
359,100,0,.002,.002,-2.083
359,200,0,.003,.001,-1.189
359,300,0,.003,0,-.993
359,400,0,.002,0,-.77
359,500,0,.002,0,-.744
359,600,0,.002,0,-.704
359,700,0,.001,0,-1.143
359,800,0,0,0,-.666
359,900,0,0,.002,-.508
359,1000,0,0,0,-.587
359,1100,0,0,0,-.695
359,1200,0,0,0,-.712
359,1300,0,.001,0,-.896
359,1400,0,.003,0,-.749
359,1500,0,.004,.003,-.745
359,1600,.003,.004,.004,-.738
359,1700,0,.003,.002,-.736
359,1800,0,0,0,-.431
359,1900,0,0,0,-.34
359,2000,0,0,0,-.242
359,2100,0,0,0,-.233
359,2200,0,0,0,-.248
359,2300,0,0,0,-.732
360,0,0,0,0,-.35
360,100,0,0,0,-.397
360,200,0,0,.001,.026
360,300,0,0,.001,-.059
360,400,0,0,0,-.264
360,500,0,0,.001,-.359
360,600,0,0,0,-.255
360,700,0,0,0,-.111
360,800,0,0,0,-.161
360,900,0,0,0,-.41
360,1000,0,.002,0,-.202
360,1100,0,.002,0,.014
360,1200,0,.002,0,.112
360,1300,0,.002,.002,.094
360,1400,0,.003,.001,-.073
360,1500,.003,.003,.003,-.336
360,1600,.004,.003,.005,-.061
360,1700,.001,.003,.003,.032
360,1800,0,.002,0,-.052
360,1900,0,.002,0,-.095
360,2000,0,.002,0,-.267
360,2100,0,.002,0,-.253
360,2200,0,.001,.001,-.548
360,2300,0,.001,0,-1.055
361,0,0,.001,0,-1.513
361,100,0,.001,0,-1.065
361,200,0,0,0,-.951
361,300,0,0,0,-1.328
361,400,0,.002,0,-.993
361,500,0,.002,0,-.309
361,600,0,.002,.002,-.198
361,700,0,0,0,-.515
361,800,0,0,.001,-.5
361,900,0,0,0,-.735
361,1000,0,0,0,-.912
361,1100,0,0,.002,-.792
361,1200,0,0,.001,-.44
361,1300,0,0,.002,-.294
361,1400,0,0,.002,-.341
361,1500,.003,.004,.003,-.323
361,1600,.006,.005,.005,-.22
361,1700,0,.002,.002,-.146
361,1800,0,0,0,-.249
361,1900,0,0,0,-.317
361,2000,0,0,0,-.236
361,2100,0,0,0,-.324
361,2200,0,0,0,-.415
361,2300,0,0,0,-.349
362,0,0,0,0,-.493
362,100,0,0,0,-1.055
362,200,0,0,0,-.876
362,300,0,0,.001,-1.058
362,400,0,0,0,-.963
362,500,0,0,0,-1.041
362,600,0,0,0,-1.528
362,700,0,0,0,-1.556
362,800,0,0,0,-1.825
362,900,0,0,0,-2.626
362,1000,0,0,0,-2.975
362,1100,0,.001,0,-1.658
362,1200,0,.001,0,-1.709
362,1300,0,0,0,-2.168
362,1400,0,.001,.002,-2.322
362,1500,.003,.004,.004,-2.619
362,1600,.007,.007,.006,-2.821
362,1700,.002,.003,.003,-2.82
362,1800,0,0,0,-3.483
362,1900,0,0,0,-4.029
362,2000,0,0,0,-4.055
362,2100,0,0,0,-4.041
362,2200,0,0,0,-4.809
362,2300,0,0,0,-4.991
363,0,0,0,0,-4.867
363,100,0,0,0,-2.25
363,200,0,0,0,.062
363,300,0,0,0,-.03
363,400,0,.001,0,-1.398
363,500,0,0,0,-2.874
363,600,0,0,0,-2.143
363,700,0,0,0,-1.157
363,800,0,0,0,-2.844
363,900,0,0,0,-.821
363,1000,0,0,.001,-.952
363,1100,0,0,0,-1.475
363,1200,0,0,0,-3.126
363,1300,0,0,0,-3.35
363,1400,0,0,0,-3.813
363,1500,.003,.003,.004,-3.398
363,1600,.004,.004,.005,-2.417
363,1700,.001,.003,.002,-.782
363,1800,0,.003,0,-.46
363,1900,0,0,.002,-.511
363,2000,0,0,.001,-.957
363,2100,0,0,0,-.573
363,2200,0,0,.002,-.839
363,2300,0,0,.001,-.682
364,0,0,0,0,-.22
364,100,0,0,0,-1.644
364,200,0,0,0,-2.492
364,300,0,0,0,-2.181
364,400,0,0,0,-1.626
364,500,0,0,.001,-.806
364,600,0,0,0,-.333
364,700,0,0,0,-.183
364,800,0,0,0,-.072
364,900,0,0,.001,-.075
364,1000,0,0,0,.008
364,1100,0,0,0,-.003
364,1200,0,0,0,-.023
364,1300,0,0,.001,-.037
364,1400,0,0,.002,.011
364,1500,0,.003,.003,-.098
364,1600,.004,.004,.004,-.052
364,1700,0,.002,.003,-.031
364,1800,0,.002,0,-.048
364,1900,0,.002,0,-.046
364,2000,0,0,0,-.034
364,2100,0,.002,0,.055
364,2200,0,.002,0,.034
364,2300,0,.002,0,.048
365,0,0,.001,.002,.097
365,100,0,0,.001,.043
365,200,0,0,0,.021
365,300,0,0,.001,.072
365,400,0,0,.001,.008
365,500,0,0,.003,-.067
365,600,0,0,0,-.05
365,700,0,0,0,-.024
365,800,0,0,0,-.023
365,900,0,0,0,.032
365,1000,0,0,0,.029
365,1100,0,0,.002,-.032
365,1200,0,0,.001,-.037
365,1300,0,0,0,-.044
365,1400,0,0,0,-.102
365,1500,.001,.003,.002,-.113
365,1600,.003,.005,.005,-.104
365,1700,0,0,.001,-.08
365,1800,0,0,0,-.099
365,1900,0,0,0,-.088
365,2000,0,0,.002,-.206
365,2100,0,0,0,-.472
365,2200,0,0,0,-.622
365,2300,0,0,0,-.592
1,0,0,0,.001,-.477
1,100,0,0,.002,-.301
1,200,0,0,0,-.223
1,300,0,0,0,-.305
1,400,0,0,0,-.579
1,500,0,0,0,-.784
1,600,0,0,0,-1.491
1,700,0,0,.002,-1.896
1,800,0,0,0,-2.645
1,900,0,0,0,-3.387
1,1000,0,0,0,-3.941
1,1100,0,0,0,-4.3
1,1200,0,.002,0,-4.483
1,1300,0,.002,0,-4.759
1,1400,.001,.003,.002,-5.111
1,1500,.011,.012,.012,-5.231
1,1600,.014,.016,.015,-5.192
1,1700,.007,.008,.008,-5.158
1,1800,0,.002,.001,-5.318
1,1900,0,0,0,-5.28
1,2000,0,0,0,-5.064
1,2100,0,0,.001,-5.047
1,2200,0,0,0,-5.021
1,2300,0,0,0,-4.939
2,0,0,0,0,-4.849
2,100,0,0,0,-4.812
2,200,0,.001,0,-4.695
2,300,0,0,0,-4.677
2,400,0,0,0,-4.037
2,500,0,0,0,-3.906
2,600,0,.001,.001,-4.307
2,700,0,0,0,-4.27
2,800,0,0,.001,-2.382
2,900,0,0,.002,-2.811
2,1000,0,0,0,-3.819
2,1100,0,0,0,-1.429
2,1200,0,0,.002,-.811
2,1300,0,0,.002,-.844
2,1400,0,0,.001,-.99
2,1500,.005,.006,.006,-.708
2,1600,.007,.007,.009,-.602
2,1700,.004,.005,.005,-1.109
2,1800,0,0,.001,-4.423
2,1900,0,0,0,-4.55
2,2000,0,0,.002,-4.578
2,2100,0,0,0,-4.427
2,2200,0,0,.001,-4.457
2,2300,0,.001,0,-4.505
3,0,0,0,.002,-4.709
3,100,0,.001,.001,-4.76
3,200,0,.001,0,-4.855
3,300,0,.001,0,-4.761
3,400,0,0,0,-4.69
3,500,0,0,.001,-4.582
3,600,0,0,0,-4.575
3,700,0,0,0,-4.475
3,800,0,.001,0,-4.46
3,900,0,0,.001,-4.433
3,1000,0,0,0,-4.4
3,1100,0,0,.001,-4.227
3,1200,0,0,0,-3.926
3,1300,0,0,0,-4.678
3,1400,0,.001,0,-4.649
3,1500,.006,.007,.007,-4.674
3,1600,.015,.016,.014,-3.829
3,1700,.008,.009,.008,-4.606
3,1800,0,0,.001,-4.992
3,1900,0,0,0,-5.065
3,2000,0,0,0,-5.146
3,2100,0,0,0,-5.149
3,2200,0,0,0,-5.107
3,2300,0,0,0,-4.873
4,0,0,0,0,-4.819
4,100,0,0,0,-5.122
4,200,0,0,0,-4.891
4,300,0,0,0,-3.996
4,400,0,0,0,-4.027
4,500,0,0,0,-5.149
4,600,0,0,0,-5.12
4,700,0,0,0,-3.946
4,800,0,0,0,-2.77
4,900,0,0,0,-4.306
4,1000,0,0,0,-5.108
4,1100,0,0,0,-4.753
4,1200,0,0,0,-4.684
4,1300,0,0,0,-4.904
4,1400,0,.002,.001,-4.533
4,1500,.007,.007,.007,-4.955
4,1600,.013,.013,.012,-5.103
4,1700,.008,.008,.008,-5.077
4,1800,0,.001,.002,-5.16
4,1900,0,0,.001,-4.915
4,2000,0,0,0,-5.154
4,2100,0,0,0,-5.012
4,2200,0,0,0,-4.927
4,2300,0,0,0,-5.085
5,0,0,0,0,-4.761
5,100,0,0,0,-4.71
5,200,0,0,0,-4.746
5,300,0,0,0,-4.501
5,400,0,0,0,-4.775
5,500,0,0,0,-4.613
5,600,0,0,0,-4.858
5,700,0,0,0,-4.571
5,800,0,0,0,-4.549
5,900,0,0,0,-4.591
5,1000,0,0,0,-4.668
5,1100,0,0,0,-4.767
5,1200,0,0,0,-4.922
5,1300,0,0,0,-5.018
5,1400,0,.003,.002,-4.952
5,1500,.006,.007,.007,-4.783
5,1600,.007,.009,.008,-4.591
5,1700,.004,.005,.005,-3.497
5,1800,0,0,0,-3.793
5,1900,0,0,0,-3.458
5,2000,0,0,0,-3.882
5,2100,0,0,0,-3.88
5,2200,0,0,0,-3.619
5,2300,0,0,0,-3.355
6,0,0,0,0,-3.853
6,100,0,0,0,-4.4
6,200,0,0,0,-4.383
6,300,0,0,0,-4.212
6,400,0,0,0,-4.312
6,500,0,0,.002,-4.098
6,600,0,0,0,-3.744
6,700,0,0,0,-2.616
6,800,0,0,0,-3.274
6,900,0,0,0,-4.258
6,1000,0,0,0,-4.141
6,1100,0,0,0,-4.104
6,1200,0,0,.001,-4.128
6,1300,0,0,.002,-4.238
6,1400,.002,.004,.004,-3.842
6,1500,.008,.009,.01,-2.548
6,1600,.01,.011,.009,-3.656
6,1700,.006,.007,.006,-3.361
6,1800,0,.003,0,-3.294
6,1900,0,.001,0,-3.702
6,2000,0,.002,.001,-3.833
6,2100,0,.002,0,-3.848
6,2200,0,.001,.001,-2.789
6,2300,0,0,0,-3.938
7,0,0,0,0,-3.686
7,100,0,0,0,-3.395
7,200,0,0,0,-2.939
7,300,0,0,0,-1.386
7,400,0,0,0,-1.004
7,500,0,0,0,-.653
7,600,0,0,.002,-2.363
7,700,0,0,0,-1.622
7,800,0,0,0,-2.993
7,900,0,0,0,-3.692
7,1000,0,0,0,-3.829
7,1100,0,0,0,-3.498
7,1200,0,0,0,-3.707
7,1300,0,0,0,-3.903
7,1400,.002,.001,.002,-3.924
7,1500,.009,.01,.01,-3.987
7,1600,.014,.014,.014,-3.921
7,1700,.02,.02,.018,-3.453
7,1800,.002,.001,.001,-3.317
7,1900,0,0,0,-3.452
7,2000,0,0,0,-2.93
7,2100,0,.002,.002,-1.6
7,2200,0,.002,0,-2.033
7,2300,0,0,0,-1.104
8,0,0,0,0,-.506
8,100,0,0,.001,-.801
8,200,0,0,0,-.08
8,300,0,0,0,.086
8,400,0,0,0,-.017
8,500,0,0,0,.033
8,600,0,0,0,-.363
8,700,0,0,.002,-.487
8,800,0,0,0,-.748
8,900,0,0,0,-1.096
8,1000,0,0,0,-.769
8,1100,0,0,0,-.61
8,1200,0,0,0,-1.4
8,1300,0,0,0,-1.309
8,1400,.004,.005,.005,-.864
8,1500,.018,.019,.018,-.781
8,1600,.027,.027,.027,-.756
8,1700,.019,.019,.018,-1.126
8,1800,.001,.002,.002,-1.307
8,1900,0,0,0,-1.786
8,2000,0,0,0,-1.361
8,2100,0,0,0,-1.58
8,2200,0,0,0,-1.399
8,2300,0,0,0,-1.912
9,0,0,0,0,-1.58
9,100,0,0,.001,-3.228
9,200,0,0,0,-4.501
9,300,0,0,0,-4.262
9,400,0,0,0,-2.941
9,500,0,0,0,-2.523
9,600,0,0,0,-2.217
9,700,0,0,0,-1.76
9,800,0,0,0,-1.723
9,900,0,0,0,-2.292
9,1000,0,0,.002,-2.715
9,1100,0,0,.002,-1.854
9,1200,0,0,0,-2.357
9,1300,0,0,0,-3.694
9,1400,.002,.003,.002,-2.526
9,1500,.012,.013,.013,-1.538
9,1600,.021,.023,.021,-2.146
9,1700,.009,.01,.009,-2.118
9,1800,0,0,0,-1.978
9,1900,0,0,0,-3.037
9,2000,0,0,0,-3.064
9,2100,0,0,0,-4.047
9,2200,0,0,0,-3.236
9,2300,0,0,0,-3.734
10,0,0,0,0,-3.05
10,100,0,0,0,-2.948
10,200,0,0,0,-3.191
10,300,0,0,0,-3.515
10,400,0,0,0,-3.065
10,500,0,0,0,-3.012
10,600,0,0,0,-2.824
10,700,0,.002,0,-2.753
10,800,0,.002,.002,-2.838
10,900,0,.001,.001,-2.915
10,1000,0,.001,.001,-1.941
10,1100,0,.001,0,-1.532
10,1200,0,0,0,-3.111
10,1300,0,0,.002,-3.204
10,1400,.002,.003,.002,-2.035
10,1500,.01,.011,.011,-1.487
10,1600,.014,.014,.014,-1.684
10,1700,.008,.008,.008,-2.37
10,1800,0,0,0,-3.016
10,1900,0,0,.001,-3.723
10,2000,0,0,0,-4.148
10,2100,0,0,0,-2.006
10,2200,0,0,0,-.13
10,2300,0,.002,0,-.353
11,0,0,.001,0,-.292
11,100,0,.002,0,-.802
11,200,0,.002,.002,-.481
11,300,0,.002,.002,-.575
11,400,0,.002,0,-.525
11,500,0,0,0,-.486
11,600,0,0,0,-.723
11,700,0,0,0,-.635
11,800,0,0,0,-.595
11,900,0,0,0,-.521
11,1000,0,0,0,-.791
11,1100,0,0,0,-.666
11,1200,0,0,.001,-1.259
11,1300,0,.001,0,-2.075
11,1400,.006,.006,.005,-1.699
11,1500,.02,.022,.02,-1.982
11,1600,.028,.028,.026,-2.025
11,1700,.016,.017,.015,-2.414
11,1800,.003,.004,.003,-1.58
11,1900,0,0,0,-1.432
11,2000,0,0,0,-1.626
11,2100,0,0,0,-1.567
11,2200,0,0,0,-1.867
11,2300,0,0,0,-.842
12,0,0,0,0,-1.268
12,100,0,0,0,-1.268
12,200,0,0,0,-1.628
12,300,0,0,0,-.805
12,400,0,0,0,-.409
12,500,0,.001,0,-.632
12,600,-.001,0,0,-.568
12,700,0,0,0,-.672
12,800,0,.002,0,-2.354
12,900,0,0,0,-2.8
12,1000,0,0,0,-2.114
12,1100,0,0,0,-1.92
12,1200,0,0,0,-2.695
12,1300,0,0,0,-.846
12,1400,.005,.006,.005,-.413
12,1500,.02,.021,.02,-1.619
12,1600,.029,.028,.027,-3.278
12,1700,.018,.019,.017,-3.474
12,1800,.003,.005,.003,-3.076
12,1900,0,.002,0,-3.105
12,2000,0,0,0,-3.369
12,2100,0,0,0,-3.304
12,2200,0,0,.001,-3.293
12,2300,0,0,0,-3.369
13,0,0,0,0,-3.389
13,100,0,0,0,-3.31
13,200,0,0,0,-3.305
13,300,0,0,0,-3.319
13,400,0,0,0,-3.204
13,500,0,0,0,-3.167
13,600,0,0,0,-3.353
13,700,0,0,0,-3.395
13,800,0,0,0,-3.37
13,900,0,0,0,-3.325
13,1000,0,0,0,-3.287
13,1100,0,0,0,-3.309
13,1200,0,0,0,-3.376
13,1300,0,0,0,-3.539
13,1400,.008,.009,.008,-3.709
13,1500,.034,.036,.031,-3.681
13,1600,.051,.053,.046,-3.818
13,1700,.033,.034,.03,-3.88
13,1800,.004,.005,.005,-3.971
13,1900,0,0,0,-3.994
13,2000,0,0,0,-4.012
13,2100,0,0,0,-4.047
13,2200,0,0,0,-4.213
13,2300,0,0,0,-4.335
14,0,0,0,0,-4.389
14,100,0,0,0,-4.361
14,200,0,0,0,-4.497
14,300,0,0,0,-4.71
14,400,-.001,0,0,-4.543
14,500,0,0,0,-4.346
14,600,0,0,0,-4.813
14,700,-.001,0,0,-4.521
14,800,-.001,0,0,-3.939
14,900,-.001,0,0,-3.877
14,1000,-.001,0,.001,-2.334
14,1100,0,0,0,-1.126
14,1200,0,0,.001,-.188
14,1300,0,0,.001,-.326
14,1400,.004,.004,.004,-1.173
14,1500,.012,.013,.013,-1.046
14,1600,.019,.019,.017,-1.405
14,1700,.064,.027,.035,-1.259
14,1800,0,0,-.004,-.23
14,1900,0,-.007,-.013,-.451
14,2000,0,0,0,-.427
14,2100,0,0,0,-.745
14,2200,0,0,0,-1.166
14,2300,0,0,0,-1.23
15,0,0,0,-.001,-1.139
15,100,0,0,-.003,-1.006
15,200,0,0,-.003,-.991
15,300,0,0,-.002,-1.082
15,400,0,0,0,-1.217
15,500,0,0,0,-1.531
15,600,0,0,0,-1.644
15,700,0,0,0,-1.792
15,800,0,0,0,-1.663
15,900,0,0,0,-1.537
15,1000,0,0,0,-1.312
15,1100,0,0,.002,-1.172
15,1200,0,0,.001,-.798
15,1300,0,0,0,-.801
15,1400,.003,.004,.005,-.326
15,1500,.011,.012,.012,-.401
15,1600,.045,.047,.043,-.493
15,1700,.022,.024,.022,-1.361
15,1800,.002,.004,.003,-1.013
15,1900,0,0,0,-1.576
15,2000,0,.001,0,-1.489
15,2100,0,.002,0,-1.704
15,2200,0,0,0,-1.467
15,2300,0,0,0,-1.362
16,0,0,0,0,-1.693
16,100,0,0,0,-2.287
16,200,0,0,.002,-3.144
16,300,0,0,0,-2.421
16,400,0,0,0,-1.508
16,500,0,0,0,-1.567
16,600,0,0,0,-1.866
16,700,0,0,0,-1.405
16,800,0,0,0,-1.466
16,900,0,0,0,-2.152
16,1000,-.001,0,0,-2.637
16,1100,-.002,.001,0,-2.841
16,1200,-.002,0,0,-3.065
16,1300,0,0,.002,-2.984
16,1400,.013,.014,.013,-2.586
16,1500,.06,.062,.055,-2.99
16,1600,.091,.09,.085,-4.542
16,1700,.031,.031,.029,-5.384
16,1800,.007,.007,.007,-5.359
16,1900,0,0,0,-5.407
16,2000,0,0,0,-5.354
16,2100,0,0,0,-5.309
16,2200,0,0,0,-5.211
16,2300,0,0,0,-4.801
17,0,0,0,0,-4.621
17,100,0,0,0,-4.69
17,200,0,0,0,-4.067
17,300,0,0,0,-3.237
17,400,0,0,0,-2.721
17,500,0,0,.002,-1.894
17,600,0,0,.002,-1.702
17,700,0,0,0,-2.023
17,800,0,0,0,-2.181
17,900,0,0,0,-2.844
17,1000,0,0,0,-1.719
17,1100,0,0,0,-1.653
17,1200,0,0,0,-1.732
17,1300,0,0,0,-1.789
17,1400,.012,.012,.011,-3.031
17,1500,.045,.045,.041,-1.467
17,1600,.067,.066,.06,-.992
17,1700,.033,.033,.03,-1.139
17,1800,.006,.006,.006,-.975
17,1900,0,.001,.001,-1.579
17,2000,0,0,0,-1.303
17,2100,0,0,0,-2.486
17,2200,0,0,0,-1.006
17,2300,0,0,0,-1.118
18,0,0,0,0,-.958
18,100,0,0,0,-.873
18,200,0,0,0,-.487
18,300,0,0,0,-.649
18,400,0,0,0,-.804
18,500,0,0,0,-1.394
18,600,0,0,0,-1.056
18,700,0,0,0,-1.202
18,800,0,0,0,-1.545
18,900,0,0,.002,-1.945
18,1000,0,0,.001,-2.196
18,1100,0,.001,.001,-1.855
18,1200,0,.001,0,-1.433
18,1300,0,0,0,-1.838
18,1400,.009,.009,.009,-1.863
18,1500,.027,.027,.025,-2.107
18,1600,.036,.035,.033,-1.742
18,1700,.023,.023,.022,-1.155
18,1800,.005,.005,.006,-.721
18,1900,0,0,0,-1.207
18,2000,0,0,0,-1.12
18,2100,0,0,0,-1.033
18,2200,0,0,0,-.631
18,2300,0,0,0,-.645
19,0,0,.002,.001,-.76
19,100,0,0,.001,-.687
19,200,0,0,0,-.739
19,300,0,0,0,-.788
19,400,0,0,0,-1.029
19,500,0,0,0,-.896
19,600,0,0,0,-.771
19,700,0,0,0,-1.029
19,800,0,0,0,-.82
19,900,0,.002,0,-.617
19,1000,0,0,0,-.789
19,1100,0,0,0,-.579
19,1200,0,0,0,-.559
19,1300,0,0,0,-.569
19,1400,.015,.015,.015,-.793
19,1500,.048,.048,.046,-1.334
19,1600,.054,.056,.052,-.996
19,1700,.036,.036,.035,-.796
19,1800,.009,.01,.009,-1.234
19,1900,0,0,.001,-1.381
19,2000,0,0,0,-1.261
19,2100,0,0,0,-1.59
19,2200,0,0,0,-1.557
19,2300,0,0,0,-1.5
20,0,0,0,0,-1.464
20,100,0,0,0,-1.495
20,200,0,0,0,-1.496
20,300,0,0,0,-1.619
20,400,0,-.006,-.003,-1.596
20,500,0,0,0,-1.624
20,600,0,0,.001,-1.182
20,700,0,0,0,-1.257
20,800,0,0,0,-1.367
20,900,0,0,0,-.509
20,1000,0,0,0,-.708
20,1100,0,0,0,-1.402
20,1200,0,0,0,-2.49
20,1300,0,0,.001,-2.394
20,1400,.012,.013,.012,-2.254
20,1500,.036,.036,.033,-2.151
20,1600,.046,.046,.042,-2.23
20,1700,.029,.029,.027,-2.297
20,1800,.008,.008,.008,-1.608
20,1900,0,0,.001,-.918
20,2000,0,0,0,-.675
20,2100,0,0,0,-.128
20,2200,0,0,0,.469
20,2300,0,0,0,.348
21,0,0,.001,0,.313
21,100,0,.001,0,.281
21,200,0,0,0,.296
21,300,0,0,0,.096
21,400,0,0,0,-.098
21,500,0,0,0,-.151
21,600,0,0,.001,-.299
21,700,0,0,.002,-.405
21,800,0,0,0,-.474
21,900,0,0,0,-.583
21,1000,0,0,0,-.5
21,1100,0,0,-.003,-.188
21,1200,0,0,-.006,-.062
21,1300,0,.002,-.002,-.125
21,1400,.01,.011,.008,-.112
21,1500,.026,.027,.022,-.171
21,1600,.041,.041,.038,-.249
21,1700,.027,.028,.025,-.188
21,1800,.009,.009,.008,-.24
21,1900,0,0,0,-.428
21,2000,0,0,-.002,-.487
21,2100,0,0,-.005,-.411
21,2200,0,0,-.003,-.252
21,2300,0,0,-.002,-.277
22,0,0,0,-.001,-.708
22,100,0,0,0,-.951
22,200,0,0,0,-1.68
22,300,0,0,0,-1.812
22,400,0,0,0,-.953
22,500,0,0,0,-.375
22,600,0,0,0,-.143
22,700,0,0,0,-.283
22,800,0,0,0,-.502
22,900,0,0,0,-.382
22,1000,0,0,0,-.597
22,1100,-.001,0,0,-.761
22,1200,-.002,0,0,-.879
22,1300,.002,.003,0,-.962
22,1400,.014,.015,.014,-.625
22,1500,.045,.047,.044,-.316
22,1600,.062,.065,.06,-.536
22,1700,.04,.042,.04,-.594
22,1800,.014,.015,.014,-.539
22,1900,0,0,0,-.59
22,2000,-.001,0,0,-.502
22,2100,0,0,0,-.523
22,2200,0,.001,0,-.36
22,2300,0,0,0,-.298
23,0,0,0,0,-.323
23,100,0,0,0,-.374
23,200,0,0,0,-.375
23,300,0,0,0,-.404
23,400,0,0,0,-.37
23,500,0,0,0,-.436
23,600,0,0,0,-.435
23,700,0,0,0,-.405
23,800,0,0,0,-.426
23,900,0,.001,0,-.406
23,1000,0,0,0,-.405
23,1100,0,0,0,-.437
23,1200,0,0,0,-.433
23,1300,.003,.004,.003,-.458
23,1400,.034,.034,.031,-.455
23,1500,.094,.097,.083,-.431
23,1600,.147,.148,.12,-.323
23,1700,.09,.09,.079,-.456
23,1800,.026,.026,.023,-.483
23,1900,0,.002,.002,-.411
23,2000,0,0,0,-.447
23,2100,0,0,0,-.468
23,2200,0,-.001,0,-.503
23,2300,0,0,0,-.517
