day_of_year,hour,r1,r2,r3,NR
305,800,-.002,0,-1.472
305,900,-.002,0,-2.014
305,1000,-.002,0,-1.879
305,1100,0,0,-.989
305,1200,.028,.027,-1.45
305,1300,.201,.184,-2.753
305,1400,.421,.384,-2.607
305,1500,.429,.392,-1.073
305,1600,.403,.368,-.51
305,1700,.215,.199,-1.073
305,1800,.086,.081,-.542
305,1900,.019,.018,-2.847
305,2000,0,0,-1.862
305,2100,-.001,0,-2.857
305,2200,-.001,.002,-3.067
305,2300,0,0,-3.195
306,0,0,0,-3.092
306,100,0,0,-2.99
306,200,0,0,-2.881
306,300,0,0,-2.829
306,400,0,0,-2.429
306,500,0,0,-1.755
306,600,0,.002,-1.914
306,700,0,.002,-2.614
306,800,0,.002,-2.69
306,900,0,0,-2.813
306,1000,0,0,-2.659
306,1100,0,0,-2.64
306,1200,.025,.023,-2.555
306,1300,.158,.154,-2.907
306,1400,.505,.484,-3.258
306,1500,.465,.432,-2.115
306,1600,.413,.382,-1.591
306,1700,.306,.284,-1.481
306,1800,.11,.103,-1.12
306,1900,.016,.016,-2.62
306,2000,0,0,-2.787
306,2100,0,0,-2.741
306,2200,0,0,-2.067
306,2300,0,0,-2.101
307,0,0,0,-1.966
307,100,0,0,-1.658
307,200,0,0,-1.403
307,300,0,0,-.701
307,400,0,0,-1.029
307,500,0,0,-.609
307,600,0,0,-.959
307,700,0,0,-1.116
307,800,0,0,-1.907
307,900,0,0,-1.834
307,1000,0,0,-1.095
307,1100,0,0,-2.338
307,1200,.018,.018,-1.137
307,1300,.1,.094,-1.364
307,1400,.208,.202,-3.268
307,1500,.442,.43,-5.364
307,1600,.235,.218,-2.855
307,1700,.143,.134,-.237
307,1800,.053,.052,.05
307,1900,.009,.009,.001
307,2000,0,.001,-.033
307,2100,-.001,.001,.011
307,2200,0,0,-.005
307,2300,-.002,.002,-.023
308,0,-.002,.002,-.03
308,100,-.002,.001,-.038
308,200,-.002,.001,-.046
308,300,-.002,0,-.037
308,400,-.002,0,.003
308,500,-.002,0,-.036
308,600,-.002,0,-.229
308,700,-.002,0,-.229
308,800,-.002,0,-.16
308,900,-.003,0,-.098
308,1000,-.002,0,-.155
308,1100,-.002,0,-.14
308,1200,.008,.008,-.615
308,1300,.069,.064,-.898
308,1400,.162,.15,-.308
308,1500,.259,.239,.007
308,1600,.39,.355,.066
308,1700,.214,.196,.157
308,1800,.064,.06,.024
308,1900,.007,.007,-.036
308,2000,0,0,-.057
308,2100,0,0,-.107
308,2200,0,0,-.096
308,2300,0,0,-.102
309,0,0,0,-.092
309,100,0,0,-.143
309,200,0,0,-.105
309,300,0,0,-.113
309,400,0,0,-.117
309,500,0,0,-.149
309,600,0,0,-.121
309,700,-.001,0,-.143
309,800,-.002,0,-.157
309,900,-.002,0,-.223
309,1000,-.002,.002,-.244
309,1100,-.001,0,-.235
309,1200,.01,.01,-.173
309,1300,.053,.05,-.364
309,1400,.173,.16,-.219
309,1500,.336,.307,-.05
309,1600,.297,.272,-.263
309,1700,.18,.166,-.207
309,1800,.084,.078,-.318
309,1900,.007,.007,-.742
309,2000,0,0,-.427
309,2100,0,0,-.247
309,2200,0,0,-.309
309,2300,0,0,-.524
310,0,0,0,-.548
310,100,0,0,-.766
310,200,0,0,-.923
310,300,0,0,-.312
310,400,0,0,-.197
310,500,0,0,-.252
310,600,0,0,-.332
310,700,0,0,-.224
310,800,0,0,-.222
310,900,0,0,-.261
310,1000,0,.002,-.264
310,1100,0,.002,-.203
310,1200,.009,.009,-.253
310,1300,.124,.113,-.14
310,1400,.205,.189,-.115
310,1500,.283,.262,-.143
310,1600,.375,.345,.049
310,1700,.356,.33,-1.658
310,1800,.091,.084,-1.554
310,1900,.005,.006,-2.031
310,2000,0,0,-2.441
310,2100,0,.002,-2.819
310,2200,0,0,-2.66
310,2300,0,0,-2.724
311,0,0,0,-2.709
311,100,0,.002,-2.715
311,200,0,0,-2.705
311,300,0,0,-2.614
311,400,0,0,-2.453
311,500,0,0,-1.957
311,600,0,0,.008
311,700,0,0,-.834
311,800,0,0,-.036
311,900,0,.002,-2.271
311,1000,0,.003,-.272
311,1100,0,0,-.026
311,1200,.005,.005,.348
311,1300,.057,.053,.402
311,1400,.172,.159,.418
311,1500,.249,.231,.225
311,1600,.3,.279,.042
311,1700,.274,.254,-1.071
311,1800,.08,.075,-1.557
311,1900,.005,.005,-.573
311,2000,0,0,-.79
311,2100,0,0,-.619
311,2200,0,0,-.738
311,2300,0,0,-2.349
312,0,0,0,-2.804
312,100,0,0,-2.764
312,200,0,.002,-2.86
312,300,0,.002,-2.981
312,400,0,0,-3.077
312,500,0,0,-3.112
312,600,0,0,-3.164
312,700,0,0,-3.205
312,800,0,0,-2.908
312,900,0,.001,-2.692
312,1000,0,.003,-2.279
312,1100,0,0,-2.444
312,1200,.008,.008,-2.244
312,1300,.058,.055,-2.763
312,1400,.253,.238,-3.069
312,1500,.405,.374,-2.634
312,1600,.262,.242,-3.036
312,1700,.165,.153,-3.075
312,1800,.059,.056,-2.439
312,1900,.003,.005,-3.474
312,2000,0,0,-3.098
312,2100,0,0,-1.845
312,2200,0,.002,-2.788
312,2300,0,.002,-2.321
313,0,0,0,-1.01
313,100,0,0,-2.01
313,200,0,0,-2.2
313,300,0,0,-2.638
313,400,0,0,-2.897
313,500,0,0,-1.418
313,600,0,0,-.849
313,700,0,0,-1.665
313,800,0,0,-1.763
313,900,0,0,-2.332
313,1000,0,0,-3.386
313,1100,0,0,-3.475
313,1200,.003,.004,-2.796
313,1300,.047,.045,-2.394
313,1400,.252,.231,-2.918
313,1500,.544,.484,-3.676
313,1600,.379,.351,-3.184
313,1700,.171,.16,-2.656
313,1800,.033,.032,-2.668
313,1900,.002,.003,-2.271
313,2000,0,0,-2.513
313,2100,0,0,-2.144
313,2200,0,0,-1.364
313,2300,0,0,-1.406
314,0,0,0,-2.404
314,100,0,0,-2.104
314,200,0,0,-1.656
314,300,0,0,-2.245
314,400,0,0,-2.558
314,500,0,0,-2.362
314,600,0,0,-2.532
314,700,0,0,-2.452
314,800,0,0,-2.486
314,900,0,0,-2.302
314,1000,0,0,-2.721
314,1100,0,0,-3.021
314,1200,.003,.005,-3.388
314,1300,.102,.093,-2.967
314,1400,.261,.246,-2.59
314,1500,.366,.323,-2.459
314,1600,.442,.383,-3.221
314,1700,.31,.29,-4.11
314,1800,.071,.071,-3.727
314,1900,.002,.004,-3.391
314,2000,0,.001,-3.274
314,2100,0,.002,-3.492
314,2200,0,.001,-3.839
314,2300,0,.002,-3.883
315,0,0,.002,-3.831
315,100,0,.002,-3.801
315,200,0,.001,-3.854
315,300,0,.002,-3.816
315,400,0,.002,-3.8
315,500,0,.002,-3.678
315,600,0,.001,-3.413
315,700,0,.002,-3.267
315,800,0,.002,-2.947
315,900,0,.001,-2.243
315,1000,0,0,-.968
315,1100,0,0,-.188
315,1200,.002,.002,-.519
315,1300,.034,.032,-1.157
315,1400,.168,.14,-1.57
315,1500,.42,.324,-1.731
315,1600,.394,.313,-2.1
315,1700,.214,.195,-2.41
315,1800,.041,.042,-2.563
315,1900,.002,.002,-2.797
315,2000,0,0,-2.973
315,2100,0,0,-3.117
315,2200,0,0,-3.248
315,2300,0,0,-3.168
316,0,0,.001,-3.06
316,100,0,.002,-3.036
316,200,0,0,-3.19
316,300,0,0,-3.294
316,400,0,0,-3.606
316,500,0,0,-3.723
316,600,0,0,-3.915
316,700,0,0,-3.895
316,800,0,0,-3.885
316,900,0,0,-3.859
316,1000,0,0,-3.821
316,1100,0,0,-3.78
316,1200,.002,.002,-3.712
316,1300,.035,.033,-3.693
316,1400,.149,.158,-4.062
316,1500,.268,.28,-4.429
316,1600,.255,.275,-4.439
316,1700,.143,.155,-4.286
316,1800,.032,.033,-3.727
316,1900,.001,.001,-3.558
316,2000,0,0,-3.507
316,2100,0,0,-3.508
316,2200,0,0,-3.447
316,2300,0,0,-3.442
317,0,0,0,-3.465
317,100,0,0,-3.538
317,200,0,.002,-3.602
317,300,0,.003,-3.591
317,400,0,.002,-3.633
317,500,0,.002,-3.655
317,600,0,0,-3.628
317,700,0,0,-3.621
317,800,0,0,-3.588
317,900,0,0,-3.529
317,1000,0,0,-3.477
317,1100,0,0,-3.568
317,1200,.002,.002,-3.633
317,1300,.03,.027,-3.702
317,1400,.135,.128,-4.067
317,1500,.253,.27,-4.638
317,1600,.244,.255,-4.475
317,1700,.131,.153,-4.343
317,1800,.029,.029,-3.808
317,1900,.002,.003,-3.647
317,2000,0,0,-3.588
317,2100,0,0,-3.62
317,2200,0,0,-3.485
317,2300,0,0,-3.527
318,0,0,0,-3.449
318,100,0,0,-3.364
318,200,0,0,-3.513
318,300,0,0,-3.636
318,400,0,0,-3.659
318,500,0,0,-3.64
318,600,0,0,-3.706
318,700,0,0,-3.67
318,800,0,0,-3.666
318,900,0,0,-3.649
318,1000,0,0,-3.695
318,1100,0,0,-3.194
318,1200,.002,.003,-2.481
318,1300,.071,.061,-.602
318,1400,.127,.114,-.974
318,1500,.132,.122,-.555
318,1600,.107,.099,.131
318,1700,.046,.044,.014
318,1800,.013,.013,-.014
318,1900,0,0,-.34
318,2000,0,0,-.753
318,2100,0,0,-1.486
318,2200,0,0,-2.778
318,2300,0,0,-2.44
319,0,0,0,-1.489
319,100,0,0,-1.599
319,200,0,0,-1.353
319,300,0,0,-1.798
319,400,0,0,-1.404
319,500,0,0,-.946
319,600,0,0,-.426
319,700,0,0,-.214
319,800,0,0,-.422
319,900,0,.001,-.153
319,1000,0,.001,-.232
319,1100,0,.002,-.801
319,1200,0,.003,-2.34
319,1300,.016,.015,-2.395
319,1400,.099,.093,-2.715
319,1500,.187,.216,-5.11
319,1600,.183,.229,-5.445
319,1700,.069,.094,-4.659
319,1800,.015,.017,-4.067
319,1900,0,.002,-4.025
319,2000,0,0,-3.905
319,2100,0,0,-3.634
319,2200,0,0,-3.596
319,2300,0,0,-3.889
320,0,0,0,-3.625
320,100,0,0,-1.473
320,200,0,0,-3.76
320,300,0,0,-3.814
320,400,0,0,-3.715
320,500,0,.002,-3.534
320,600,0,.001,-3.988
320,700,0,.001,-4.018
320,800,0,.001,-3.444
320,900,0,0,-2.417
320,1000,0,.002,-2.449
320,1100,0,.002,-2.362
320,1200,0,.003,-2.194
320,1300,.014,.014,-2.414
320,1400,.104,.093,-2.855
320,1500,.104,.096,-2.622
320,1600,.07,.065,-3.213
320,1700,.088,.081,-1.923
320,1800,.013,.013,-2.913
320,1900,0,0,-2.552
320,2000,0,0,-2.85
320,2100,0,0,-2.089
320,2200,0,0,-2.315
320,2300,0,0,-2.217
321,0,0,0,-3.368
321,100,0,0,-2.782
321,200,0,0,-3.381
321,300,0,0,-1.542
321,400,0,0,-1.372
321,500,0,0,-2.062
321,600,0,0,-2.283
321,700,0,0,-3.326
321,800,0,0,-3.325
321,900,0,0,-4.04
321,1000,0,0,-3.575
321,1100,0,0,-4.471
321,1200,0,.001,-4.511
321,1300,.014,.014,-4.672
321,1400,.07,.076,-4.814
321,1500,.151,.195,-5.652
321,1600,.146,.189,-5.682
321,1700,.066,.086,-5.109
321,1800,.011,.011,-4.635
321,1900,0,.003,-4.678
321,2000,0,.002,-4.72
321,2100,0,0,-4.717
321,2200,0,.001,-4.957
321,2300,0,.002,-5.094
322,0,0,.002,-4.981
322,100,0,.002,-4.761
322,200,0,.002,-4.619
322,300,0,.002,-4.411
322,400,0,.002,-4.451
322,500,0,0,-4.369
322,600,0,.001,-4.213
322,700,0,.002,-3.317
322,800,0,.001,-2.141
322,900,0,.002,-4.002
322,1000,0,.002,-4.2
322,1100,0,.002,-4.138
322,1200,0,.003,-3.92
322,1300,.012,.011,-4.063
322,1400,.057,.055,-3.94
322,1500,.076,.071,-4.01
322,1600,.076,.072,-3.873
322,1700,.06,.077,-4.082
322,1800,.011,.011,-3.842
322,1900,0,0,-3.877
322,2000,0,0,-3.846
322,2100,0,0,-3.846
322,2200,0,0,-3.893
322,2300,0,0,-3.899
323,0,0,0,-3.907
323,100,0,0,-3.924
323,200,0,0,-4.022
323,300,0,0,-4.151
323,400,0,0,-4.156
323,500,0,0,-4.221
323,600,0,0,-4.283
323,700,0,0,-4.356
323,800,0,0,-4.368
323,900,0,0,-4.383
323,1000,0,0,-4.357
323,1100,0,0,-4.212
323,1200,0,0,-4.147
323,1300,.01,.01,-4.128
323,1400,.047,.045,-3.985
323,1500,.101,.105,-4.239
323,1600,.108,.119,-4.279
323,1700,.052,.054,-4.067
323,1800,.008,.008,-3.894
323,1900,0,0,-3.811
323,2000,0,0,-3.776
323,2100,0,0,-3.624
323,2200,0,0,-3.529
323,2300,0,0,-3.603
324,0,0,0,-3.687
324,100,0,0,-3.729
324,200,0,0,-3.71
324,300,0,0,-3.64
324,400,0,0,-3.451
324,500,0,0,-3.35
324,600,0,0,-3.354
324,700,0,0,-3.267
324,800,0,0,-3.186
324,900,0,0,-3.099
324,1000,0,0,-3.039
324,1100,0,0,-1.986
324,1200,0,0,.533
324,1300,.005,.005,.352
324,1400,.028,.026,-.227
324,1500,.044,.042,-.504
324,1600,.062,.057,-.221
324,1700,.025,.023,.118
324,1800,.005,.005,-.225
324,1900,0,0,-.164
324,2000,0,0,-.397
324,2100,0,0,-.775
324,2200,0,0,-1.058
324,2300,0,0,-1.058
325,0,0,0,-.973
325,100,0,0,-1.153
325,200,0,0,-1.161
325,300,0,0,-1.283
325,400,0,0,-2.631
325,500,0,0,-1.476
325,600,0,0,-.819
325,700,0,0,-1.688
325,800,0,0,-2.728
325,900,0,0,-2.882
325,1000,0,.002,-2.853
325,1100,0,0,-2.779
325,1200,0,0,-2.694
325,1300,.005,.005,-2.799
325,1400,.037,.035,-2.875
325,1500,.081,.09,-2.374
325,1600,.085,.094,-2.991
325,1700,.039,.039,-2.887
325,1800,.007,.007,-2.79
325,1900,0,0,-2.824
325,2000,0,0,-2.882
325,2100,0,0,-3.026
325,2200,0,0,-3.141
325,2300,0,0,-3.262
326,0,0,0,-3.425
326,100,0,0,-3.512
326,200,0,0,-3.591
326,300,0,0,-3.847
326,400,0,0,-4.096
326,500,0,0,-4.198
326,600,0,0,-4.36
326,700,0,0,-4.276
326,800,0,.002,-4.643
326,900,0,0,-5.025
326,1000,0,0,-4.984
326,1100,0,0,-4.854
326,1200,0,0,-4.843
326,1300,.007,.007,-4.582
326,1400,.035,.033,-4.613
326,1500,.052,.051,-4.721
326,1600,.047,.047,-5.201
326,1700,.021,.021,-5.291
326,1800,.003,.004,-5.292
326,1900,0,0,-5.637
326,2000,0,0,-4.979
326,2100,0,0,-3.774
326,2200,0,0,-3.37
326,2300,0,0,-3.547
327,0,0,0,-3.582
327,100,0,0,-4.155
327,200,0,0,-3.632
327,300,0,0,-3.555
327,400,0,0,-4.568
327,500,0,0,-3.578
327,600,0,0,-2.629
327,700,0,0,-3.661
327,800,0,0,-1.887
327,900,0,0,-.038
327,1000,0,0,-.272
327,1100,-.001,0,-.461
327,1200,0,0,-.625
327,1300,.002,.003,-.163
327,1400,.015,.015,-.089
327,1500,.031,.03,-1.462
327,1600,.031,.029,-3.371
327,1700,.013,.013,-.871
327,1800,.002,.001,-1.062
327,1900,0,0,-1.398
327,2000,0,0,-1.37
327,2100,0,0,-1.104
327,2200,0,0,-1.845
327,2300,0,0,-2.423
328,0,0,0,-2.625
328,100,0,0,-2.552
328,200,-.001,0,-1.952
328,300,-.001,0,-1.634
328,400,-.001,0,-1.881
328,500,0,0,-1.829
328,600,-.001,0,-1.886
328,700,0,0,-2.09
328,800,0,0,-2.081
328,900,0,0,-1.609
328,1000,0,0,-1.5
328,1100,0,0,-1.353
328,1200,0,0,-1.313
328,1300,.001,.002,-2.381
328,1400,.013,.013,-2.612
328,1500,.033,.032,-3.307
328,1600,.033,.031,-1.642
328,1700,.04,.036,-1.072
328,1800,.003,.003,-2.682
328,1900,-.001,0,-3.876
328,2000,0,0,-2.789
328,2100,0,0,-1.73
328,2200,-.001,0,-1.943
328,2300,0,0,-2.226
329,0,-.001,0,-2.468
329,100,-.001,0,-2.447
329,200,0,0,-2.569
329,300,-.001,0,-3.119
329,400,-.001,0,-2.698
329,500,-.002,0,-2.341
329,600,-.002,0,-2.247
329,700,-.001,0,-1.959
329,800,-.002,0,-2.155
329,900,-.002,0,-2.036
329,1000,-.001,0,-1.876
329,1100,-.002,0,-1.539
329,1200,-.001,0,-.978
329,1300,0,.002,-.767
329,1400,.006,.007,-.966
329,1500,.015,.015,-.951
329,1600,.016,.016,-1.59
329,1700,.007,.008,-1.734
329,1800,0,0,-1.86
329,1900,-.002,0,-2.091
329,2000,-.002,0,-2.364
329,2100,-.002,0,-2.308
329,2200,-.002,0,-2.235
329,2300,-.002,0,-1.504
330,0,-.002,0,-1.981
330,100,-.002,0,-1.717
330,200,-.002,0,-1.909
330,300,-.002,0,-2.25
330,400,-.002,0,-2.22
330,500,-.002,0,-2.146
330,600,-.002,0,-1.885
330,700,-.002,.001,-1.738
330,800,-.002,.001,-1.398
330,900,-.002,0,-1.145
330,1000,-.002,0,-2.07
330,1100,-.002,0,-2.544
330,1200,-.002,0,-2.1
330,1300,0,0,-1.521
330,1400,.007,.007,-1.159
330,1500,.018,.017,-1.22
330,1600,.017,.017,-1.638
330,1700,.007,.007,-1.177
330,1800,0,0,-1.311
330,1900,-.002,0,-1.191
330,2000,-.002,0,-2.705
330,2100,-.002,0,-3.053
330,2200,-.002,0,-2.177
330,2300,-.002,0,-.482
331,0,-.002,0,-.282
331,100,-.003,0,-.94
331,200,-.002,0,-1.329
331,300,-.003,0,-.373
331,400,-.003,0,-1.09
331,500,-.003,0,-2.581
331,600,-.003,0,-3.771
331,700,-.003,0,-3.849
331,800,-.003,0,-3.658
331,900,-.003,0,-3.271
331,1000,-.003,0,-3.521
331,1100,-.003,0,-3.629
331,1200,-.003,0,-2.437
331,1300,0,0,-1.898
331,1400,.007,.008,-2.487
331,1500,.018,.017,-4.23
331,1600,.019,.018,-4.465
331,1700,.007,.008,-4.545
331,1800,0,0,-4.466
331,1900,-.002,0,-2.818
331,2000,-.003,0,-3.008
331,2100,-.003,0,-3.534
331,2200,-.003,0,-2.164
331,2300,-.003,0,-2.24
332,0,-.003,0,-3.008
332,100,-.003,0,-2.623
332,200,-.002,0,-2.78
332,300,-.003,0,-2.896
332,400,-.002,0,-3.157
332,500,-.002,0,-4.211
332,600,-.002,.001,-4.858
332,700,-.002,.001,-4.552
332,800,-.002,0,-4.633
332,900,-.002,0,-4.569
332,1000,-.001,0,-4.472
332,1100,-.002,0,-4.074
332,1200,-.001,0,-4.7
332,1300,.001,.001,-4.86
332,1400,.068,.059,-3.73
332,1500,.075,.068,-3.476
332,1600,.039,.038,-4.122
332,1700,.03,.028,-4.231
332,1800,.001,.001,-4.539
332,1900,-.001,0,-4.939
332,2000,0,0,-5.399
332,2100,0,0,-5.394
332,2200,-.001,0,-5.271
332,2300,0,0,-5.229
333,0,-.001,0,-5.209
333,100,-.001,0,-5.17
333,200,-.001,0,-5.269
333,300,-.001,0,-5.393
333,400,0,0,-5.523
333,500,0,0,-5.583
333,600,0,0,-5.607
333,700,0,0,-5.596
333,800,0,0,-5.583
333,900,0,0,-5.469
333,1000,-.001,0,-5.33
333,1100,0,0,-5.267
333,1200,0,0,-5.205
333,1300,.001,.003,-4.909
333,1400,.009,.009,-4.928
333,1500,.02,.019,-4.937
333,1600,.02,.019,-4.661
333,1700,.009,.009,-4.47
333,1800,.001,.003,-4.099
333,1900,-.002,0,-2.686
333,2000,-.002,0,-1.787
333,2100,-.002,0,-1.779
333,2200,-.002,0,-3.876
333,2300,-.002,0,-4.99
334,0,-.002,0,-4.877
334,100,-.002,0,-4.795
334,200,-.002,0,-4.785
334,300,-.002,0,-4.775
334,400,-.001,.001,-4.91
334,500,-.002,.001,-4.893
334,600,-.001,.001,-4.806
334,700,-.002,.001,-4.816
334,800,-.001,0,-4.84
334,900,0,.001,-5.015
334,1000,-.001,.001,-5.121
334,1100,-.001,.001,-5.199
334,1200,-.002,0,-5.237
334,1300,0,.002,-5.284
334,1400,.016,.015,-5.294
334,1500,.038,.035,-5.38
334,1600,.054,.048,-5.278
334,1700,.034,.032,-5.09
334,1800,.002,.003,-4.946
334,1900,-.001,.001,-5.54
334,2000,-.002,0,-5.625
334,2100,-.002,0,-5.577
334,2200,-.002,0,-5.472
334,2300,-.001,.001,-5.291
335,0,-.002,0,-5.177
335,100,-.002,.001,-5.164
335,200,-.002,0,-5.215
335,300,-.001,.001,-5.137
335,400,-.001,.001,-5.145
335,500,0,.001,-5.171
335,600,-.001,.001,-5.445
335,700,0,.002,-5.678
335,800,0,.001,-5.67
335,900,0,.001,-5.752
335,1000,0,.002,-5.685
335,1100,0,.001,-5.721
335,1200,0,.002,-5.79
335,1300,0,.003,-5.763
335,1400,.012,.011,-5.55
335,1500,.028,.027,-5.435
335,1600,.028,.027,-5.374
335,1700,.01,.01,-5.503
335,1800,0,.003,-5.858
335,1900,0,.001,-5.65
335,2000,0,.001,-5.4
335,2100,0,0,-5.366
335,2200,0,.001,-5.259
335,2300,0,.001,-5.22
336,0,0,.001,-5.274
336,100,0,.002,-5.168
336,200,0,.002,-5.122
336,300,0,.001,-5.106
336,400,0,.002,-5.191
336,500,-.001,.002,-5.324
336,600,0,.001,-5.095
336,700,0,.002,-5.041
336,800,0,.001,-4.783
336,900,0,.002,-4.795
336,1000,0,.002,-4.846
336,1100,0,.002,-4.601
336,1200,0,.001,-4.608
336,1300,0,.003,-4.478
336,1400,.01,.01,-4.345
336,1500,.027,.026,-4.834
336,1600,.022,.022,-5.123
336,1700,.007,.007,-5.158
336,1800,0,.001,-4.966
336,1900,0,0,-4.784
336,2000,0,0,-4.524
336,2100,0,0,-4.671
336,2200,0,0,-4.508
336,2300,0,0,-4.118
337,0,0,0,-4.477
337,100,0,0,-4.653
337,200,0,0,-4.553
337,300,0,0,-4.702
337,400,0,0,-4.846
337,500,0,0,-4.961
337,600,0,0,-5.178
337,700,0,0,-5.237
337,800,0,0,-5.314
337,900,0,0,-5.477
337,1000,0,0,-5.616
337,1100,0,0,-5.635
337,1200,0,0,-5.62
337,1300,0,0,-5.589
337,1400,.015,.014,-5.418
337,1500,.038,.033,-5.471
337,1600,.032,.03,-5.423
337,1700,.022,.021,-4.889
337,1800,0,0,-5.208
337,1900,0,0,-4.925
337,2000,0,0,-3.909
337,2100,0,0,-3.476
337,2200,0,0,-4.055
337,2300,0,0,-3.995
338,0,0,0,-3.519
338,100,0,0,-3.239
338,200,0,0,-4.922
338,300,0,0,-5.282
338,400,0,0,-5.195
338,500,0,0,-5.118
338,600,0,0,-5.025
338,700,0,0,-4.966
338,800,0,0,-4.979
338,900,0,0,-4.958
338,1000,0,0,-4.961
338,1100,0,0,-4.96
338,1200,0,0,-5
338,1300,0,0,-4.841
338,1400,.008,.008,-5.05
338,1500,.041,.036,-4.635
338,1600,.031,.029,-4.939
338,1700,.011,.011,-5.21
338,1800,0,0,-5.126
338,1900,0,0,-5.167
338,2000,0,0,-5.691
338,2100,0,0,-5.472
338,2200,0,0,-5.194
338,2300,0,0,-4.786
339,0,0,0,-2.973
339,100,0,0,-.814
339,200,0,0,-.393
339,300,0,0,-.078
339,400,0,0,-.34
339,500,0,0,-.328
339,600,0,0,-.659
339,700,0,0,-.282
339,800,0,0,-.719
339,900,0,0,-.051
339,1000,0,0,.037
339,1100,0,0,-.082
339,1200,0,0,-.061
339,1300,0,0,-.018
339,1400,.002,.004,-.073
339,1500,.008,.012,-.073
339,1600,.008,.013,-.083
339,1700,.003,.005,-.088
339,1800,0,0,-.199
339,1900,0,0,-.165
339,2000,0,0,-.111
339,2100,0,0,-.105
339,2200,0,0,-.051
339,2300,0,0,-.01
340,0,0,0,-.005
340,100,0,0,-.029
340,200,0,0,-.073
340,300,0,0,-.114
340,400,0,0,-.138
340,500,0,0,-.294
340,600,0,0,-.386
340,700,0,0,-.392
340,800,0,0,-.29
340,900,0,0,-.242
340,1000,0,0,-.244
340,1100,0,0,-.272
340,1200,0,0,-.346
340,1300,0,0,-.295
340,1400,.001,.002,-.541
340,1500,.008,.008,-.45
340,1600,.008,.009,-.333
340,1700,.002,.003,-.278
340,1800,0,0,-.621
340,1900,0,0,-1.249
340,2000,0,0,-1.243
340,2100,0,0,-.923
340,2200,0,0,-.639
340,2300,0,0,-.318
341,0,0,0,-.366
341,100,0,0,-.342
341,200,0,0,-.613
341,300,0,0,-.837
341,400,0,0,-.408
341,500,0,0,-.235
341,600,0,0,-.529
341,700,0,0,-.249
341,800,0,0,-.166
341,900,0,0,-.193
341,1000,0,0,-.373
341,1100,0,0,-.192
341,1200,0,0,-.238
341,1300,0,0,-.276
341,1400,.003,.003,-.365
341,1500,.009,.009,-.395
341,1600,.011,.01,-.409
341,1700,.004,.004,-.332
341,1800,0,.003,-.4
341,1900,0,0,-.241
341,2000,0,0,-.306
341,2100,0,0,-.395
341,2200,0,0,-.398
341,2300,0,0,-.6
342,0,0,0,-.611
342,100,0,0,-.408
342,200,0,.001,-.397
342,300,0,.001,-.443
342,400,0,0,-.412
342,500,0,0,-.412
342,600,0,0,-.451
342,700,0,0,-.344
342,800,-.002,0,-.319
342,900,-.001,0,-.304
342,1000,0,0,-.335
342,1100,-.001,0,-.444
342,1200,0,0,-.544
342,1300,0,.002,-.564
342,1400,.003,.004,-.439
342,1500,.01,.01,-.411
342,1600,.01,.011,-.532
342,1700,.004,.004,-.478
342,1800,0,0,-.585
342,1900,0,0,-.552
342,2000,0,0,-.622
342,2100,0,0,-.63
342,2200,0,0,-.633
342,2300,0,.003,-.608
343,0,0,0,-.615
343,100,0,0,-.599
343,200,0,0,-.601
343,300,0,0,-.59
343,400,0,0,-.591
343,500,0,0,-.593
343,600,0,0,-.594
343,700,0,0,-.594
343,800,0,.002,-.592
343,900,0,.001,-.59
343,1000,0,0,-.582
343,1100,0,0,-.589
343,1200,0,0,-.586
343,1300,0,0,-.566
343,1400,.002,.003,-.558
343,1500,.011,.01,-.558
343,1600,.012,.01,-.561
343,1700,.004,.005,-.56
343,1800,0,.002,-.542
343,1900,0,0,-.548
343,2000,0,.002,-.565
343,2100,0,.002,-.588
343,2200,0,0,-.569
343,2300,0,0,-.565
344,0,0,0,-.583
344,100,0,0,-.587
344,200,0,0,-.559
344,300,0,0,-.598
344,400,0,0,-.636
344,500,0,.001,-.655
344,600,0,.003,-.666
344,700,0,.002,-.671
344,800,0,.002,-.678
344,900,0,.002,-.685
344,1000,0,.002,-.695
344,1100,0,.002,-.705
344,1200,0,.002,-.714
344,1300,0,.003,-.731
344,1400,.002,.003,-.74
344,1500,.009,.01,-.76
344,1600,.011,.01,-.77
344,1700,.003,.004,-.759
344,1800,0,.001,-.736
344,1900,0,0,-.732
344,2000,0,0,-.752
344,2100,0,0,-.769
344,2200,0,0,-.775
344,2300,0,0,-.793
345,0,0,0,-.812
345,100,0,0,-.815
345,200,0,0,-.815
345,300,0,0,-.783
345,400,0,0,-.772
345,500,0,0,-.778
345,600,0,0,-.78
345,700,0,0,-.77
345,800,0,.002,-.761
345,900,0,.001,-.754
345,1000,0,0,-.497
345,1100,0,0,-.272
345,1200,0,0,-.571
345,1300,0,0,-.339
345,1400,0,.002,-.082
345,1500,.007,.009,-.523
345,1600,.007,.007,-.579
345,1700,0,.002,-.805
345,1800,0,0,-.79
345,1900,0,0,-.766
345,2000,0,0,-.756
345,2100,0,0,-.772
345,2200,0,0,-.816
345,2300,0,0,-.872
346,0,0,0,-.922
346,100,0,0,-.918
346,200,0,0,-.771
346,300,0,0,-.634
346,400,0,0,-.511
346,500,0,0,-.558
346,600,0,0,-.715
346,700,0,0,-.535
346,800,0,0,-.81
346,900,0,0,-.993
346,1000,0,0,-.38
