day_of_year,hour,r1,r2,r3,NR
264,1100,1.302,1.326,.986,-1.957
264,1200,1.631,1.653,1.219,-.806
264,1300,1.526,1.549,1.139,-.491
264,1400,1.904,1.944,1.434,1.781
264,1500,1.686,1.731,1.279,1.75
264,1600,1.14,1.181,.889,.928
264,1700,.996,1.033,.778,.885
264,1800,.866,.898,.668,.578
264,1900,.573,.595,.439,-.553
264,2000,.152,.159,.119,-1.258
264,2100,.02,.021,.016,-1.877
264,2200,0,0,0,-.967
264,2300,0,0,0,-.495
265,0,0,0,0,-.097
265,100,0,0,0,-.417
265,200,0,0,0,-.527
265,300,0,0,0,-.634
265,400,0,0,0,-.577
265,500,0,0,0,-.277
265,600,0,0,0,-.181
265,700,0,0,0,-.128
265,800,.004,.004,.004,-.457
265,900,.07,.074,.063,-.679
265,1000,.229,.24,.205,-.308
265,1100,.488,.509,.433,-.003
265,1200,1.249,1.284,1.074,-1.143
265,1300,2.476,2.504,2.089,-2.049
265,1400,3.185,3.197,2.616,-2.274
265,1500,2.912,2.915,2.369,-2.146
265,1600,2.272,2.311,1.86,-.055
265,1700,1.478,1.513,1.234,-.126
265,1800,1.244,1.279,1.04,-.018
265,1900,1.284,1.291,.987,-2.183
265,2000,.374,.372,.264,-4.369
265,2100,.055,.056,.045,-3.484
265,2200,0,0,0,-4.327
265,2300,0,0,0,-2.801
266,0,0,0,0,-2.359
266,100,0,0,0,-2.051
266,200,0,0,0,-1.663
266,300,0,0,0,-1.445
266,400,0,0,0,-1.015
266,500,0,0,0,-1.202
266,600,0,0,0,-.939
266,700,0,0,0,-1.117
266,800,.005,.005,.004,-.802
266,900,.139,.146,.118,-1.447
266,1000,.647,.669,.534,-.299
266,1100,.957,.988,.795,.043
266,1200,1.526,1.568,1.271,1.28
266,1300,1.972,2.021,1.654,1.463
266,1400,1.908,1.961,1.622,1.532
266,1500,1.717,1.764,1.515,.972
266,1600,2.196,2.249,1.909,.992
266,1700,2.206,2.229,1.898,-1.475
266,1800,1.077,1.102,.942,-.505
266,1900,.487,.504,.431,-.14
266,2000,.165,.172,.151,-.314
266,2100,.015,.016,.015,-.556
266,2200,0,0,0,-.377
266,2300,0,0,0,-.205
267,0,0,0,0,-.527
267,100,0,0,0,-.643
267,200,0,0,0,-.423
267,300,0,0,0,-.594
267,400,0,0,0,-.481
267,500,0,0,0,-.344
267,600,0,0,0,-.204
267,700,0,0,0,-.237
267,800,.004,.005,.004,-.31
267,900,.122,.129,.116,-.104
267,1000,.374,.391,.358,-.042
267,1100,.754,.783,.711,-.069
267,1200,1.654,1.701,1.524,-.17
267,1300,1.328,1.367,1.225,-.534
267,1400,1.582,1.621,1.484,-.259
267,1500,2.193,2.225,2.034,-1.017
267,1600,1.982,2.017,1.843,-.425
267,1700,1.354,1.389,1.28,-.104
267,1800,1.126,1.151,1.059,-.326
267,1900,.831,.852,.782,-.42
267,2000,.159,.166,.155,-.425
267,2100,.017,.018,.017,-.532
267,2200,0,0,0,-.436
267,2300,0,0,0,-1.149
268,0,0,0,0,-3.404
268,100,0,0,0,-4.151
268,200,0,0,0,-4.094
268,300,0,0,0,-4.18
268,400,0,0,0,-4.077
268,500,0,0,0,-4.172
268,600,0,0,0,-4.236
268,700,0,0,0,-4.288
268,800,.006,.005,.005,-4.636
268,900,.136,.141,.131,-4.535
268,1000,.643,.66,.64,-4.83
268,1100,1.434,1.448,1.351,-4.764
268,1200,2.154,2.164,2.018,-4.887
268,1300,2.696,2.699,2.495,-4.785
268,1400,3.052,3.045,2.727,-4.382
268,1500,3.138,3.123,2.828,-4.718
268,1600,2.921,2.91,2.533,-3.979
268,1700,2.427,2.414,2.08,-4.237
268,1800,1.62,1.609,1.359,-4.306
268,1900,1.037,1.024,.793,-4.134
268,2000,.278,.272,.211,-4.258
268,2100,.012,.012,.012,-3.741
268,2200,0,0,0,-3.252
268,2300,0,0,0,-3.472
269,0,0,0,0,-3.212
269,100,0,0,0,-.046
269,200,0,0,0,-.091
269,300,0,0,0,-.075
269,400,0,0,0,-.045
269,500,0,0,0,-.05
269,600,0,0,0,-.111
269,700,0,0,.001,-.085
269,800,.002,.002,.002,-.183
269,900,.076,.079,.074,-.18
269,1000,.368,.38,.348,.014
269,1100,.571,.591,.534,.029
269,1200,.995,1.025,.918,.376
269,1300,1.326,1.369,1.233,.48
269,1400,1.722,1.773,1.593,.498
269,1500,1.674,1.726,1.572,.395
269,1600,1.462,1.509,1.392,.298
269,1700,1.023,1.057,.975,.209
269,1800,.645,.668,.618,.1
269,1900,.42,.436,.402,-.132
269,2000,.14,.145,.134,-.497
269,2100,.009,.01,.009,-.369
269,2200,0,0,0,-.358
269,2300,0,0,0,-.413
270,0,0,0,0,-.733
270,100,0,0,0,-.227
270,200,0,0,0,-.091
270,300,0,0,0,-.103
270,400,0,0,0,-.135
270,500,0,0,0,-.309
270,600,0,0,0,-.367
270,700,0,0,0,-.426
270,800,.002,.002,.002,-.21
270,900,.103,.108,.1,-.086
270,1000,.668,.687,.628,.128
270,1100,1.15,1.18,1.077,-.035
270,1200,1.323,1.357,1.241,-.15
270,1300,1.761,1.808,1.648,-.459
270,1400,2.422,2.489,2.236,-1.581
270,1500,1.874,1.931,1.744,-1.378
270,1600,2.389,2.454,2.228,-.857
270,1700,1.113,1.148,1.047,-.391
270,1800,.673,.705,.645,-.057
270,1900,.503,.531,.487,.006
270,2000,.135,.144,.132,-.352
270,2100,.007,.007,.007,-.303
270,2200,0,0,0,-.253
270,2300,0,0,0,-.197
271,0,0,0,0,-.138
271,100,0,0,0,-.119
271,200,0,0,0,-.137
271,300,0,0,0,-.211
271,400,0,0,0,-.273
271,500,0,0,0,-.221
271,600,0,0,0,-.181
271,700,0,0,0,-.094
271,800,.001,.001,.001,-.197
271,900,.086,.09,.083,-.234
271,1000,.322,.336,.312,-.055
271,1100,.716,.741,.687,-.099
271,1200,1.58,1.623,1.456,-1.404
271,1300,2.16,2.197,1.98,-2.946
271,1400,2.589,2.593,2.34,-5.086
271,1500,2.316,2.32,2.101,-4.6
271,1600,2.651,2.615,2.311,-7.59
271,1700,1.815,1.791,1.576,-5.537
271,1800,1.538,1.523,1.333,-3.135
271,1900,.734,.717,.612,-1.914
271,2000,.171,.168,.137,-1.682
271,2100,.006,.007,.007,-1.166
271,2200,0,0,0,-.177
271,2300,0,0,0,-.075
272,0,0,0,0,-.149
272,100,0,0,0,-.129
272,200,0,0,0,-.327
272,300,0,0,0,-.734
272,400,0,0,0,-1.902
272,500,0,0,0,-1.604
272,600,0,0,0,-1.177
272,700,0,0,0,-1.196
272,800,0,0,.002,-.681
272,900,.046,.049,.046,-.319
272,1000,.384,.4,.368,.018
272,1100,.617,.641,.593,.108
272,1200,1.135,1.171,1.077,-.127
272,1300,1.543,1.587,1.457,-.341
272,1400,1.771,1.82,1.673,-.391
272,1500,1.718,1.763,1.626,-.469
272,1600,1.509,1.551,1.434,-.298
272,1700,1.223,1.258,1.166,-.237
272,1800,1.295,1.318,1.206,-.851
272,1900,.443,.457,.424,-.071
272,2000,.105,.109,.102,-.161
272,2100,.003,.004,.004,-.204
272,2200,0,0,0,-.179
272,2300,0,0,0,-.324
273,0,0,0,0,-.262
273,100,0,0,0,-.294
273,200,0,0,0,-.61
273,300,0,0,0,-1.51
273,400,0,0,0,-1.228
273,500,0,0,0,-1.124
273,600,0,0,0,-1.333
273,700,0,0,0,-1.58
273,800,.001,0,0,-1.701
273,900,.073,.078,.074,-1.644
273,1000,.5,.535,.499,-1.309
273,1100,1.278,1.323,1.143,-1.19
273,1200,1.956,1.969,1.748,-2.669
273,1300,2.486,2.465,2.205,-5.311
273,1400,2.792,2.759,2.466,-9.13
273,1500,2.817,2.788,2.487,-11.38
273,1600,2.562,2.539,2.263,-10.39
273,1700,2.081,2.059,1.835,-7.65
273,1800,1.447,1.421,1.236,-3.913
273,1900,.673,.645,.542,-2.18
273,2000,.112,.109,.09,-2.025
273,2100,.002,.002,.002,-2.04
273,2200,0,0,0,-1.964
273,2300,0,0,0,-1.958
274,0,0,0,0,-1.722
274,100,0,0,0,-1.893
274,200,0,0,0,-2.102
274,300,0,0,0,-1.89
274,400,0,0,0,-1.879
274,500,0,0,0,-1.863
274,600,0,0,0,-1.726
274,700,0,0,0,-1.427
274,800,0,0,0,-1.754
274,900,.052,.055,.049,-1.809
274,1000,.35,.387,.329,-1.591
274,1100,.989,1.067,.885,-1.369
274,1200,1.805,1.811,1.62,-1.966
274,1300,2.363,2.343,2.109,-4.148
274,1400,2.662,2.635,2.355,-7.17
274,1500,2.695,2.663,2.373,-9.2
274,1600,2.476,2.449,2.175,-7.51
274,1700,2,1.975,1.749,-5.985
274,1800,1.38,1.352,1.168,-3.639
274,1900,.629,.599,.503,-2.971
274,2000,.114,.106,.087,-2.917
274,2100,.003,.002,.002,-3.035
274,2200,0,0,0,-3.015
274,2300,0,0,0,-3.008
275,0,0,0,-.001,-3.008
275,100,0,0,-.001,-2.992
275,200,0,0,-.001,-3.074
275,300,0,0,0,-3.086
275,400,0,0,0,-3.113
275,500,0,0,0,-3.152
275,600,0,0,0,-3.177
275,700,0,0,0,-3.238
275,800,0,0,0,-3.36
275,900,.045,.045,.043,-3.491
275,1000,.4,.397,.394,-3.947
275,1100,1.167,1.144,1.017,-3.651
275,1200,1.837,1.804,1.603,-3.41
275,1300,2.365,2.333,2.06,-3.222
275,1400,2.662,2.631,2.306,-3.388
275,1500,2.691,2.663,2.31,-3.922
275,1600,2.452,2.431,2.104,-4.299
275,1700,1.998,1.979,1.72,-4.067
275,1800,1.366,1.348,1.151,-4.469
275,1900,.59,.569,.457,-4.921
275,2000,.089,.084,.068,-4.403
275,2100,.001,0,0,-4.313
275,2200,0,0,0,-4.264
275,2300,0,0,0,-4.157
276,0,0,0,0,-4.201
276,100,0,0,0,-4.256
276,200,0,0,0,-4.366
276,300,0,0,0,-4.185
276,400,0,0,0,-4.138
276,500,0,0,0,-4.292
276,600,0,0,0,-4.411
276,700,0,0,0,-4.56
276,800,0,0,.001,-4.624
276,900,.036,.038,.035,-4.624
276,1000,.323,.343,.338,-5.036
276,1100,1.019,1.053,.988,-5.101
276,1200,1.673,1.706,1.567,-4.824
276,1300,2.171,2.202,1.962,-4.492
276,1400,2.47,2.494,2.17,-4.214
276,1500,2.518,2.535,2.168,-4.111
276,1600,2.298,2.311,1.951,-4.128
276,1700,1.854,1.86,1.566,-4.415
276,1800,1.236,1.234,.997,-4.668
276,1900,.502,.491,.384,-5.055
276,2000,.068,.066,.054,-4.817
276,2100,.001,0,0,-4.816
276,2200,0,0,0,-5.011
276,2300,0,0,0,-5.102
277,0,0,0,0,-5.072
277,100,0,0,0,-4.993
277,200,0,0,0,-4.142
277,300,0,0,0,-.954
277,400,0,0,0,-.248
277,500,0,0,0,-2.766
277,600,0,0,0,-3.357
277,700,0,0,0,-3.706
277,800,0,0,0,-3.444
277,900,.027,.029,.027,-3.928
277,1000,.257,.27,.252,-3.567
277,1100,.703,.728,.659,-2.524
277,1200,.895,.925,.834,-.209
277,1300,1.128,1.166,1.062,.566
277,1400,1.208,1.249,1.142,.347
277,1500,1.296,1.338,1.22,.395
277,1600,1.067,1.105,1.009,.403
277,1700,.871,.903,.826,.373
277,1800,.676,.7,.639,.426
277,1900,.233,.243,.223,.281
277,2000,.027,.028,.027,-.481
277,2100,0,0,.002,-1.013
277,2200,0,0,.002,-3.919
277,2300,0,0,0,-3.294
278,0,0,0,0,-3.468
278,100,0,0,0,-3.498
278,200,0,0,0,-3.821
278,300,0,0,0,-3.527
278,400,0,0,0,-1.377
278,500,0,0,0,-.857
278,600,0,0,0,-.718
278,700,0,0,.002,-.411
278,800,0,0,.001,-.7
278,900,.009,.009,.01,-.468
278,1000,.132,.137,.127,-.35
278,1100,.565,.585,.523,-2.641
278,1200,.706,.735,.65,-2.462
278,1300,.683,.707,.634,-1.541
278,1400,.786,.817,.747,-.284
278,1500,.569,.591,.556,.014
278,1600,.48,.5,.477,.07
278,1700,.532,.555,.527,.063
278,1800,.386,.403,.382,.038
278,1900,.147,.154,.148,-.012
278,2000,.02,.022,.022,-.131
278,2100,0,0,.001,-.438
278,2200,0,0,.002,-.491
278,2300,0,0,.002,-.157
279,0,0,0,0,-.488
279,100,0,0,0,-.67
279,200,0,0,0,-3.334
279,300,0,0,0,-4.415
279,400,0,0,.001,-2.653
279,500,0,0,.002,-2.38
279,600,0,0,0,-2.685
279,700,0,0,0,-1.715
279,800,0,0,0,-.689
279,900,.009,.01,.01,-1.215
279,1000,.125,.132,.123,-.907
279,1100,.409,.427,.396,-.195
279,1200,.715,.742,.688,-.075
279,1300,.804,.827,.741,.138
279,1400,.944,.959,.826,.269
279,1500,1.073,1.089,.871,.305
279,1600,.984,1.005,.789,-.287
279,1700,.553,.576,.495,.026
279,1800,.29,.304,.274,-.172
279,1900,.091,.096,.089,-.154
279,2000,.008,.009,.009,-.272
279,2100,0,0,0,-1.107
279,2200,0,0,0,-.523
279,2300,0,0,0,-.362
280,0,0,0,0,-.259
280,100,0,0,0,-.757
280,200,0,0,0,-1.188
280,300,0,0,0,-1.342
280,400,0,0,0,-.679
280,500,0,0,0,-.527
280,600,0,0,0,-1.116
280,700,0,0,.001,-.476
280,800,0,0,0,-.49
280,900,.005,.005,.005,-.451
280,1000,.09,.094,.088,-.245
280,1100,.352,.366,.334,-.172
280,1200,.721,.747,.678,-.15
280,1300,.853,.886,.804,-.141
280,1400,1.166,1.204,1.092,-.191
280,1500,1.285,1.324,1.198,-.211
280,1600,1.205,1.242,1.122,-.276
280,1700,.988,1.017,.92,-.377
280,1800,.7,.723,.657,-.224
280,1900,.299,.311,.285,-.254
280,2000,.027,.028,.026,-.472
280,2100,0,0,0,-.28
280,2200,0,0,0,-.268
280,2300,0,0,0,-.422
281,0,0,0,0,-1.373
281,100,0,0,.001,-1.305
281,200,0,0,0,-1.558
281,300,0,0,0,-.505
281,400,0,0,0,-.636
281,500,0,0,0,-.797
281,600,0,0,.001,-.576
281,700,0,0,0,-.572
281,800,0,0,0,-.115
281,900,.005,.005,.004,-.137
281,1000,.09,.095,.09,-.058
281,1100,.278,.293,.273,.021
281,1200,.541,.566,.528,.028
281,1300,.862,.895,.834,.021
281,1400,1.148,1.189,1.106,-.067
281,1500,.908,.942,.874,-.079
281,1600,.922,.95,.873,-.571
281,1700,.82,.847,.779,-.292
281,1800,.621,.643,.592,.051
281,1900,.215,.222,.206,-.431
281,2000,.02,.02,.019,-.705
281,2100,0,0,0,-1.475
281,2200,0,0,0,-2.204
281,2300,0,0,0,-.807
282,0,0,0,0,-.715
282,100,0,0,0,-.798
282,200,0,0,0,-1.549
282,300,0,0,0,-3.582
282,400,0,0,0,-3.278
282,500,0,0,0,-3.185
282,600,0,0,0,-3.16
282,700,0,0,0,-3.555
282,800,0,0,0,-3.86
282,900,.013,.013,.012,-4.207
282,1000,.165,.177,.182,-4.591
282,1100,.693,.727,.673,-4.764
282,1200,1.341,1.378,1.217,-4.603
282,1300,1.815,1.851,1.642,-4.628
282,1400,2.092,2.121,1.864,-4.74
282,1500,2.117,2.14,1.851,-4.59
282,1600,1.871,1.889,1.628,-4.486
282,1700,1.455,1.464,1.231,-4.461
282,1800,.828,.824,.693,-4.861
282,1900,.226,.221,.196,-4.402
282,2000,.018,.017,.015,-3.983
282,2100,0,0,0,-3.967
282,2200,0,0,0,-4.012
282,2300,0,0,0,-3.999
283,0,0,0,0,-4.031
283,100,0,0,0,-4.043
283,200,0,0,0,-4.003
283,300,0,0,0,-4.033
283,400,0,0,0,-3.899
283,500,0,0,0,-3.957
283,600,0,0,0,-3.927
283,700,0,0,0,-3.827
283,800,0,0,0,-3.719
283,900,.01,.011,.01,-3.745
283,1000,.171,.181,.175,-3.794
283,1100,.527,.555,.521,-4.314
283,1200,1.02,1.048,.888,-4.015
283,1300,1.838,1.872,1.593,-4.269
283,1400,2.116,2.145,1.894,-4.798
283,1500,2.071,2.09,1.825,-4.555
283,1600,1.833,1.848,1.571,-4.148
283,1700,1.385,1.393,1.16,-4.22
283,1800,.753,.747,.629,-4.686
283,1900,.13,.131,.117,-4.006
283,2000,.008,.007,.006,-3.956
283,2100,0,0,0,-3.743
283,2200,0,0,0,-3.683
283,2300,0,0,0,-3.672
284,0,0,0,0,-3.633
284,100,0,0,0,-3.552
284,200,0,0,0,-3.563
284,300,0,0,0,-3.719
284,400,0,0,0,-3.957
284,500,0,0,0,-4.188
284,600,0,0,0,-4.201
284,700,0,0,0,-4.275
284,800,0,0,0,-4.289
284,900,.007,.007,.007,-4.171
284,1000,.128,.136,.141,-4.326
284,1100,.609,.638,.621,-5.133
284,1200,1.279,1.312,1.152,-5.008
284,1300,1.756,1.786,1.561,-4.905
284,1400,2.027,2.05,1.775,-5.137
284,1500,2.049,2.064,1.762,-4.91
284,1600,1.834,1.845,1.551,-4.722
284,1700,1.417,1.421,1.163,-5.005
284,1800,.779,.768,.636,-5.76
284,1900,.195,.188,.162,-5.292
284,2000,.013,.012,.011,-4.999
284,2100,0,0,0,-4.9
284,2200,0,0,0,-4.8
284,2300,0,0,0,-4.655
285,0,0,0,0,-4.439
285,100,0,0,0,-4.438
285,200,0,0,0,-4.573
285,300,0,0,0,-4.703
285,400,0,0,0,-4.895
285,500,0,0,0,-4.907
285,600,0,0,0,-4.788
285,700,0,0,0,-4.687
285,800,0,0,0,-4.596
285,900,.006,.005,.006,-4.544
285,1000,.109,.116,.12,-4.678
285,1100,.542,.567,.553,-5.357
285,1200,1.204,1.232,1.064,-5.165
285,1300,1.669,1.695,1.464,-4.966
285,1400,1.663,1.683,1.443,-4.904
285,1500,1.177,1.191,1.023,-4.645
285,1600,.656,.667,.579,-4.496
285,1700,.87,.876,.729,-4.524
285,1800,.732,.72,.611,-4.836
285,1900,.184,.179,.157,-4.457
285,2000,.013,.012,.01,-4.408
285,2100,0,0,0,-4.559
285,2200,0,0,0,-4.575
285,2300,0,0,0,-4.5
286,0,0,0,0,-4.435
286,100,0,0,0,-4.338
286,200,0,0,0,-4.273
286,300,0,0,0,-4.172
286,400,0,0,0,-4.017
286,500,0,0,0,-3.962
286,600,0,0,0,-3.942
286,700,0,0,0,-3.893
286,800,0,0,0,-3.773
286,900,.004,.004,.005,-3.695
286,1000,.093,.097,.096,-3.65
286,1100,.49,.505,.48,-4.03
286,1200,1.149,1.169,.994,-3.644
286,1300,1.416,1.431,1.218,-3.675
286,1400,1.526,1.542,1.327,-2.757
286,1500,1.458,1.474,1.287,-1.762
286,1600,1.521,1.539,1.339,-1.557
286,1700,1.032,1.046,.911,-1.777
286,1800,.323,.332,.298,-3.106
286,1900,.098,.099,.089,-2.809
286,2000,.002,.002,.003,-2.991
286,2100,0,0,0,-3.615
286,2200,0,0,0,-3.744
286,2300,0,0,0,-3.662
287,0,0,0,0,-3.381
287,100,0,0,0,-3.21
287,200,0,0,0,-3.428
287,300,0,0,0,-3.552
287,400,0,0,0,-3.218
287,500,0,0,0,-3.181
287,600,0,0,0,-2.828
287,700,0,0,0,-2.811
287,800,0,0,0,-3.068
287,900,0,0,.002,-2.307
287,1000,.052,.055,.05,-2.581
287,1100,.294,.304,.273,-2.187
287,1200,.648,.67,.601,-.773
287,1300,.885,.908,.807,-.952
287,1400,1.038,1.066,.954,-.285
287,1500,.849,.876,.79,-.16
287,1600,.874,.9,.81,.086
287,1700,.756,.778,.695,-.359
287,1800,.317,.327,.293,-1.673
287,1900,.059,.061,.055,-2.444
287,2000,.001,0,.001,-2.362
287,2100,0,0,0,-2.54
287,2200,0,0,0,-2.456
287,2300,0,0,0,-2.537
288,0,0,0,0,-2.506
288,100,0,0,0,-1.699
288,200,0,0,0,-.401
288,300,0,0,0,.089
288,400,0,0,0,-.233
288,500,0,0,0,-.149
288,600,0,0,0,-.802
288,700,0,0,0,-.338
288,800,0,0,0,-.268
288,900,0,0,.001,-.314
288,1000,.03,.031,.03,-.088
288,1100,.179,.188,.174,-.075
288,1200,.555,.578,.527,.023
288,1300,.72,.746,.68,-.591
288,1400,.829,.86,.792,-.034
288,1500,.8,.831,.769,.062
288,1600,.855,.887,.816,-.103
288,1700,.406,.42,.386,-.624
288,1800,.299,.309,.283,-.99
288,1900,.085,.088,.079,-3.595
288,2000,.002,0,0,-3.522
288,2100,0,0,0,-2.993
288,2200,0,0,0,-3.87
288,2300,0,0,0,-4.018
289,0,0,0,0,-1.988
289,100,0,0,0,-3.47
289,200,0,0,0,-3.99
289,300,0,0,0,-2.669
289,400,0,0,0,-2.524
289,500,0,0,0,-2.818
289,600,0,0,0,-1.703
289,700,0,0,0,-3.612
289,800,0,0,0,-3.866
289,900,0,0,0,-4.184
289,1000,.06,.063,.058,-3.855
289,1100,.408,.425,.403,-3.8
289,1200,.765,.79,.714,-3.872
289,1300,.923,.944,.842,-3.215
289,1400,.901,.923,.825,-2.217
289,1500,1.209,1.234,1.109,-.929
289,1600,1.173,1.189,1.055,-2.151
289,1700,1.477,1.484,1.291,-2.777
289,1800,.697,.694,.634,-2.889
289,1900,.098,.098,.09,-3.564
289,2000,.001,0,0,-3.782
289,2100,0,0,0,-2.257
289,2200,0,0,0,-2.965
289,2300,0,0,0,-3.085
290,0,0,0,0,-3.261
290,100,0,0,0,-1.77
290,200,0,0,0,-.266
290,300,0,0,0,-.262
290,400,0,0,0,-.31
290,500,0,0,0,.384
290,600,0,0,0,-.264
290,700,0,0,0,.512
290,800,0,0,0,.536
290,900,0,0,0,.274
290,1000,.036,.038,.035,-.401
290,1100,.255,.264,.241,-.345
290,1200,.516,.53,.485,.209
290,1300,.96,.983,.891,.028
290,1400,.937,.953,.86,-1.387
290,1500,1.327,1.341,1.193,-1.721
290,1600,1.442,1.451,1.241,-4.49
290,1700,.975,.972,.835,-4.907
290,1800,.383,.379,.352,-4.34
290,1900,.049,.05,.045,-4.091
290,2000,.001,0,0,-4.256
290,2100,0,0,0,-4.282
290,2200,0,0,0,-4.318
290,2300,0,0,0,-4.24
291,0,0,0,0,-4.111
291,100,0,0,0,-4.181
291,200,0,0,0,-3.495
291,300,0,0,0,-2.679
291,400,0,0,0,-2.351
291,500,0,0,0,-3.144
291,600,0,0,0,-2.655
291,700,0,0,0,-2.3
291,800,0,0,0,-2.115
291,900,0,0,0,-2.421
291,1000,.028,.028,.026,-2.34
291,1100,.198,.205,.187,-.867
291,1200,.556,.571,.515,-.609
291,1300,.778,.8,.719,-.927
291,1400,.794,.813,.734,-1.015
291,1500,.925,.946,.853,-.685
291,1600,.75,.768,.695,-1.293
291,1700,.397,.409,.374,-.621
291,1800,.186,.192,.177,-.766
291,1900,.032,.033,.03,-.44
291,2000,0,0,0,-.776
291,2100,0,0,0,-.509
291,2200,0,0,0,-.286
291,2300,0,0,0,-1.792
292,0,0,0,0,-.897
292,100,0,0,0,-1.886
292,200,0,0,0,-3.786
292,300,0,0,0,-4.373
292,400,0,0,0,-3.83
292,500,0,0,0,-4.075
292,600,0,0,0,-4.128
292,700,0,0,0,-4.215
292,800,0,0,0,-4.172
292,900,.001,0,0,-4.039
292,1000,.031,.032,.03,-3.814
292,1100,.229,.235,.218,-3.682
292,1200,.652,.663,.616,-3.958
292,1300,1.054,1.067,.97,-4.441
292,1400,1.056,1.066,.959,-3.73
292,1500,1.326,1.331,1.19,-3.334
292,1600,.733,.74,.657,-3.197
292,1700,.478,.486,.439,-2.441
292,1800,.168,.173,.159,-1.92
292,1900,.016,.016,.017,-1.122
292,2000,-.001,-.002,0,-.725
292,2100,-.001,-.003,0,-.163
292,2200,-.002,-.004,-.002,-.097
292,2300,-.002,-.006,-.003,-.083
293,0,-.002,-.005,-.002,-.072
293,100,-.001,-.002,-.001,-.051
293,200,-.001,-.002,-.001,-.09
293,300,0,-.002,-.001,-.074
293,400,-.001,-.003,-.002,-.083
293,500,0,-.002,0,-.091
293,600,0,-.002,0,-.088
293,700,0,-.002,0,-.073
293,800,0,-.002,0,-.976
293,900,0,-.002,0,-.529
293,1000,.008,.008,.008,-.276
293,1100,.079,.082,.078,-.233
293,1200,.284,.295,.274,-.553
293,1300,.573,.595,.545,-1.353
293,1400,.909,.933,.849,-3.281
293,1500,.995,1.016,.924,-2.408
293,1600,.987,1.001,.885,-4.834
293,1700,.464,.47,.422,-5.151
293,1800,.148,.153,.143,-1.605
293,1900,.028,.029,.027,-1.4
293,2000,0,0,0,-.486
293,2100,0,0,0,-.23
293,2200,0,0,0,-.783
293,2300,0,0,0,-1.037
294,0,0,0,0,-.582
294,100,0,0,0,-3.588
294,200,0,0,0,-2.125
294,300,0,0,0,-.829
294,400,0,0,0,-3.419
294,500,0,0,0,-2.744
294,600,0,0,0,-3.43
294,700,0,0,0,-4.627
294,800,0,0,0,-4.503
294,900,0,0,0,-4.563
294,1000,.018,.018,.017,-4.54
294,1100,.15,.154,.148,-4.483
294,1200,.542,.559,.543,-4.998
294,1300,.839,.854,.765,-4.904
294,1400,.801,.815,.732,-3.792
294,1500,.829,.843,.762,-2.834
294,1600,.835,.845,.757,-2.982
294,1700,.865,.86,.765,-4.284
294,1800,.319,.313,.291,-3.58
294,1900,.028,.027,.026,-3.182
294,2000,0,0,0,-3.005
294,2100,0,0,0,-3.057
294,2200,0,0,0,-3.809
294,2300,0,0,0,-3.837
295,0,0,0,0,-3.773
295,100,0,0,0,-3.639
295,200,0,0,0,-3.517
295,300,0,0,0,-3.574
295,400,0,0,0,-3.566
295,500,0,0,0,-3.847
295,600,0,0,0,-3.717
295,700,0,0,0,-3.668
295,800,0,0,0,-3.478
295,900,0,0,0,-3.355
295,1000,.017,.017,.015,-2.901
295,1100,.239,.242,.208,-1.795
295,1200,.352,.354,.329,-.126
295,1300,.589,.593,.545,-.629
295,1400,.963,.981,.884,-.384
295,1500,.765,.779,.716,.411
295,1600,.567,.582,.539,.311
295,1700,.365,.377,.349,.163
295,1800,.153,.157,.146,-.168
295,1900,.011,.012,.012,.002
295,2000,0,0,0,-.141
295,2100,0,0,0,-.389
295,2200,0,0,0,-.741
295,2300,0,0,0,-.603
296,0,0,0,0,-1.129
296,100,0,0,0,-2.027
296,200,0,0,0,-2.316
296,300,0,0,-.001,-2.103
296,400,0,0,0,-2.22
296,500,0,0,0,-2.174
296,600,0,0,0,-2.543
296,700,0,0,0,-3.116
296,800,0,0,0,-3.211
296,900,0,0,0,-3.311
296,1000,.008,.009,.008,-3.119
296,1100,.096,.095,.089,-3
296,1200,.281,.28,.258,-2.649
296,1300,.528,.528,.484,-1.881
296,1400,.681,.693,.626,-1.611
296,1500,.439,.451,.413,-1.665
296,1600,.526,.544,.506,.299
296,1700,.363,.376,.35,.118
296,1800,.122,.127,.119,.19
296,1900,.008,.007,.008,.036
296,2000,0,0,0,.01
296,2100,0,0,0,-.045
296,2200,0,0,0,-.151
296,2300,0,0,0,-.07
297,0,0,0,0,0
297,100,0,0,0,0
297,200,0,0,0,.006
297,300,0,0,0,-.004
297,400,0,0,0,-.05
297,500,0,0,0,-.067
297,600,0,0,0,-.277
297,700,0,0,0,-.16
297,800,0,0,0,-.78
297,900,0,0,0,-.958
297,1000,.006,.006,.006,-1.814
297,1100,.064,.067,.063,-2.011
297,1200,.208,.216,.201,-2.352
297,1300,.438,.452,.412,-2.306
297,1400,.582,.598,.541,-2.522
297,1500,.632,.656,.601,-.75
297,1600,.472,.49,.45,-1.022
297,1700,.276,.284,.26,-1.428
297,1800,.111,.115,.107,-1.304
297,1900,.01,.01,.009,-3.234
297,2000,0,0,0,-2.291
297,2100,0,0,0,-3.213
297,2200,0,0,0,-3.678
297,2300,0,0,0,-3.414
298,0,0,0,0,-3.284
298,100,0,0,0,-3.302
298,200,0,0,0,-3.226
298,300,0,0,0,-3.215
298,400,0,0,0,-3.031
298,500,0,0,0,-1.993
298,600,0,0,0,-.17
