day_of_year,hour,VW1,TA1,TA2,RH1,VW2,TA1_max,TA2_max,RH1_max,VW1_min,TA1_min,TA2_min,RH1_min,DW1,unkw
235,900,7.48,2.7,-6.083,71.5,7.87,2.943,-5.876,72.1,6.899,2.389,-6.347,71.2,111.1,87.2
235,1200,8.08,3.955,-5.314,71.7,8.56,4.88,-4.672,72.3,7.67,2.873,-6.111,71.1,117.1,87.5
235,1500,7.46,7.31,-2.769,72.6,7.83,9.29,-1.103,73.5,6.79,4.775,-4.768,72.2,117.7,87.1
235,1800,6.519,9.94,-.384,74.5,7.32,10.52,.157,76,5.634,9.16,-1.113,73.1,116.6,86.3
235,2100,6.166,9.42,-.733,76.9,6.871,10.42,.09,77.7,5.429,7.9,-1.969,75.2,110.5,85.6
236,0,6.85,5.652,-3.767,77.2,8.24,7.66,-2.169,78,5.854,3.77,-5.282,76.6,102.8,85.1
236,300,8.21,2.526,-6.26,77,9.28,3.425,-5.551,77.4,7.24,1.661,-6.871,76.6,110.5,84.2
236,600,8.98,1.795,-6.837,77.1,9.93,2.769,-6.062,77.9,8.12,.693,-7.57,76.4,99.1,83.3
236,900,9.18,1.095,-7.3,75.7,10.73,2.182,-6.6,77.4,8.37,.312,-7.87,72.5,113.3,82.6
236,1200,10.3,4.659,-4.794,76.1,11.42,7.61,-2.483,80.5,8.69,2.147,-6.476,71.6,123.5,81.8
236,1500,8.42,10.54,.076,86,9.19,11.96,1.483,92.5,6.545,7.85,-2.498,81.5,154.6,80.8
236,1800,4.641,12.1,1.671,95.2,5.701,12.36,1.924,95.7,4.185,11.89,1.473,93.5,143.1,80
236,2100,4.657,12.45,2.002,95,5.209,12.67,2.293,95.6,3.81,12.29,1.808,94.4,137.4,79.1
237,0,5.241,12.2,1.975,93.9,6.457,12.42,2.113,95,3.995,11.88,1.695,93,143.3,78.3
237,300,5.255,11.27,.975,96.9,6.158,11.81,1.657,99.6,4.479,10.78,.538,93.8,145.2,77.8
237,600,4.569,11.45,1.051,101.6,4.991,11.58,1.14,102.7,4.094,11.37,.959,99.8,142.7,77.1
237,900,5.202,11.58,1.17,102.8,6.005,11.72,1.278,102.8,4.201,11.44,1.083,102.7,144.7,76.4
237,1200,4.966,11.9,1.431,101.1,5.531,12.09,1.616,102.7,4.498,11.68,1.235,99.2,148,76
237,1500,5.222,12.14,1.687,98.8,5.856,12.33,1.896,99.1,4.548,11.92,1.495,98.4,149.4,76.2
237,1800,4.268,11.97,1.528,98,4.919,12.26,1.787,98.9,3.098,11.61,1.114,97.5,159.8,77.1
237,2100,2.859,11.45,.968,99.9,3.431,11.54,1.053,100.3,2.452,11.26,.819,99.2,127,77.9
238,0,3.164,11.49,1.133,100.5,3.795,11.68,1.316,100.9,2.655,11.3,1,99.7,97.3,77.3
238,300,4.534,12.11,1.803,97.2,5.646,12.61,2.271,99.5,3.554,11.61,1.268,95.6,103.8,75.3
238,600,5.65,11.7,1.639,93.9,6.987,12.13,2.067,95.1,4.775,11.41,1.379,92.1,110.6,73
238,900,6.877,12.06,1.959,91,7.63,12.89,2.839,92.1,6.025,11.41,1.269,89.9,131.2,70.7
238,1200,7.33,13.24,3.171,89.6,8.01,13.51,3.455,90.1,6.76,12.92,2.76,88.8,139.2,70.2
238,1500,6.002,12.82,2.613,92.2,7.28,13.02,2.829,95.4,4.913,12.57,2.33,90.4,148.9,69.8
238,1800,6.343,11.97,1.608,98,8.01,12.64,2.426,100.2,5.275,11.47,1.047,95.5,163.1,71.2
238,2100,4.997,11.44,.982,100.6,5.588,11.57,1.138,100.9,4.305,11.33,.891,100.2,151.9,73.2
239,0,3.623,11.23,.758,101.1,4.151,11.33,.872,101.4,3.014,11.09,.625,100.9,149.7,74.2
239,300,2.775,10.93,.443,101.5,3.134,11.13,.639,101.6,1.855,10.65,.168,101.4,153.9,75
239,600,1.184,10.58,.148,101.6,1.945,10.65,.183,101.6,0,10.48,.124,101.5,149.2,75
239,900,.442,10.81,.296,101.4,2.778,11.48,.96,101.5,0,10.51,.125,101.1,121.5,75
239,1200,2.899,11.8,1.307,98.5,3.481,12.23,1.674,100.7,2.26,11.48,1.084,95.3,107.1,74.5
239,1500,3.033,12.25,1.8,91.7,4.184,12.5,2.149,94.3,2.28,11.68,1.167,90.5,126.1,74.6
239,1800,3.36,12.21,1.789,92.9,4.405,13.08,2.467,94.8,2.358,11.74,1.297,91.7,171.4,74.8
239,2100,3.873,11.66,1.175,94.7,4.771,12.05,1.565,95.3,3.121,11.43,.96,93.6,140.7,75.5
240,0,5.357,11.11,.69,93.7,6.221,11.43,1.009,94.8,4.643,10.85,.424,93.4,151.2,75.8
240,300,6.206,10.78,.371,94.6,6.722,10.96,.596,95.3,5.672,10.58,.215,93.5,138.9,75.9
240,600,6.002,9.94,-.276,92.7,6.617,10.72,.344,93.6,5.302,9.51,-.663,91.4,137.9,75.6
240,900,7.12,9.94,-.329,89.5,8.17,10.41,-.009,91.5,5.541,9.23,-.839,85.5,125.3,75.7
240,1200,8.26,10.53,.157,84.5,9.39,11.61,1.13,85.7,7.01,9.3,-.872,83.2,143,74.6
240,1500,10.56,11.74,1.273,80,12.38,12.41,1.869,83.5,8.78,11.23,.844,76.8,129.2,74
240,1800,10.01,11.77,1.32,80.1,12.13,12.32,1.856,82.9,8.4,11.29,.855,76.9,141.8,71.7
240,2100,8.26,12.23,1.823,82.7,9.26,12.52,2.033,83.4,7.26,11.67,1.417,82,132.8,70.5
241,0,8.71,11.17,.89,82.4,9.63,11.7,1.38,83.6,7.68,10.3,.105,81.4,130,69.84
241,300,6.823,11.72,1.335,87.7,8.6,12.34,1.889,91.4,5.8,10.26,.076,84.2,142.5,69.38
241,600,5.265,11.66,1.225,94.6,6.347,12.13,1.698,99.1,4.358,10.96,.462,91.5,153.6,69.56
241,900,4.62,9.59,-.93,100.2,5.255,10.54,.152,100.4,4.208,9.02,-1.388,99.4,185.1,71.9
241,1200,4.917,9.05,-1.471,100,5.414,9.16,-1.403,100.3,4.526,8.89,-1.536,99.7,193.7,74.1
241,1500,4.535,9.4,-1.365,99.1,5.207,9.82,-1.193,99.6,4.164,9.13,-1.556,98.6,195.2,76
241,1800,3.729,9.51,-1.621,98.4,4.487,9.95,-1.298,98.6,3.109,9.02,-1.987,98.2,202.4,77.5
241,2100,3.119,8.32,-2.299,98.6,3.499,9.19,-1.934,98.8,2.52,7.6,-2.887,98.5,209.7,78.6
242,0,2.323,7.12,-3.11,98.9,2.607,7.6,-2.92,99,1.923,6.849,-3.271,98.7,174.5,79.2
242,300,2.116,6.891,-3.231,98.9,3.087,7.02,-3.141,99,1.232,6.744,-3.295,98.9,195.6,79.2
242,600,1.288,6.537,-3.501,98.8,1.958,6.849,-3.28,98.9,.944,6.4,-3.584,98.7,175.7,78.6
242,900,1.613,4.979,-3.891,98.6,2.2,6.193,-3.622,98.8,1.081,3.011,-4.473,98.4,129.6,77.9
242,1200,1.191,6.373,-3.348,98.1,2.009,7.68,-2.647,98.5,.388,4.326,-4.11,97.6,151.3,77.1
242,1500,2.248,7.9,-2.461,96.7,3.216,8.78,-1.747,97.7,1.238,7.05,-3.17,95.6,148,76.1
242,1800,3.104,7.45,-2.744,94.3,3.641,7.91,-2.36,95.2,2.167,6.942,-3.151,93.6,143.7,75.2
242,2100,2.845,5.836,-3.964,95.8,3.409,6.494,-3.194,97.6,2.162,5.286,-4.442,94.7,140.4,74.6
243,0,2.805,5.219,-4.275,98.2,3.213,5.912,-3.81,98.6,2.509,4.324,-4.666,97.7,142.2,73.9
243,300,3.354,4.968,-4.649,98.4,3.817,5.849,-4.12,98.6,2.988,3.84,-5.142,98.2,156.9,73.2
243,600,5.336,4.387,-5.302,97,6.363,5.675,-4.366,98.5,3.954,3.046,-6.411,94.9,124.1,72.7
243,900,5.732,2.039,-6.871,92.1,6.476,3.946,-5.738,95.5,5.03,.104,-7.99,89.4,119.8,72
243,1200,7.32,2.206,-6.754,86.1,8.07,2.908,-6.273,88.3,6.645,1.281,-7.37,85.2,120.4,71.6
243,1500,7.11,4.357,-5.336,85.3,7.86,5.082,-4.845,85.6,6.533,2.631,-6.505,85.1,132.6,71.5
243,1800,6.422,5.426,-4.414,84.8,7.19,5.596,-4.128,85.3,5.75,4.978,-4.864,84.1,131.5,71.4
243,2100,6.533,4.424,-5.131,81.9,7.22,5.594,-4.325,84.4,5.913,2.729,-6.268,78.7,117.1,71.3
244,0,7.43,-.249,-8.31,79,8.23,2.453,-6.469,80.8,6.927,-2.319,-9.7,77.9,116.6,70.9
244,300,7.5,-2.526,-9.85,80.2,8.4,-1.766,-9.35,80.5,6.73,-3.568,-10.47,79.8,101.9,69.75
244,600,7.49,-3.683,-10.56,79.1,7.91,-3.049,-10.21,80,6.993,-4.505,-11.04,78.3,99.4,68.95
244,900,7.85,-3.874,-10.68,78.3,8.36,-2.669,-10.05,79,7.2,-4.956,-11.3,77.6,100.4,68.74
244,1200,7.83,-.487,-8.59,78.3,8.32,.727,-7.61,78.9,7.08,-2.461,-9.95,76.7,101.8,68.02
244,1500,7.07,3.279,-5.901,75.7,7.5,5.43,-4.307,77.9,6.669,.9,-7.59,73.5,122,67.34
244,1800,6.177,6.379,-3.451,74.9,6.778,7.04,-3.007,76.9,5.47,5.635,-4.182,73.5,140.1,67.51
244,2100,5.34,6.473,-3.289,80.1,5.979,7.22,-2.829,81.2,4.77,5.284,-4.046,77.4,119.2,67.48
245,0,6.318,4.051,-4.998,79.1,7.22,5.181,-4.205,80.2,5.211,3.01,-5.86,77.2,115.9,67.3
245,300,6.929,3.507,-5.499,80,8.5,4.984,-4.458,83.1,5.03,1.419,-6.85,75.9,118,66.54
245,600,7.89,3.877,-5.285,82.1,8.32,4.915,-4.589,82.7,7.59,3.081,-5.817,81.5,121.3,66.05
245,900,7.41,5.072,-4.255,81.9,7.81,8.03,-2.037,82.6,6.935,3.22,-5.622,81.4,125.6,66.03
245,1200,7.96,8.28,-1.873,81.3,8.54,8.51,-1.641,82.3,7.19,7.93,-2.143,80.5,131.3,66.19
245,1500,6.608,9.33,-1.043,80.2,8.02,10.05,-.449,81,4.879,8.33,-1.875,79.1,138.8,66.33
245,1800,4.637,10.74,.295,85,5.671,11.36,.864,92.3,3.344,10.05,-.408,80.7,140.4,66.79
245,2100,4.654,11.32,.789,94.7,5.992,11.77,1.221,96,2.67,10.92,.447,92.3,140.3,67.69
246,0,2.869,10.11,-.15,93.2,3.82,10.88,.433,95.9,1.857,8.64,-1.427,90.9,147.3,68.9
246,300,2.457,7.64,-2.613,98.3,3.888,8.43,-1.656,100,1.339,7.06,-3.136,92.3,200,70.7
246,600,2.298,6.593,-3.519,99.4,2.959,7.02,-3.189,99.6,1.789,5.985,-3.989,99.2,169.4,72.3
246,900,2.468,5.945,-4.025,99,3.012,6.123,-3.926,99.1,2.101,5.813,-4.1,98.9,151.8,74
246,1200,2.731,6.095,-3.817,98.5,3.543,6.641,-3.483,98.9,2.156,5.916,-3.921,98,151.3,75.4
246,1500,3.415,8.32,-2.164,96,4.155,9.81,-.945,98.2,2.691,7.13,-3.122,91.9,155.6,76.1
246,1800,2.946,8.69,-1.355,88.9,3.784,9.54,-.661,92.9,2.194,7.8,-1.95,82.5,129.2,76.3
246,2100,4.57,7.12,-2.63,83.2,5.406,8.35,-1.698,84.6,3.872,5.489,-3.775,81.9,144.9,77.2
247,0,5.413,3.823,-5.042,85.7,6.626,4.972,-4.065,86.5,3.703,3.423,-5.398,84.9,130.2,78.8
247,300,7.23,3.922,-5.13,84.5,8.17,4.361,-4.711,85.2,6.275,3.703,-5.298,83.2,127.4,79.2
247,600,7.9,4.954,-4.312,83,8.38,5.677,-3.685,83.5,7.28,4.154,-4.909,82.3,123.4,79.5
247,900,7.59,6.918,-2.722,84.3,8.45,8.03,-1.789,85,7.1,5.4,-3.979,83.1,125.9,79.9
247,1200,8.78,8.38,-1.533,84.1,9.38,9.51,-.623,84.7,8.3,7.34,-2.33,83.4,129.4,79.6
247,1500,8.43,9.75,-.459,83.2,9.64,10.57,.377,84,7.18,9.23,-.968,81.8,127,79.4
247,1800,7.75,11.29,1.003,83.9,8.45,11.74,1.431,84.5,6.288,10.54,.276,83.5,137.3,78.2
247,2100,7.51,10.66,.497,82.7,8.66,11.63,1.31,84.5,6.184,9.49,-.513,81.2,142.5,78
248,0,8.02,8.42,-1.449,81.9,9.37,9.26,-.659,82.7,7.06,7.43,-2.173,80.2,127.3,77.3
248,300,8.23,7.19,-2.449,81.6,9.38,7.68,-1.976,82.6,7.3,6.503,-3.016,80.9,133.2,75.9
248,600,8.96,9.49,-.608,83.4,10.1,10.34,.126,84.6,7.45,7.92,-1.947,82,140.6,74.7
248,900,8.49,10.53,.275,81.8,9.78,11.24,.893,83.6,7.02,9.54,-.437,79.2,144.1,74.4
248,1200,8.19,9.11,-1.007,77.3,9.24,10.82,.535,79.5,6.93,7.5,-2.378,73.4,136.7,74.3
248,1500,8.99,7.67,-2.421,73.6,10.14,8.51,-1.747,75,7.62,6.534,-3.29,72.3,151.6,73.2
248,1800,9.66,8.45,-1.718,72.8,10.44,8.98,-1.336,73.3,8.6,7.85,-2.254,71.8,160,72.8
248,2100,10.38,7.3,-2.627,74.9,11.92,8.54,-1.661,79.7,8.42,5.776,-3.829,71.7,148.6,73.2
249,0,10.75,4.524,-4.847,80.6,11.78,5.878,-3.878,82.4,8.57,3.426,-5.669,79.8,145.2,74
249,300,8.38,5.357,-4.446,88,9.31,6.126,-3.912,93.9,7.15,3.911,-5.503,82.8,142.4,74
249,600,7.52,6.225,-3.826,96.4,7.93,6.436,-3.661,98.3,6.986,6.126,-3.917,93.7,154.9,73.4
249,900,7.07,6.205,-3.859,98.5,7.58,6.505,-3.656,98.8,6.551,5.952,-4.081,98.3,166,73.2
249,1200,6.909,6.353,-3.701,98.3,7.24,6.677,-3.459,98.5,6.559,6.09,-3.921,98.1,163.9,72.6
249,1500,6.796,6.924,-3.184,98,7.63,7.4,-2.709,98.1,5.786,6.539,-3.555,97.8,174.2,71.6
249,1800,4.837,7.68,-2.77,98,6.275,8.06,-2.465,98.2,3.346,7.36,-3.05,97.9,196,71.4
249,2100,4.339,6.436,-3.779,98.3,5.304,7.61,-2.983,98.6,3.583,4.635,-5.079,98,236.2,72.5
250,0,5.81,3.683,-5.825,98.1,7.39,4.358,-5.279,98.3,4.82,2.008,-7.1,97.6,231.5,74.5
250,300,7.06,1.65,-7.32,97.5,7.89,2.043,-7.06,97.6,6.046,.9,-7.79,97.2,230.2,76.4
250,600,4.731,1.098,-7.69,97.3,7.16,1.524,-7.47,97.4,3.12,.831,-7.84,97.2,191,78.4
250,900,3.311,1.254,-7.61,97.3,4.549,1.489,-7.44,97.4,2.24,1.004,-7.74,97.2,169.1,80.4
250,1200,2.808,2.162,-6.962,97.4,3.563,2.943,-6.465,97.5,2.326,1.628,-7.35,97.3,158.1,82.9
250,1500,2.798,2.711,-6.347,97,3.383,3.6,-5.914,97.5,2.097,-1.28,-8.08,93.8,101.7,84.5
250,1800,4.495,-3.027,-9.78,88.3,5.545,-1.763,-8.8,93.4,3.033,-3.525,-10.18,82.4,90,84.3
250,2100,6.686,-3.445,-10.21,78.2,8.46,-2.903,-9.68,82.2,4.459,-4.6,-10.98,76.6,99.6,84.7
251,0,7.96,-6.5,-12.07,77.1,9.18,-5.015,-11.18,78.3,6.787,-7.79,-12.82,76.3,95.1,83.3
251,300,10.88,-5.494,-11.62,79.1,12.55,-4.367,-10.99,79.7,9.01,-7.21,-12.64,78.1,101.6,81.1
251,600,13.67,-5.812,-11.92,80.1,14.37,-4.991,-11.45,80.7,12.29,-6.622,-12.43,79.5,112.2,78.5
251,900,11.46,-4.491,-11.04,79.5,13.83,-3.05,-10.16,80,9.55,-5.651,-11.82,78.7,128.7,76.2
251,1200,9.6,-1.496,-9.06,78.6,11.15,.554,-7.75,79.3,7.86,-3.12,-10.05,77.7,113.3,74.9
251,1500,7.5,3.293,-5.855,79.4,8.92,6.052,-3.776,81.4,5.776,.762,-7.62,78.1,121.9,73.1
251,1800,4.307,7.03,-2.842,83.9,5.955,7.81,-2.178,86,1.665,6.396,-3.478,81.2,172,72.1
251,2100,.903,5.152,-5.034,83.4,1.828,9.63,-2.714,85.6,0,2.555,-6.753,80,237.2,74.8
252,0,2.241,-1.166,-8.54,94.2,2.79,1.108,-7.6,98.3,1.395,-5.22,-9.66,86.2,161.5,79.4
252,300,4.532,1.241,-7.55,97.3,6.054,1.904,-7.1,97.9,2.015,-.381,-8.39,96.5,161.5,84.3
252,600,5.616,2.351,-6.793,96.1,6.77,2.839,-6.427,97.5,4.735,1.108,-7.7,91.8,143.3,87.1
252,900,8.14,-1.207,-8.86,87.2,11.32,2.216,-6.728,90.9,6.066,-4.608,-11.12,83.7,111.7,88
252,1200,9.46,-1.063,-8.86,83.1,10.88,2.39,-6.654,84.3,8.35,-4.643,-11.23,80.9,120.2,86.8
252,1500,8.88,3.643,-5.632,83.9,9.35,5.432,-4.201,85.2,8.18,2.008,-6.817,82,112,85.5
252,1800,8.09,6.517,-3.207,79.6,8.92,7.46,-2.475,81.9,7.3,5.258,-4.298,77.4,126.7,84.8
252,2100,6.511,7.93,-2.018,83.4,7.6,8.4,-1.742,85.9,5.602,7.39,-2.398,80.6,143.6,85.3
253,0,7.07,8.05,-1.978,88.9,7.94,8.64,-1.527,90,6.362,7.5,-2.354,86.2,142.4,85.5
253,300,7.41,9.43,-.813,89.7,8.25,10.44,.036,91.6,6.857,8.4,-1.803,87.5,148.6,84.5
253,600,6.251,10.09,-.176,87.2,6.775,10.41,.115,89.5,4.899,9.75,-.462,85.9,147.3,84.4
253,900,5.272,9.82,-.413,90.7,6.145,10.3,.055,93.2,4.499,9.34,-.791,88,153.1,85.1
253,1200,5.337,10.75,.535,92,6.851,11.82,1.55,92.9,3.577,10.06,-.004,91,142.7,85.1
253,1500,6.432,12.33,1.995,95.4,7.13,12.85,2.547,96.2,5.68,11.37,1.016,93.1,156.2,84
253,1800,6.008,12.36,2.037,96.8,6.553,12.64,2.33,98.3,5.266,11.99,1.639,96.1,167,83.5
253,2100,5.322,11.83,1.414,97.5,6.222,12.2,1.788,99,4.092,11.26,.763,95,153.9,84.6
254,0,4.713,10.98,.448,98.9,5.393,11.2,.701,99.6,3.817,10.89,.343,97.5,148.2,86.2
254,300,4.298,11.2,.711,98.6,5.127,11.48,.959,99.5,3.74,11.06,.482,97.9,143.4,86.9
254,600,4.849,11.3,.852,99.1,5.728,11.68,1.275,99.8,4.11,10.99,.549,98,149.5,87.3
254,900,4.519,11.4,.925,99.4,5.46,11.75,1.265,99.8,3.962,11.13,.683,98.2,141.6,87.1
254,1200,5.064,12,1.63,97,6.143,12.34,1.932,98.1,4.131,11.61,1.246,96.2,134.6,85.8
254,1500,4.101,12.67,2.315,95.2,5.035,12.89,2.469,96.1,2.984,12.37,2.004,94.7,136.7,84.4
254,1800,3.153,12.38,2.108,97.3,4.031,12.67,2.407,98.1,1.825,12.19,1.834,95.4,121.3,83.3
254,2100,2.373,11.79,1.563,98.3,2.717,12.26,1.867,98.5,1.616,11.5,1.229,98.1,136.5,83.4
255,0,2.289,11.41,1.124,98.8,2.839,11.54,1.21,99.1,1.813,11.33,1.039,98.4,130.3,83.6
255,300,2.652,11.41,1.154,99.1,3.193,11.58,1.274,99.3,1.872,11.23,1.016,99,120.4,83
255,600,2.931,11.66,1.356,98.4,3.682,11.89,1.517,98.9,2.269,11.37,1.102,98.2,129.7,82
255,900,3.206,11.78,1.517,97.9,4.056,11.85,1.627,98.3,2.456,11.72,1.399,97.4,120.3,81.1
255,1200,3.802,11.99,1.742,97.2,4.37,12.23,2.161,97.4,2.93,11.85,1.546,96.5,107.9,79.2
255,1500,3.836,12.74,2.733,93.9,4.933,13.36,3.457,96.2,2.876,12.2,2.18,92.4,103.9,76.2
255,1800,3.764,12.71,3.064,92.5,4.537,13.22,3.595,93.4,2.897,12.26,2.577,91.6,93.4,72.5
255,2100,4.053,12.69,2.861,92.9,5.495,13.26,3.894,96.9,3.308,12.23,1.958,90.8,138.8,69.86
256,0,4.111,11.65,1.348,97.8,5.25,12.26,2.126,98.5,2.938,9.99,-.491,97.3,223.4,70.3
256,300,1.399,8.5,-1.85,98.2,3.599,9.78,-.678,98.5,.478,7.57,-2.7,97.9,222.4,72.1
256,600,.738,7.63,-2.611,97.9,2.349,7.78,-2.474,98,0,7.44,-2.805,97.9,222.9,74.5
256,900,1.431,7.03,-3.086,97.9,2.846,7.57,-2.603,98,0,6.608,-3.516,97.8,224.7,76.5
256,1200,2.068,6.888,-3.218,97.6,2.381,7.37,-2.675,97.8,1.755,6.539,-3.555,97.4,222.7,77.6
256,1500,2.557,8.43,-1.734,95.2,3.668,9.33,-.959,97.3,2.023,7.57,-2.565,91.3,75.1,77.5
256,1800,3.68,9.61,-.618,90.3,4.553,10.09,-.248,91.5,2.601,7.53,-1.838,88.8,34.13,77.5
256,2100,3.502,4.263,-2.366,84.7,3.945,7.91,-1.681,88.7,3.145,-1.071,-3.42,81.6,47.4,77.8
257,0,4.343,-4.804,-8.96,88,4.904,1.763,-5.925,89.7,3.322,-7.38,-11.64,84.2,71.4,78.6
257,300,4.907,-9.56,-12.55,88.5,5.495,-5.649,-10.26,90.5,4.267,-11.13,-13.76,87.5,77.3,78.8
257,600,4.865,-8.65,-12.28,87.5,5.155,-7.14,-11.15,88.5,4.569,-9.61,-12.86,86.6,88.4,79.3
257,900,5.214,-6.309,-11.57,86.7,5.463,-5.062,-11.19,87.8,4.803,-7.94,-12.09,85.3,88.7,79.5
257,1200,6.368,-3.307,-10.1,84.5,7.28,-1.247,-9.05,85.6,5.258,-5.479,-11.18,83.9,98.9,79.5
257,1500,6.859,1.997,-6.811,84.4,7.52,4.497,-4.899,84.8,6.036,-1.005,-8.88,84,95.1,78.7
257,1800,6.921,5.526,-4.062,83.8,7.63,5.941,-3.766,84.2,6.274,4.736,-4.714,83.2,103.4,77.4
257,2100,8.24,4.976,-4.521,82.5,9.16,5.837,-3.833,83.1,7.35,3.801,-5.384,82.1,101,76.2
258,0,8.82,2.802,-6.118,82.4,9.24,3.836,-5.413,82.8,8.35,2.319,-6.361,81.8,111.3,74.8
258,300,9.05,.373,-7.89,81.9,9.5,2.285,-6.431,82.6,8.35,-.554,-8.59,81.2,97.3,73.5
258,600,7.43,-1.867,-9.3,81.7,8.59,-.035,-8.13,82.6,5.921,-3.153,-10.07,81.1,98.1,73.3
258,900,4.193,-2.961,-8.87,83.7,5.399,-1.594,-8.34,84.9,3.12,-4.887,-9.19,82.9,113.8,74.9
258,1200,3.275,-.287,-7.89,85.5,3.943,1.351,-7.49,87.3,2.956,-2.738,-8.35,84.2,133.1,76.5
258,1500,3.422,2.667,-6.595,87.3,3.948,3.945,-5.747,88.1,3.029,1.247,-7.36,86.5,141.6,78.1
258,1800,1.255,6.019,-3.118,83.2,3.565,7.45,-1.063,87.8,0,4.463,-5.42,78.6,121.8,79.2
258,2100,.551,3.615,-5.399,89.1,1.921,6.104,-2.777,93.6,0,.104,-7.36,80.1,30.49,80.8
259,0,3.68,-1.629,-8.66,91.7,5.532,.104,-7.62,94.6,1.01,-3.878,-10.33,86.7,75.8,81.5
259,300,4.493,-4.267,-10.29,81.7,6.558,-2.39,-9.27,86,2.463,-5.888,-11.02,78.5,85.6,81.8
259,600,5.814,-8.26,-12.94,78.2,6.286,-6.273,-11.89,79.1,5.096,-9.85,-14.06,77.2,88.6,82
259,900,6.936,-9.65,-13.95,77.7,7.96,-9.05,-13.7,78,5.984,-10.51,-14.43,77.3,97.7,81.7
259,1200,8.71,-9.23,-13.86,77.5,9.64,-8.01,-13.24,77.9,7.65,-10.44,-14.53,77.1,95.9,81.4
259,1500,7.21,-4.16,-10.93,77.5,8.23,-1.212,-9,78,5.817,-7.45,-12.98,76.7,104.1,80.3
259,1800,5.947,-.807,-8.66,76.3,6.615,-.38,-8.37,76.8,5.136,-1.349,-8.99,75.4,105.8,78.8
259,2100,5.813,-3.45,-10.39,76.1,6.357,-.726,-8.59,76.8,5.077,-5.811,-11.78,75.1,96,77.9
260,0,6.901,-9.07,-13.73,74.1,7.45,-6.193,-12.05,75,5.934,-11.02,-14.7,73.3,85.8,76.2
260,300,6.44,-11.8,-15.16,72,7.4,-10.02,-14.13,73.1,5.472,-13.39,-16.08,70.9,92.5,74.1
260,600,6.632,-15.04,-16.95,70.9,7.66,-13.11,-15.9,71.7,5.464,-16.03,-17.44,69.73,96.6,71.7
260,900,6.219,-12.65,-15.87,71.6,6.883,-10.23,-14.63,72.8,5.563,-15.93,-17.4,70.3,111.9,69.53
260,1200,6.502,-9.43,-14.25,74.5,7.18,-7.18,-13.01,76.5,6.055,-10.86,-15.02,72.7,126.8,67.75
260,1500,6.698,-5.288,-11.9,78.3,7.3,-3.881,-11.06,79.5,5.433,-6.865,-12.82,76.9,126.9,66.41
260,1800,7.27,-3.177,-10.58,82.5,8.06,-2.667,-10.25,84.2,6.736,-3.95,-11.05,79.7,121.4,65.78
260,2100,7.76,-5.407,-11.71,79.6,8.97,-3.116,-10.45,83,6.827,-7.9,-13.08,77.9,102.4,65.39
261,0,8.87,-8.33,-13.24,76.6,10.99,-7.35,-12.78,77.8,6.712,-9.46,-13.89,75.5,105.2,65.03
261,300,10.07,-5.937,-11.79,75.2,11.36,-2.808,-9.66,76.5,7.89,-8.53,-13.42,73.7,122.9,65.11
261,600,9.69,-1.021,-8.64,75.9,11.09,.035,-7.92,77.7,8.13,-2.739,-9.87,74.8,121.1,65.79
261,900,10.1,.864,-7.34,78.2,11.51,1.213,-7.07,79.2,9.13,-.381,-8.36,77.4,118.9,68.34
261,1200,11.35,2.176,-6.4,77.5,12.55,2.91,-5.795,78.7,10.06,1.42,-7.01,75.9,113.2,70.4
261,1500,10.41,4.645,-4.696,77.5,11.14,6.054,-3.709,80,9.58,3.221,-5.72,76.1,120.4,71.7
261,1800,9.51,6.678,-3.062,78.2,10.53,7.18,-2.738,78.9,8.55,6.258,-3.367,77.6,132.8,72.5
261,2100,8.79,6.178,-3.406,77.3,9.6,7.25,-2.69,78.2,8.23,5.045,-4.244,76.7,115.5,73.4
262,0,10.28,4.304,-4.811,77.1,12.25,5.361,-4.003,78,8.82,3.841,-5.337,76.6,116.5,73.8
262,300,11.77,2.504,-6.298,77.3,12.48,3.22,-5.724,78.3,11.04,.796,-7.64,76.8,100.9,72.3
262,600,11.22,1.693,-6.961,77.9,12.54,2.77,-6.225,78.6,7.08,.693,-7.76,77.4,90.6,71.4
262,900,9.54,3.567,-5.366,77.3,11.92,4.64,-4.444,79,7.09,1.662,-6.99,76.1,105.7,71.1
262,1200,11.59,4.479,-4.783,78,12.92,5.538,-4.12,80,9.37,3.774,-5.211,75.7,141,72
262,1500,10.9,6.348,-3.578,87.4,11.95,7.54,-2.608,91.6,9.25,5.4,-4.212,81,142.5,75.1
262,1800,10.87,6.757,-3.103,78.3,11.48,7.5,-2.608,83.5,10.3,6.088,-3.622,74.7,143.9,75.6
262,2100,9.55,7.08,-2.818,74.3,10.43,7.5,-2.527,75,8.29,6.291,-3.304,73.5,123.4,76.5
263,0,11.15,5.676,-3.849,73.9,11.82,6.498,-3.218,74.4,10.42,5.19,-4.24,73.1,134.9,77.4
263,300,11.56,4.584,-4.731,73.4,12.69,5.503,-3.946,74,10.72,3.046,-5.88,72.4,119,77.1
263,600,12.18,2.874,-5.957,73,12.91,3.531,-5.456,74,10.66,2.285,-6.398,71.8,115.3,76.1
263,900,12.04,2.658,-6.047,74.2,12.53,3.393,-5.431,75.4,11.46,1.662,-6.664,72.4,116,75.8
263,1200,12.65,3.953,-5.116,75.1,13.6,4.569,-4.696,76.2,12.1,2.424,-6.176,74,110.2,75.8
