day_of_year,hour,VW1,TA1,TA2,RH1,VW2,TA1_max,TA2_max,RH1_max,VW1_min,TA1_min,TA2_min,RH1_min,DW1,unkw
324,1500,8.15,-23.76,-21.36,77.5,8.8,-22.82,-20.93,77.8,7.08,-25.02,-22,77.1,103.5,71.1
324,1800,8.69,-25.15,-22.02,76.7,9.41,-24.24,-21.64,77.2,8.29,-26.12,-22.5,76.3,102.9,72.3
324,2100,8.68,-26.47,-22.58,75.5,9.2,-24.87,-21.89,76.5,8.14,-29.59,-23.9,74.4,97,73.2
325,0,8.96,-31.79,-24.81,73.4,9.29,-30.01,-24.07,74.2,8.52,-32.69,-25.19,72.9,100,74
325,300,9.04,-33.35,-25.41,72.9,9.53,-32.45,-25.06,73.2,8.59,-35.13,-26.11,72.2,100.6,74.3
325,600,8.5,-35.21,-26.1,72,9,-33.58,-25.42,72.6,7.52,-37.91,-27.27,70.9,96.9,74.7
325,900,8.33,-39.23,-27.59,70.1,9.18,-37.22,-26.97,71.7,6.973,-40.71,-28.14,68.59,86.6,74.5
325,1200,6.636,-41.87,-28.23,66.43,7.14,-39.32,-27.02,68.16,5.399,-43.39,-28.92,65.37,84.5,74.6
325,1500,5.354,-39.84,-26.57,70.4,5.859,-36.76,-25.13,71.9,4.816,-41.77,-28.03,67.54,85.1,74.4
325,1800,4.856,-39.81,-26.02,70.7,5.754,-35.65,-23.54,73.9,4.288,-42.88,-27.64,67.09,83,74.3
325,2100,6.072,-40.74,-27.59,63.21,6.55,-38.89,-26.76,66.63,5.278,-42.43,-28.33,61.18,87.5,74.1
326,0,6.154,-37.87,-26.47,62.5,6.725,-35.2,-25.38,63.6,5.779,-40.14,-27.55,61.67,89.5,73.7
326,300,5.812,-35.28,-25.27,63.68,6.521,-32.24,-24.05,64.28,4.96,-37.63,-25.9,62.7,98.6,72.6
326,600,6.207,-32.33,-23.79,63.98,7.08,-26.5,-21.14,65.5,5.698,-35.65,-25.37,62.71,109.9,71.6
326,900,6.852,-25.34,-20.85,64.36,7.99,-22.52,-19.66,65.72,5.734,-27.96,-22.05,63.25,99.2,71.6
326,1200,7.72,-21.46,-19.43,66.15,8.75,-18.59,-18.21,71.9,6.348,-27.14,-21.51,62.07,93.9,71.5
326,1500,8.42,-16.74,-17.24,73.6,9.81,-12.16,-15.07,75.3,6.155,-22.03,-19.54,71.9,118.9,70.6
326,1800,8.05,-11.54,-14.48,74,9.74,-8.37,-12.64,75.7,4.723,-13.82,-15.32,72.6,127.7,69.66
326,2100,8.4,-5.029,-10.99,76.2,9.2,-2.637,-9.59,77,7.25,-7.95,-12.53,75.6,133.4,69.82
327,0,7.24,-.087,-7.97,78.1,9.24,1.595,-6.882,78.7,6.002,-2.151,-9.36,76.9,142.1,70.3
327,300,8.92,2.401,-6.162,77.6,9.87,3.536,-5.322,78.8,7.6,1.04,-6.996,76.3,127.4,70
327,600,10.26,2.713,-5.966,77.6,11.14,3.742,-5.287,78.8,9.3,1.837,-6.529,76.6,130.4,70.1
327,900,8.87,4.718,-4.47,75.5,10.3,6.271,-3.401,77.1,4.795,3.742,-5.13,71.5,141.6,71.2
327,1200,10.59,4.447,-4.803,75.1,13.28,5.993,-3.478,76.1,4.49,3.048,-5.897,71.3,122.8,70.5
327,1500,12.6,2.817,-6.048,75.1,13.4,3.741,-5.418,75.6,11.52,1.94,-6.615,74.6,121.7,69.62
327,1800,13.17,2.25,-6.446,76,14.19,2.91,-6.015,76.9,12.3,1.801,-6.838,75.3,115.1,68.25
327,2100,13.97,2.537,-6.269,76.9,14.47,4.364,-4.746,77.5,13.55,1.49,-7.12,75.7,110,66.88
328,0,13.3,4.162,-4.982,76.8,14.63,4.641,-4.576,77.5,11.85,3.256,-5.613,75.5,116.6,67.54
328,300,13.02,4.262,-4.886,76,13.88,4.849,-4.44,76.9,11.46,3.879,-5.173,75.2,118,70.4
328,600,11.24,3.006,-5.874,74.5,12.47,4.052,-4.901,75.8,9.9,2.286,-6.433,73,118.3,72.2
328,900,11.38,2.24,-6.41,73.5,12.95,2.702,-6.163,74.1,10.21,1.732,-6.749,72.7,105.8,73
328,1200,12.01,2.236,-6.439,74,13.96,2.91,-6.035,75.7,10.8,1.455,-6.937,72.6,120.7,72.7
328,1500,11.61,2.848,-5.962,73.7,12.39,3.741,-5.447,74.8,10.64,2.078,-6.492,72.7,129.5,73.2
328,1800,13.14,3.244,-5.709,75.4,14.85,3.949,-5.208,76.1,11.05,2.286,-6.255,74.6,117.7,73.2
328,2100,11.02,2.171,-6.493,74.3,14.09,3.325,-5.544,75.3,7.44,1.178,-7.3,73.6,133.1,73.8
329,0,13.32,3.525,-5.464,75.9,14.62,4.018,-5.115,76.9,9.68,2.494,-6.236,75.2,114.5,73.3
329,300,15.33,3.816,-5.241,76.3,16.27,4.157,-4.94,77.4,14.5,3.464,-5.505,75.3,123.4,72.7
329,600,15.12,3.748,-5.236,75.3,15.94,4.19,-4.644,76.6,14.44,3.29,-5.681,74.3,125.9,73.4
329,900,14.28,4.162,-4.95,74.4,15,4.675,-4.59,76.6,13.63,3.636,-5.398,73.1,108.5,73.8
329,1200,13.71,5.63,-3.758,70.4,14.62,6.407,-3.175,73.6,13.01,4.537,-4.653,68.79,119,73.9
329,1500,12.52,5.762,-3.781,69.19,13.85,6.338,-3.151,69.86,9.63,5.125,-4.425,68.7,98.5,73
329,1800,8.44,5.161,-4.346,68.54,9.95,6.579,-3.127,69.43,6.564,4.501,-5.012,66.4,106.9,72
329,2100,11.04,6.329,-3.177,68.63,13.74,6.925,-2.877,71,8.13,5.886,-3.444,66.09,129.8,72.4
330,0,5.145,7.66,-1.962,61.29,12.24,9.38,-.831,69.42,.447,6.163,-3.213,55.4,139.5,74.1
330,300,.447,6.197,-3.449,65.43,.448,7.3,-2.43,68,.447,5.435,-4.178,61.95,125.6,74
330,600,.447,5.185,-4.323,67.35,.447,5.505,-4.105,67.86,.447,4.951,-4.502,66.7,126,75.3
330,900,.447,4.946,-4.6,67.7,.447,5.332,-4.328,68.5,.447,4.501,-4.978,67.15,115.7,75.9
330,1200,.447,3.909,-5.378,66.72,.45,4.432,-5.085,67.5,.447,3.463,-5.711,65.79,113.8,76.7
330,1500,.447,4.644,-4.837,66.59,.447,4.986,-4.498,67.47,.447,4.294,-5.11,65.48,134.1,77.1
330,1800,.448,4.659,-4.7,68.35,.454,5.471,-4.125,69.95,.447,4.155,-5.182,64.93,128.7,76.5
330,2100,.447,5.015,-4.486,75.7,.448,5.748,-3.854,79,.447,4.294,-4.969,70.3,124.7,76.3
331,0,.447,5.261,-4.38,83,.448,5.956,-3.767,87.9,.447,4.848,-4.735,78.9,106.8,76.3
331,300,.447,6.105,-3.632,79.2,.447,7.1,-2.886,81.3,.447,4.951,-4.618,77,134.4,76.1
331,600,4.393,6.783,-2.983,78.2,13.95,7.34,-2.56,79.1,.447,6.333,-3.285,77,138.9,76.7
331,900,12.98,6.971,-2.637,77.6,14.42,7.41,-2.33,78.3,11.95,6.577,-2.891,77.1,137.1,77.5
331,1200,13.79,6.563,-2.961,78.1,15.29,7.41,-2.219,78.8,12.7,6.161,-3.319,77.2,129,78.2
331,1500,13.88,6.536,-3.011,77.3,14.96,7.13,-2.478,78.1,12.67,5.954,-3.454,76.3,148,78.6
331,1800,13.52,6.329,-3.147,76.7,14.49,6.784,-2.814,77.5,12.73,5.884,-3.512,75.4,122.5,80.2
331,2100,13.14,6.636,-2.903,74.6,14.48,7.17,-2.469,76.3,11.46,6.3,-3.184,71.5,135.2,81.5
332,0,12.11,6.5,-3.142,71.9,13.38,7.37,-2.502,72.7,11.02,5.677,-3.83,70.8,130.5,82.8
332,300,12.77,5.074,-4.342,72.3,13.83,5.92,-3.767,73.1,11.56,4.189,-5.041,71.8,122.3,82.5
332,600,13.15,2.772,-6.021,72.5,13.75,4.051,-5.1,73.3,12.24,1.247,-7.07,71.8,118.3,82.9
332,900,13.72,.997,-7.34,72.7,15.24,1.489,-6.996,73.5,11.57,.104,-7.9,71.4,134.6,83.8
332,1200,12.03,.647,-7.6,69.43,12.94,1.455,-6.992,71.4,11.07,0,-8.14,67.33,126.9,84.2
332,1500,11.99,.042,-8.06,67.91,12.92,1.005,-7.5,68.85,11.33,-.658,-8.53,67.23,119.8,83.9
332,1800,13.14,1.22,-7.24,69.3,14.32,2.252,-6.621,70.1,11.82,.312,-7.88,68.29,121.6,83.8
332,2100,12.11,1.424,-7.07,70,13.19,2.009,-6.69,70.6,10.76,.831,-7.46,69.06,117.4,83.8
333,0,12.31,-.096,-8.14,68.52,13.57,.52,-7.6,69.67,11.49,-2.321,-9.64,67.33,114.7,83.5
333,300,13.81,-1.034,-8.77,69.97,15.04,0,-8,71.7,12.49,-2.183,-9.61,68.23,118.7,82.9
333,600,12.77,.55,-7.64,70.9,13.79,1.628,-6.968,72.3,11.96,-.416,-8.36,69.61,129.5,83.1
333,900,11.77,1.482,-7.04,69.75,13,2.044,-6.71,70.2,10.33,.797,-7.54,69.16,131.6,83.3
333,1200,11.53,.735,-7.59,69.57,12.01,1.213,-7.3,70.6,10.79,.312,-7.96,68.96,121,84.3
333,1500,11.2,.712,-7.63,69.53,12,1.213,-7.31,70,10.02,.035,-8.05,69.18,132,84.9
333,1800,10.42,1.39,-7.11,69.82,11.47,1.905,-6.715,70.7,9.1,.935,-7.43,69.26,134.3,85.6
333,2100,9.92,4.028,-5.287,76.8,11.01,4.537,-4.954,81.8,8.84,2.46,-6.251,70.3,133.8,86.3
334,0,9,2.767,-6.121,73.5,10.19,4.121,-5.266,78.7,8.22,1.835,-6.679,72.2,128.1,87.2
334,300,8.92,1.705,-6.793,71.4,9.86,2.009,-6.547,72.4,8.19,1.386,-6.986,70.5,121.7,87.7
334,600,9.19,2.251,-6.416,69.58,9.79,2.702,-6.113,70.2,8.42,1.801,-6.705,68.89,125.7,88.1
334,900,9.83,2.309,-6.415,68.02,10.45,2.702,-6.158,68.83,8.76,2.009,-6.616,67.15,126.9,88.6
334,1200,10.2,2.529,-6.229,66.29,10.81,3.325,-5.843,67.53,8.68,1.87,-6.665,64.98,131.3,89.6
334,1500,11.26,2.75,-6.051,64.93,11.88,3.879,-5.344,66.43,10.06,2.009,-6.566,63.73,121.1,90.9
334,1800,11.88,2.798,-6.061,66.77,12.47,3.395,-5.638,67.37,11.07,2.009,-6.665,66.06,127.4,90.8
334,2100,11.96,2.775,-6.13,67.06,12.69,3.533,-5.574,67.71,10.75,1.87,-6.571,66.55,122.2,91.3
335,0,11.23,1.237,-7.19,65.27,12.42,1.801,-6.674,67.54,10.46,.346,-7.68,63.26,126.8,91.7
335,300,10.69,1.193,-7.19,60.7,11.44,1.836,-6.64,63.25,10.05,.242,-7.85,57.69,122.9,91.7
335,600,11.05,.579,-7.56,54.97,12.23,1.559,-6.963,56.43,9.91,-.173,-8.09,53.08,121.1,91.1
335,900,12.96,-.531,-8.33,55.8,13.67,1.109,-7.11,57.62,11.9,-2.079,-9.14,53.98,119,91.4
335,1200,13.22,-.266,-8.08,58.65,13.65,.416,-7.61,59.84,12.63,-1.247,-8.71,57.17,121.1,90.9
335,1500,11.88,-.231,-8.18,59.83,12.78,.832,-7.48,61.18,10.89,-1.109,-8.85,58.3,124.4,91.3
335,1800,12.04,.354,-7.76,62.45,14.42,.97,-7.36,64.22,9.81,-1.455,-9.07,60.77,121.7,88.9
335,2100,12.36,.72,-7.43,61.79,13.89,1.594,-6.889,63.61,9.89,-1.213,-8.89,60.09,118.9,89.3
336,0,10.98,-.61,-8.48,61.96,12.04,.693,-7.74,62.88,10.11,-1.594,-9.08,61.01,122.1,88.4
336,300,11.45,.042,-8.04,61.97,12.28,.346,-7.82,62.74,10.61,-.554,-8.29,61.24,126.9,86.9
336,600,9.91,-.316,-8.27,62.97,11.54,.485,-7.74,63.35,8.39,-1.04,-8.57,62.54,121.4,86.9
336,900,8.98,-.766,-8.5,60.97,11.25,-.069,-8.18,62.79,6.612,-2.079,-9.09,59.41,114.7,86.8
336,1200,7.81,-1.945,-9.26,59.6,8.74,-1.282,-8.83,61.05,6.83,-2.946,-9.76,58.75,123.6,86.3
336,1500,7.74,-2.549,-9.59,58.14,8.97,-1.525,-8.92,59.54,6.404,-3.778,-10.27,56.08,112.3,85.2
336,1800,7.83,-2.083,-9.27,56.06,8.49,-1.317,-8.9,56.6,6.975,-2.634,-9.64,55.56,119.7,85
336,2100,7.27,-3.674,-10.31,57.61,7.78,-2.218,-9.54,58.23,6.892,-4.645,-10.84,56.01,106,85.2
337,0,6.623,-4.47,-10.76,58.98,7.11,-3.744,-10.42,59.83,6.061,-5.027,-11.07,58.26,114.8,85.1
337,300,5.844,-5.975,-11.58,60.73,6.467,-4.264,-10.69,61.96,5.313,-8.22,-12.65,59.88,106,84.8
337,600,6.511,-7.84,-12.75,62.43,7.56,-7.14,-12.5,62.81,5.227,-8.67,-13.11,62.01,107,84.3
337,900,7.28,-9.81,-13.89,63.92,7.99,-8.22,-12.87,64.5,6.6,-10.61,-14.49,62.79,110.7,84.2
337,1200,8.01,-10.29,-14.17,63.71,8.44,-9.92,-14,64.03,7.58,-10.75,-14.37,63.4,100.4,83.8
337,1500,9.19,-9.98,-14.11,62.64,10.02,-9.19,-13.76,63.39,8.54,-10.58,-14.33,62.08,105.5,83.3
337,1800,10.7,-10.15,-14.28,62.05,11.44,-9.5,-13.99,62.28,10.24,-10.75,-14.58,61.74,103.2,82.8
337,2100,11.13,-10.39,-14.5,64.47,11.86,-9.61,-14.05,66.71,10.16,-11.24,-15.02,61.83,104.9,82.4
338,0,9.13,-9.44,-13.97,68.27,10.47,-8.67,-13.52,69.2,8.08,-10.03,-14.34,66.89,111.2,81.8
338,300,7.68,-8.24,-13.15,69.47,8.88,-7.35,-12.73,69.76,6.961,-9.16,-13.56,69.23,121.7,81.1
338,600,6.28,-10.56,-14.25,70,7.15,-8.88,-13.47,70.9,5.682,-12.49,-15.26,69.29,101.9,80.5
338,900,6.166,-13.06,-15.55,71.4,6.517,-12.04,-15.03,72,5.662,-13.74,-15.84,70.9,98,80.8
338,1200,6.443,-13.84,-15.98,72.5,6.86,-12.94,-15.66,73.1,6.008,-14.43,-16.37,72.1,105.2,80.8
338,1500,7.7,-10.57,-14.39,74.1,8.1,-9.3,-13.76,74.8,6.53,-12.53,-15.39,73,118.4,80.3
338,1800,8,-8.82,-13.44,74.7,8.25,-8.08,-13.04,75.1,7.49,-9.26,-13.7,74.5,132.8,78.8
338,2100,7.21,-10.51,-14.32,74.1,8.11,-9.47,-13.71,74.7,6.001,-11.62,-14.81,73.7,128.6,77.3
339,0,6.381,-12.6,-15.45,74.1,7.01,-11.83,-15,74.6,5.786,-13.46,-15.78,73.6,126,75.4
339,300,4.202,-11.06,-14.96,75.2,5.365,-10.3,-14.62,76.1,2.354,-11.73,-15.29,74.5,128.1,74.4
339,600,1.494,-11.15,-14.89,78.4,3.213,-10.51,-14.73,79.6,.447,-12.18,-14.99,76.2,84.2,73.6
339,900,.697,-10.44,-14.53,82.8,1.657,-9.82,-14.31,84.2,.447,-11.97,-14.96,79.6,334.2,73.5
339,1200,.46,-10.61,-14.74,83.9,.488,-10.34,-14.63,84,.447,-11.24,-15.08,83.7,246.3,73.1
339,1500,.639,-11.45,-15.33,83.6,2.172,-11.24,-15.21,83.7,.447,-11.65,-15.44,83.5,343.9,72.1
339,1800,.457,-12.42,-15.69,83.3,.495,-11.45,-15.3,83.6,.447,-14.12,-16.31,82.9,164.1,71
339,2100,.472,-13.81,-16.49,82.9,.544,-13.05,-16.26,83,.447,-14.12,-16.66,82.8,151.6,69.45
340,0,.492,-12,-15.65,83.3,.611,-11.62,-15.43,83.4,.448,-12.63,-16.05,83.1,190.8,66.77
340,300,.48,-13.75,-16.47,82.8,.528,-12.66,-15.97,83.1,.447,-15.2,-17.14,82.5,166.2,63.62
340,600,.558,-17.09,-18.12,81.8,.859,-15.2,-17.24,82.5,.447,-19.26,-19.26,80.5,129,59.22
340,900,.494,-17.99,-18.71,80.5,.685,-17.77,-18.62,80.7,.448,-18.98,-19.12,80.3,155.1,55.6
340,1200,.454,-17.51,-18.49,81.1,.487,-17.36,-18.42,81.2,.447,-17.84,-18.67,80.7,146.4,53.35
340,1500,.447,-17.43,-18.39,81.2,.448,-17.15,-18.3,81.3,.447,-17.77,-18.51,81.2,142.4,51.48
340,1800,.447,-17.36,-18.31,81.2,.447,-17.01,-18.2,81.4,.447,-18.12,-18.52,80.9,131.3,50.06
340,2100,.447,-21.08,-19.38,80.3,.447,-18.47,-18.59,80.8,.447,-22.74,-19.97,79.8,129.8,49.5
341,0,.447,-20.91,-19.88,80.7,.447,-19.31,-18.9,81.1,.447,-23.06,-20.83,80.3,125.8,48.79
341,300,.447,-20.96,-19.51,80.8,.447,-18.96,-18.91,81.1,.447,-24.51,-20.05,80.5,133,48.29
341,600,.486,-21.6,-19.86,80.6,.708,-18.65,-19.05,81.1,.447,-24.44,-20.62,80.1,181.7,48.25
341,900,.643,-19.55,-19.36,80.8,.959,-18.23,-18.71,81.2,.479,-21.18,-20.14,80.4,180.3,49.08
341,1200,.626,-21.85,-20.44,80.2,.914,-21.25,-20.24,80.4,.466,-22.64,-20.79,80.1,203.1,49.59
341,1500,.549,-24.18,-21.42,79.7,.708,-22.71,-20.8,80,.45,-25.66,-22.01,79.4,183.3,49.93
341,1800,.559,-27.12,-22.64,79,.713,-25.87,-22.06,79.3,.46,-29.25,-23.3,78.6,157.5,50.15
341,2100,.52,-30.88,-24.18,78,.846,-27.83,-23.07,78.8,.447,-34.33,-25.35,77.3,149.3,50.33
342,0,.447,-39.94,-26.62,76.3,.447,-35.23,-25.56,77.2,.447,-44.6,-27.57,75.6,146.1,50.52
342,300,.447,-42.81,-28.16,75,.448,-40.06,-26.8,76.2,.447,-45.22,-28.94,74.2,122.4,50.63
342,600,.447,-44.54,-29.02,74.2,.447,-43.17,-28.68,74.5,.447,-46.96,-29.62,73.6,127.6,50.81
342,900,.447,-45.09,-29.53,73.6,.447,-43.7,-29.16,74,.447,-45.93,-29.86,73.2,127.8,51.72
342,1200,.447,-46.72,-30.01,73,.447,-44.89,-29.48,73.6,.447,-50.24,-31.04,71.8,124.2,52.11
342,1500,.447,-50.41,-31.28,71.6,.447,-49.01,-30.84,72.1,.447,-52.44,-32.05,70.7,123.9,53.16
342,1800,.447,-52.02,-31.88,70.6,.447,-50.4,-31.36,71.2,.447,-53.88,-32.34,69.89,125.2,53.63
342,2100,.447,-52.35,-31.93,70.5,.447,-50.47,-31.24,71.3,.447,-53.86,-32.35,69.97,125.4,54.63
343,0,.447,-53.71,-32.34,69.76,.447,-52.53,-31.95,70.4,.447,-54.62,-32.67,69.21,118,55.06
343,300,.447,-55.71,-33,68.62,.447,-54.41,-32.56,69.29,.447,-56.48,-33.24,68.22,122.8,55.06
343,600,.447,-57.09,-33.41,67.95,.447,-55.92,-33.06,68.43,.447,-57.73,-33.63,67.72,114.5,55.03
343,900,.447,-60.38,-34.41,66.86,.447,-58.54,-33.79,67.37,.447,-62.51,-35.03,66.14,111.2,55.2
343,1200,.447,-61.06,-34.62,66.47,.447,-59.59,-34.15,66.99,.447,-64.16,-35.54,65.66,99.3,55.17
343,1500,.447,-63.02,-35.13,66,.447,-59.28,-34,67.13,.447,-65.48,-35.86,65.29,104.9,54.84
343,1800,.447,-63.22,-35.25,65.7,.447,-62.18,-34.92,66.03,.447,-64.48,-35.61,65.41,113.1,54.55
343,2100,.447,-62.53,-35.05,65.79,.447,-60.16,-34.39,66.55,.447,-65.74,-35.91,64.99,101.3,54.55
344,0,.447,-64.46,-35.6,65.07,.447,-63.44,-35.3,65.47,.447,-65.18,-35.82,64.77,105.6,53.72
344,300,.447,-63.33,-35.28,65.37,.447,-60.93,-34.61,65.94,.447,-65.67,-35.92,64.74,113.8,52.71
344,600,.447,-60.15,-34.34,66.17,.447,-59.4,-34.12,66.42,.447,-62.14,-34.94,65.67,120.5,52.13
344,900,.447,-61.3,-34.67,65.81,.447,-60.58,-34.47,66.02,.447,-61.91,-34.89,65.58,124.1,52.21
344,1200,.447,-61.31,-34.68,65.91,.447,-60.54,-34.45,66.14,.447,-62,-34.9,65.73,119.2,52.29
344,1500,.447,-60.88,-34.57,66.06,.447,-59.91,-34.26,66.28,.447,-61.79,-34.85,65.81,118.6,52.33
344,1800,.447,-61.31,-34.68,65.76,.447,-59.77,-34.22,66.32,.447,-63.88,-35.41,65.01,109.1,52.38
344,2100,.447,-61.7,-34.79,65.33,.447,-60.3,-34.38,65.68,.447,-63.23,-35.18,64.98,115.1,52.46
345,0,.447,-61.55,-34.73,65.42,.447,-61.21,-34.6,65.63,.447,-62.04,-34.91,65.17,118.1,52.21
345,300,.447,-65.84,-35.92,64.52,.447,-61.21,-34.63,65.54,.447,-67.97,-36.56,64.11,101.4,52.22
345,600,.447,-65.39,-35.8,64.64,.447,-63.55,-35.31,65.08,.447,-67.32,-36.32,64.19,101.7,52.39
345,900,.447,-66.3,-36.01,64.58,.447,-64.53,-35.6,64.91,.447,-68.34,-36.5,64.16,119.9,52.65
345,1200,.447,-60.97,-34.66,65.96,.447,-59.16,-34.12,66.44,.447,-64.74,-35.64,64.89,122.2,53.38
345,1500,.447,-56.98,-33.55,67.11,.447,-53.78,-32.66,68,.447,-60.65,-34.56,66.13,123.4,54.46
345,1800,.447,-56.76,-33.35,67.38,.447,-56.01,-33.2,67.6,.447,-57.68,-33.59,67.11,127.3,54.96
345,2100,.447,-56.07,-33.1,67.19,.447,-55.27,-32.82,67.5,.447,-56.77,-33.35,66.68,120.5,55.33
346,0,.447,-57.02,-33.46,66.26,.447,-56.45,-33.27,66.57,.447,-57.5,-33.62,66.08,107.3,55.66
346,300,.447,-54.99,-32.94,67,.447,-51.25,-31.88,68.42,.447,-57.22,-33.56,66.23,110.6,52.94
346,600,.447,-44.41,-29.52,71.1,.447,-38.57,-27.39,73.3,.447,-50.7,-31.73,68.58,125.2,48.44
346,900,.447,-29.5,-23.67,76.3,.447,-22.78,-20.72,78.5,.447,-36.99,-26.75,73.9,129.6,46.06
346,1200,.447,-18.18,-18.62,80,.447,-15.46,-17.3,80.9,.447,-22.6,-20.75,78.5,126.7,44.23
346,1500,.45,-11.79,-15.36,82.3,.502,-7.78,-13.22,84,.447,-15.74,-17.37,80.7,175,43.65
346,1800,1.567,-9.89,-14.27,83,9.63,-7.88,-13.18,83.7,.639,-11.94,-15.44,82.3,172.9,46.43
346,2100,12.65,-12.45,-15.75,82.2,13.63,-11.87,-15.42,82.4,11.41,-13.19,-16.18,82,160.8,49.59
347,0,12.17,-13.49,-16.32,81.9,13.47,-13.12,-16.12,82.1,11.43,-13.99,-16.56,81.5,164.4,52.97
347,300,10.97,-16.17,-17.62,80.3,12.14,-13.99,-16.55,81.3,10.12,-18.08,-18.51,79.7,161.4,56.52
347,600,10.41,-17.71,-18.41,79.3,11.11,-16.8,-18.01,79.8,8.99,-19.23,-19.11,78.8,141.3,57.9
347,900,10.72,-17.04,-18.12,80.2,12.03,-16.17,-17.72,80.4,9.22,-18.12,-18.57,79.4,160.2,59.9
347,1200,11.03,-18.84,-18.9,79.4,13.06,-18.19,-18.65,79.9,9.17,-19.65,-19.17,79.2,146.2,60.83
347,1500,12.18,-19.16,-19.15,79.2,12.81,-18.16,-18.66,79.5,10.78,-20.07,-19.58,78.8,158.1,61.58
347,1800,11.56,-17.15,-18.24,80.4,13.09,-14.06,-16.68,81.7,8.58,-19.9,-19.5,78.8,162.9,62.24
347,2100,6.158,-12.66,-15.95,82.5,8.66,-12.11,-15.69,82.9,5.191,-14.06,-16.72,81.8,175,65.34
348,0,5.969,-12.49,-15.86,82.8,8.4,-12.11,-15.65,82.9,4.345,-13.19,-16.22,82.6,144.7,66.71
348,300,7.26,-13.93,-16.49,82,8.46,-12.84,-16.1,82.7,5.901,-15.41,-17.08,81.2,142.8,67.01
348,600,8.65,-15.45,-17.06,80.9,10.07,-14.26,-16.36,81.5,7.48,-16.35,-17.41,80.6,125.3,66.48
348,900,10.43,-17.69,-18.18,78.8,11.13,-14.96,-16.99,81,9.54,-20.76,-19.62,76.8,116,64.9
348,1200,12.17,-23.12,-20.84,77.7,13.22,-21.46,-20,78.1,10.88,-23.93,-21.24,77,109.5,62.76
348,1500,12.23,-21.43,-19.99,78.3,12.96,-17.58,-17.93,79,11.13,-23.16,-20.82,77.7,122.5,60.89
348,1800,12.34,-17.13,-17.76,78.2,13.32,-15.56,-16.87,78.8,10.73,-18.26,-18.43,77.8,115.6,60.37
348,2100,12.23,-14.22,-16.28,78.5,13.41,-13.05,-15.64,79.7,11.13,-15.24,-16.87,77.6,114.2,58.85
349,0,11.52,-11.13,-14.85,80.4,13.39,-6.593,-12.23,81.4,10.11,-14.02,-16.53,79.4,112.1,55.67
349,300,11.16,-.423,-8.2,83.7,12.09,3.64,-5.591,87.7,9.47,-6.176,-11.9,80.7,128.1,53.16
349,600,9.41,4.183,-4.838,84.9,10.88,4.954,-3.903,88.2,7.62,3.605,-5.644,79,112.9,51.04
349,900,8.46,6.283,-3.17,86,9.85,7.96,-1.476,88.7,6.971,4.503,-4.624,82.7,120.2,50.6
349,1200,9.85,6.706,-2.447,81.7,11.23,7.65,-1.295,83.2,8.3,5.884,-3.43,80.2,120.4,48.56
349,1500,10.04,7.38,-1.914,80.7,11.54,7.89,-1.367,82,8.01,6.369,-2.709,79.5,115.4,48.47
349,1800,11.06,6.972,-2.87,86.5,11.63,7.3,-2.339,89.6,10.52,6.679,-3.223,80.9,115.9,47.51
349,2100,9.84,6.956,-2.691,84.3,11.09,7.37,-2.392,89,7.55,5.987,-3.319,78.6,191.5,50.46
350,0,8.29,-.225,-8.47,86,10.4,4.811,-4.279,88.7,5.827,-2.597,-10.1,78.5,163.3,56.39
350,300,10.55,-3.108,-10.46,86.8,11.23,-2.632,-10.17,87.2,9.18,-3.846,-10.92,86.3,155.2,62.74
350,600,11.16,-4.314,-11.16,85.9,11.64,-3.673,-10.75,86.5,10.6,-5.441,-11.86,84.7,153.1,67.53
350,900,10.32,-7.09,-12.59,82.9,11.3,-5.094,-11.54,84.9,9.09,-9.19,-13.61,80.6,135.2,70.9
350,1200,10.46,-8.57,-13.05,78.7,11.86,-6.865,-12.02,80.9,8.64,-9.5,-13.69,76.6,133.4,71
350,1500,10.01,-2.627,-9.28,78.2,11.39,.208,-7.5,79.6,8.57,-6.796,-11.88,77,134.4,70.6
350,1800,10.69,.995,-6.882,78.2,11.5,1.559,-6.292,79.5,9.88,.208,-7.52,76.6,114.1,69.89
350,2100,11.13,2.816,-5.85,80.4,13.19,4.364,-4.809,85.1,10.06,1.282,-6.978,78.1,121.3,67.58
351,0,13.77,5.95,-3.653,87,14.83,7.55,-2.459,88.8,12.71,3.949,-5.12,85.3,132.6,67.56
351,300,13.49,8.2,-1.776,87.5,15.65,9.1,-.865,89.2,12.03,7.51,-2.531,84.1,137.3,66.44
351,600,15.42,9.16,-.621,83.4,17.57,9.69,-.087,85.1,12.84,8.69,-.985,81,127.1,67.8
351,900,17.51,9.83,.141,82.6,18.29,10.21,.71,84.4,16.39,9.48,-.269,80.2,143.1,70.2
351,1200,15.95,9.75,-.096,82.2,18.57,10.62,.843,84.7,14.33,9.13,-.776,78.5,151,73.8
351,1500,14.26,9.44,-.546,83.3,15.64,9.82,-.298,84.3,12.85,9.13,-.804,82.3,139.4,77.3
351,1800,14.91,9.13,-.848,81.8,16.72,9.55,-.523,83.4,13.3,8.75,-1.139,79.4,130.7,80.4
351,2100,15.22,8.44,-1.498,79.1,16.05,8.82,-1.1,80.8,14.19,7.99,-1.755,78.1,125.5,82.1
352,0,14.68,8,-1.924,77.9,15.67,8.37,-1.64,79.4,13.28,7.34,-2.526,76,129.6,82.2
