stid,variable_pattern,lo,hi,month
NGRIP,P,650.50,730.30,
NGRIP,VW1,-12.00,25.62,
NGRIP,VW2,-12.00,26.23,
NGRIP,RH1,29.16,106.31,
NGRIP,RH2,27.98,103.79,
NGRIP,TA1,-79.11,-4.54,1.00
NGRIP,TA1,-71.59,-3.09,2.00
NGRIP,TA1,-71.92,-5.92,3.00
NGRIP,TA1,-66.34,-2.90,4.00
NGRIP,TA1,-51.45,0.84,5.00
NGRIP,TA1,-34.73,8.89,6.00
NGRIP,TA1,-34.06,8.08,7.00
NGRIP,TA1,-46.54,7.08,8.00
NGRIP,TA1,-50.46,1.85,9.00
NGRIP,TA1,-62.54,-0.14,10.00
NGRIP,TA1,-73.12,-7.29,11.00
NGRIP,TA1,-73.27,-8.92,12.00
NGRIP,TA2,-74.50,-5.44,1.00
NGRIP,TA2,-71.53,-3.36,2.00
NGRIP,TA2,-69.31,-6.70,3.00
NGRIP,TA2,-64.88,-4.42,4.00
NGRIP,TA2,-50.42,-0.02,5.00
NGRIP,TA2,-35.61,8.13,6.00
NGRIP,TA2,-33.27,7.01,7.00
NGRIP,TA2,-43.93,6.78,8.00
NGRIP,TA2,-53.79,1.81,9.00
NGRIP,TA2,-62.99,-0.23,10.00
NGRIP,TA2,-71.08,-6.99,11.00
NGRIP,TA2,-71.66,-7.43,12.00
NGRIP,TA3,,,1.00
NGRIP,TA3,,,2.00
NGRIP,TA3,,,3.00
NGRIP,TA3,,,4.00
NGRIP,TA3,,,5.00
NGRIP,TA3,,,6.00
NGRIP,TA3,,,7.00
NGRIP,TA3,,,8.00
NGRIP,TA3,,,9.00
NGRIP,TA3,,,10.00
NGRIP,TA3,,,11.00
NGRIP,TA3,,,12.00
NGRIP,TA4,,,1.00
NGRIP,TA4,,,2.00
NGRIP,TA4,,,3.00
NGRIP,TA4,,,4.00
NGRIP,TA4,,,5.00
NGRIP,TA4,,,6.00
NGRIP,TA4,,,7.00
NGRIP,TA4,,,8.00
NGRIP,TA4,,,9.00
NGRIP,TA4,,,10.00
NGRIP,TA4,,,11.00
NGRIP,TA4,,,12.00
