stid,variable_pattern,lo,hi,month
JAR3,P,931.30,1005.60,
JAR3,VW1,-11.99,25.81,
JAR3,VW2,-11.80,26.39,
JAR3,RH1,28.88,121.49,
JAR3,RH2,35.04,121.62,
JAR3,TA1,-35.61,11.30,1.00
JAR3,TA1,-43.62,12.68,2.00
JAR3,TA1,-38.89,8.86,3.00
JAR3,TA1,-34.59,13.61,4.00
JAR3,TA1,-22.24,15.55,5.00
JAR3,TA1,-16.52,17.17,6.00
JAR3,TA1,-9.33,16.44,7.00
JAR3,TA1,-10.99,19.35,8.00
JAR3,TA1,-18.84,18.33,9.00
JAR3,TA1,-25.14,16.35,10.00
JAR3,TA1,-32.47,13.52,11.00
JAR3,TA1,-30.92,15.02,12.00
JAR3,TA2,-35.50,11.39,1.00
JAR3,TA2,-43.55,12.77,2.00
JAR3,TA2,-38.80,8.94,3.00
JAR3,TA2,-34.23,13.79,4.00
JAR3,TA2,-22.09,15.69,5.00
JAR3,TA2,-16.13,17.63,6.00
JAR3,TA2,-9.18,16.68,7.00
JAR3,TA2,-10.89,19.57,8.00
JAR3,TA2,-18.79,18.46,9.00
JAR3,TA2,-25.13,16.46,10.00
JAR3,TA2,-32.43,13.60,11.00
JAR3,TA2,-30.68,15.22,12.00
JAR3,TA3,-35.04,11.35,1.00
JAR3,TA3,-43.15,9.16,2.00
JAR3,TA3,-38.71,9.25,3.00
JAR3,TA3,-34.37,14.19,4.00
JAR3,TA3,-22.33,17.04,5.00
JAR3,TA3,-16.23,17.50,6.00
JAR3,TA3,-9.10,17.29,7.00
JAR3,TA3,-11.08,19.14,8.00
JAR3,TA3,-19.02,18.20,9.00
JAR3,TA3,-33.80,14.03,10.00
JAR3,TA3,-32.13,12.81,11.00
JAR3,TA3,-30.74,14.70,12.00
JAR3,TA4,-35.07,11.51,1.00
JAR3,TA4,-42.84,12.84,2.00
JAR3,TA4,-38.06,9.29,3.00
JAR3,TA4,-33.55,14.49,4.00
JAR3,TA4,-21.77,16.14,5.00
JAR3,TA4,-15.64,17.99,6.00
JAR3,TA4,-8.98,17.46,7.00
JAR3,TA4,-10.86,19.62,8.00
JAR3,TA4,-18.63,18.59,9.00
JAR3,TA4,-24.91,16.56,10.00
JAR3,TA4,-32.00,13.78,11.00
JAR3,TA4,-30.50,15.29,12.00
