"TOA5","CR1000","CR1000","23831","CR1000.Std.16","CPU:GOES Saddle 2010.CR1","59912","Public"
"TIMESTAMP","RECORD","i1","Year","Month","DOM","Hour","Minute","Second","uSecond","WeekDay","Day_of_Year","TRef","alpha1","sw_in","sw_ref","net_rad","tc_snow(1)","tc_snow(2)","tc_snow(3)","tc_snow(4)","tc_snow(5)","tc_snow(6)","tc_snow(7)","tc_snow(8)","tc_snow(9)","tc_snow(10)","tc_air(1)","tc_air(2)","t_air(1)","t_air(2)","rh(1)","rh(2)","U(1)","U(2)","Dir(1)","Dir(2)","pressure","SD_1","SD_2","Battery","p_flag","lat","lon","GoesResult","GPSdata(1)","GPSdata(2)","GPSdata(3)","GPSdata(4)","GPSdata(5)","GPSdata(6)","GPStime(1)","GPStime(2)","GPStime(3)","GPStime(4)","GPStime(5)","GPStime(6)","GPStime(7)","LoggerID"
"TS","RN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2011-05-29 20:58:24.27",60,0,0,0,0,0,0,0,0,0,0,0.03077698,0,2.08995,1.519964,3.660999,"NAN","NAN","NAN","NAN","NAN","NAN","NAN",-27.92528,"NAN",10.13226,"NAN",-15.40223,-14.33522,-14.33522,76.23949,81.72928,1.319733,1.47,206.2885,163.1697,337.6291,"NAN",2.9663,15.0089,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
